Gene	exon_phyloP	TSG	OG	NG
RBM4	1.183198935483871	0	0	0
CCDC28B	1.1828538	0	0	0
STRIP1	2.039509809523809	0	0	0
TSGA13	0.39615018750000003	0	0	1
C12ORF36	0.12768575000000001	0	0	1
SIGLECL1	0.09243657894736841	0	0	1
PTCHD4	2.3586481428571426	0	0	1
C5ORF49	0.3354546	0	0	1
FBXO28	2.146231923076923	0	0	0
FAM65C	0.9689319705882354	0	0	0
C5ORF24	1.2631389285714287	0	0	0
FAM76A	2.207135105263158	0	0	1
CAMSAP2	2.3661675357142857	0	0	0
FAM83A	0.4915817692307692	0	0	0
BOD1L1	1.1444282368421055	0	0	1
METTL25	1.2790494374999999	0	0	0
C20ORF195	0.39991899999999997	0	0	1
KRT19	1.1442367222222223	0	0	0
NUGGC	0.9516174347826086	0	0	0
MYOM3	1.2942958775510203	0	0	0
CNBD2	0.697103	0	0	0
YTHDF1	1.2450407777777777	0	0	0
CDR1	0.184081	0	0	1
FAM35A	0.734941153846154	0	0	0
CCDC43	1.4045959285714285	0	0	0
GAGE10	-0.2201404	0	0	1
MRPS6	0.5485071111111111	0	0	1
MSRB1	0.8264892857142856	0	0	1
WDR35	2.3691885384615383	0	0	0
ARRDC4	1.5996783	0	0	0
WDR27	0.2630106734693878	0	0	1
KANK4	1.2325558571428574	0	0	0
MAGEA10	-0.36478129411764704	0	0	0
PCDHA6	2.1145275	0	0	1
WDR49	0.8866979459459461	0	0	1
CCDC85A	1.9677451666666668	0	0	0
DHRS4L2	0.82270975	0	0	0
KIAA1257	0.08271717647058825	0	0	1
PCDHGA4	2.0641939999999996	0	0	0
C1ORF198	0.6949942105263159	0	0	0
C4ORF46	0.21716716666666666	0	0	0
PTGDR2	0.287986	0	0	0
SMIM7	0.608086325	0	0	0
SZRD1	1.8637720370370374	0	0	0
C15ORF32	0.18063216666666668	0	0	0
C8ORF31	-0.07979605263157895	0	0	1
DEPDC4	0.62808128	0	0	1
KIAA1328	0.7736916428571425	0	0	0
MYEOV	-0.10522265517241378	0	0	0
TTC39C	1.7039910625	0	0	0
WDR31	1.112536238095238	0	0	0
C1ORF127	0.34349877272727275	0	0	1
ATG2B	2.1399698181818185	0	0	0
MCMBP	1.79670525	0	0	0
ANKFN1	1.5490852727272726	0	0	1
ANKRD65	0.24449728571428572	0	0	1
C17ORF96	0.601195	0	0	0
Q9H6K5_HUMAN	NA	0	0	1
SMIM5	0.2640222857142857	0	0	0
ZBED6	1.207892	0	0	1
ASB17	1.3788863333333332	0	0	0
CACTIN	1.7722342333333336	0	0	1
PSG1	-0.05457056000000002	0	0	1
MGME1	0.9012840833333334	0	0	0
UBQLN3	1.4487454999999998	0	0	0
PSG7	-7.179285714285698E-4	0	0	1
TRIM16	0.4178387741935485	0	0	0
DCDC1	0.6725913582089551	0	0	1
C15ORF59	1.7945273999999998	0	0	1
CT47B1	-0.291632	0	0	1
SLC9B1	0.629404	0	0	0
AC002472.13	0.5056481304347826	0	0	0
ARMCX4	0.2966578378378379	0	0	1
BMP2KL	0.954041	0	0	1
BX088651.1	0.038578	0	0	0
C1ORF147	-0.09852050000000001	0	0	1
C21ORF88	-0.12030614285714285	0	0	1
CCDC144CP	0.2007563793103448	0	0	1
CDC37P1	1.0208024999999998	0	0	1
DCDC2C	0.46110493333333336	0	0	1
DNAJC9-AS1	0.23291166666666666	0	0	1
ENSG00000172823	NA	0	0	1
ENSG00000176757	NA	0	0	1
TRIM49B	0.09458	0	0	0
ENSG00000183000	0.08987	0	0	1
C17ORF112	-0.037074499999999996	0	0	0
SLC35G4	0.24794733333333333	0	0	0
FAM182B	-0.061974625	0	0	1
FAM183B	0.029111000000000005	0	0	0
FAM188B2	1.4742193000000001	0	0	1
FAM25A	0.7743663333333334	0	0	0
FAM25B	0.310947	0	0	0
FAM90A20P	-0.0986675	0	0	1
KRTAP9-6	0.140676	0	0	1
LINC00470	0.07626506896551724	0	0	1
LINC00478	0.7587896976744186	0	0	0
LINC00587	-0.0097616	0	0	1
LOC139263	NA	0	0	1
LOC165186	0.8792775294117646	0	0	1
LOC286411	NA	0	0	1
MAGEB5	-0.37615333333333334	0	0	0
MLLT4-AS1	-0.03468633333333333	0	0	1
NACA3P	2.10247	0	0	1
NME2P1	1.370444	0	0	1
O52L2_HUMAN	NA	0	0	1
O5AK3_HUMAN	NA	0	0	1
O60411_HUMAN	NA	0	0	1
O95014_HUMAN	NA	0	0	1
OST4	1.3942767142857142	0	0	1
PABPC1P2	1.361547	0	0	1
Q6ZU04_HUMAN	NA	0	0	1
Q6ZWC0_HUMAN	NA	0	0	1
Q8NGM6_HUMAN	NA	0	0	1
RAB44	1.1250523636363636	0	0	1
RP11-366L20.2	0.29167875	0	0	0
RP11-368J21.2	NA	0	0	0
RP4-604K5.1	NA	0	0	0
SMIM12	0.761902	0	0	0
SNRPEP2	0.73345	0	0	1
TXLNG2P	0.4673908958333333	0	0	1
ZDHHC11B	0.03001206666666663	0	0	1
SZT2	2.124003258064516	0	0	0
WDR86	0.7547870588235295	0	0	0
UBAP2	1.6524727636363636	0	0	0
TCAIM	0.9041836060606062	0	0	0
CCDC121	-0.09368233333333335	0	0	1
ANKRD40	1.6425433333333332	0	0	0
MOB4	2.326914333333333	0	0	0
LCA5L	0.29166213461538465	0	0	0
ZFP69	0.7132374545454546	0	0	0
SPATA31D1	-0.1381925	0	0	1
WDR81	1.6842905277777775	0	0	1
KIAA1614	0.6656993529411765	0	0	1
ANKRD20A2	0.2163047222222222	0	0	0
AMY1A	1.5348428888888888	0	0	0
C10ORF95	0.3858205	0	0	1
C12ORF61	0.154482	0	0	1
C1ORF122	1.266926666666667	0	0	1
SELENOK	1.1638444666666667	0	0	0
MIEN1	0.8792900909090909	0	0	0
MT-CO2	1.520362	0	0	0
SMIM14	1.0669099375000002	0	0	0
TMEM256	1.1798557777777776	0	0	1
UBE2V1	1.3035652564102564	0	0	0
CPNE2	1.7930194285714287	0	0	0
CCDC17	0.49844684375	0	0	0
PCDHGB1	1.9723352499999998	0	0	0
AGO2	2.5054256969696977	0	0	0
SETD9	1.1442737692307694	0	0	1
MACROD2	1.1920917608695654	0	0	0
CCDC138	0.96928484375	0	0	1
CPNE8	1.9204681944444448	0	0	0
PCDHGA6	1.9590682499999998	0	0	1
IQCG	0.3487004864864863	0	0	0
C1ORF65	0.467105	0	0	1
CCDC7	0.4393791612903225	0	0	0
CYB561A3	0.3014458490566037	0	0	0
MSS51	1.5976687272727275	0	0	0
NHSL2	1.3718954166666668	0	0	0
NPAP1	-0.177602	0	0	0
UGT1A10	1.2722689999999999	0	0	0
CCDC63	0.5573635	0	0	1
FAM193A	1.8112446052631577	0	0	0
PON3	1.0642889047619046	0	0	0
C6ORF10	0.5257609999999999	0	0	1
SAMD9L	0.2765814000000001	0	0	0
MROH9	0.521628076923077	0	0	1
WDR59	2.367047971428571	0	0	0
C8ORF47	0.22777675000000003	0	0	1
NXPE2	0.5267726666666667	0	0	0
AC022601.1	0.135042	0	0	0
C10ORF105	0.055469750000000005	0	0	1
C10ORF32	1.9722545	0	0	0
C17ORF50	0.6075756666666667	0	0	0
C1ORF170	0.2816884444444444	0	0	1
C20ORF166-AS1	-0.12061653846153844	0	0	1
C22ORF15	0.18886028571428568	0	0	1
C2CD4C	0.600349	0	0	0
C6ORF132	0.8135437142857141	0	0	0
C7ORF55	0.6956184000000001	0	0	1
CBY3	0.347429	0	0	1
CCDC175	0.20824653333333332	0	0	1
XXbac-B461K10.4	NA	0	0	0
SIGLEC17P	-0.12824029411764706	0	0	0
FAM228B	0.48323978787878785	0	0	0
IGIP	1.82429	0	0	0
INIP	0.7148519473684211	0	0	0
IQCF5	0.6589119999999999	0	0	0
KRTAP16-1	0.900979	0	0	1
KRTAP21-3	-0.061456	0	0	1
LOC541473	NA	0	0	1
MORN2	1.0169339047619048	0	0	0
OFCC1	0.8858338727272727	0	0	1
PLEKHD1	1.4933719333333333	0	0	1
PP2D1	0.35759025	0	0	0
PRR9	0.34596150000000003	0	0	1
Q69YJ1_HUMAN	NA	0	0	1
Q8N2E2_HUMAN	NA	0	0	1
Q9BSM8_HUMAN	NA	0	0	1
SPATA31A7	0.03326042105263158	0	0	1
TMSB4Y	0.410729	0	0	0
UNC93B6	1.100917	0	0	1
ANKRD35	1.397754375	0	0	0
C7ORF57	0.3625054444444444	0	0	0
CCDC13	0.9804337419354842	0	0	0
NYAP1	1.763128142857143	0	0	0
AQPEP	0.7943506578947367	0	0	0
WDR38	0.9760743333333335	0	0	1
SC5D	0.8013049090909092	0	0	0
PCDHGB7	1.99694625	0	0	1
TTC23L	0.49302913636363654	0	0	1
WDR66	0.8689632105263159	0	0	0
ESPNL	0.9714042666666667	0	0	1
SLC9B2	0.9057681315789471	0	0	0
PCDHGB2	1.9930347499999999	0	0	0
KIR3DL1	0.01228294444444445	0	0	0
PCDHGA9	1.974861	0	0	1
C10ORF67	0.41857945454545453	0	0	1
PRAMEF18	-0.16687933333333335	0	0	1
STPG2	0.7191558235294118	0	0	0
PCDHAC1	1.9559638	0	0	1
NXPE1	0.2525916315789474	0	0	0
KIAA1210	-0.020083071428571426	0	0	0
BPIFA3	0.472138	0	0	1
QSER1	1.8451555925925929	0	0	0
C8ORF44	0.31423107142857143	0	0	0
SPATA32	0.4265844	0	0	0
ZSCAN9	0.25778683333333335	0	0	1
PLEKHA8P1	0.14727400000000002	0	0	1
DDX39B	1.801265392857143	0	0	0
FCHO1	1.0034698415841585	0	0	0
CCDC40	0.3178341851851852	0	0	1
CWC25	1.1735128076923076	0	0	0
ZNF285	0.20660773333333332	0	0	1
SOGA3	1.6094491612903226	0	0	1
ASIC5	1.2636621	0	0	1
WDR45B	1.9362420666666667	0	0	0
CCDC129	0.7412628611111112	0	0	1
PET112	1.195998743589744	0	0	1
JMJD8	0.8387429545454549	0	0	0
MPLKIP	0.646483	0	0	0
MAGEB10	-0.36824866666666667	0	0	0
FAM86A	0.5993074444444445	0	0	0
FAM127C	-0.051114	0	0	1
FBXO16	1.2775271891891897	0	0	0
GSAP	0.9805876481481482	0	0	0
PPP1R17	0.6922911	0	0	1
UBQLNL	0.729932	0	0	0
UVSSA	0.5898139999999998	0	0	0
FPGT	1.1192448695652173	0	0	0
UGT1A4	1.166335875	0	0	0
NKAPL	0.968329	0	0	1
PRR23A	0.004153	0	0	1
OTUD3	1.6475073333333334	0	0	0
ANKS6	1.4789578437499995	0	0	1
A3GALT2	1.1620548333333331	0	0	1
AC005329.1	0.177764	0	0	0
AC092031.1	0.043304	0	0	0
AC103710_2	NA	0	0	1
AL118506.1	-0.087686	0	0	0
ATXN7L3B	0.579766	0	0	0
C10ORF131	0.48264559999999995	0	0	1
C11ORF91	1.0129452857142858	0	0	1
C16ORF74	0.315270875	0	0	0
C17ORF105	1.0063525555555557	0	0	1
C17ORF51	0.03316725	0	0	1
C19ORF69	0.3756905	0	0	1
C1ORF222	0.5645834736842105	0	0	1
C6ORF52	0.2089864285714286	0	0	1
CCDC177	0.9169010000000001	0	0	0
CCDC71L	0.933221	0	0	0
DEFB106B	0.38708750000000003	0	0	1
DPH1-OVCA2	0.781727	0	0	1
ENSG00000167475	-0.164117	0	0	1
ENSG00000188423	0.099642	0	0	1
FAM182A	-0.03792652380952381	0	0	1
FLJ13855	2.4872253809523808	0	0	0
FLJ20584	0.10239750943396227	0	0	0
FOXD4L2	0.475395	0	0	1
GDF1	1.5541985	0	0	0
KRTAP2-3	0.798062	0	0	0
HSBP1L1	0.35174553846153844	0	0	1
IGF2-AS	0.02182275000000003	0	0	0
IQCF6	1.229634	0	0	1
KRTAP22-2	-0.012545	0	0	1
KRTAP4-6	0.391176	0	0	1
LINC00615	-0.035315799999999994	0	0	1
LOC158730	0.027202	0	0	1
MILR1	0.09632083333333334	0	0	0
MT-ND5	0.559156	0	0	1
NBR2	0.16402930769230767	0	0	0
PDXDC2P	0.57988908	0	0	1
PLGLB2	0.182489125	0	0	1
PPP1R3G	0.287763	0	0	1
PRAMEF5	-0.05795875	0	0	1
PRNT	0.05907475	0	0	1
Q5T669_HUMAN	NA	0	0	1
Q99543-2	NA	0	0	1
Q9C0K3_HUMAN	NA	0	0	1
RASA4B	1.2392166470588233	0	0	1
SKA2P1	0.680229	0	0	1
SOWAHA	0.757408	0	0	0
TUSC1	0.28648	0	0	0
U66061_1	NA	0	0	1
UNQ1887	0.162879	0	0	1
YV009_HUMAN	NA	0	0	1
ZC2HC1B	0.967229909090909	0	0	1
ZNF252P	0.21796857142857148	0	0	1
ZNF725P	0.12651475	0	0	1
ZNF852	0.4134318333333333	0	0	1
ZBTB14	1.5839351428571429	0	0	1
RBM48	1.3067328749999998	0	0	1
C9ORF84	0.8285172352941175	0	0	0
GRAMD3	1.00346422	0	0	0
C14ORF177	-0.188258	0	0	0
CCDC88B	0.818932333333333	0	0	0
DCAF8L1	0.509578	0	0	0
ATG2A	1.7688835882352942	0	0	0
TECPR2	1.8695586060606058	0	0	0
EMC1	1.7802862352941176	0	0	0
PHLDB1	1.5080509864864864	0	0	0
PEAK1	0.806947625	0	0	0
CCDC148	0.8608682142857144	0	0	0
CCDC54	0.466872	0	0	1
TTI2	0.6003251250000001	0	0	0
SLC35G5	0.391664	0	0	1
FILIP1	1.7482017692307694	0	0	0
ACTL10	0.886276	0	0	1
C7ORF72	0.905384333333333	0	0	1
CXORF30	0.2798470909090909	0	0	1
DACT3	1.1058681666666668	0	0	0
Q96K91_HUMAN	NA	0	0	1
ANKUB1	0.9172497857142856	0	0	1
DTD2	1.002631	0	0	1
USB1	1.0433585135135135	0	0	0
CERS4	0.5390897659574468	0	0	0
FAM194A	0.3639631428571428	0	0	1
ALS2CR11	0.510074347826087	0	0	1
ERCC6L2	1.3753303095238094	0	0	0
FAM71A	0.101478	0	0	1
SETD3	1.859438111111111	0	0	0
APOBEC3D	-0.1899321818181818	0	0	0
BPIFA1	0.3478808181818182	0	0	0
IQCH	1.09047088372093	0	0	0
LILRA2	-0.026985681818181808	0	0	1
SUPT20HL1	-0.10593400000000001	0	0	1
BRD9	0.9936804237288138	0	0	0
SLC52A3	0.6901563333333331	0	0	0
SERPINB10	1.1231434666666666	0	0	0
C2ORF78	0.4995526666666667	0	0	1
TCTEX1D1	0.4153266315789474	0	0	0
AGO3	2.6419124193548393	0	0	0
SETD5	2.186354226190476	0	0	0
C20ORF197	-0.23858775	0	0	0
GCFC2	0.8335191621621622	0	0	0
MSANTD4	0.9428159999999998	0	0	1
NDUFAF7	1.1774222777777779	0	0	1
KIAA1731	0.7852757111111113	0	0	1
PGBD2	0.18865579999999998	0	0	0
MAGEB3	-0.0949556	0	0	0
MLIP	1.1155531944444446	0	0	1
C10ORF71	0.6403268571428571	0	0	1
MUC5B	0.8256663157894734	0	0	0
KANK2	0.8801983902439023	0	0	0
ADGB	0.9762004067796609	0	0	1
BORA	1.483034842105263	0	0	0
LEKR1	0.8015856060606058	0	0	0
IFNLR1	0.4471606153846155	0	0	0
ASB4	1.5466671250000001	0	0	0
KATNBL1	1.267274947368421	0	0	1
WDR73	0.4545500408163268	0	0	0
FAM161B	1.0091094615384615	0	0	0
KIAA1586	0.5098374999999999	0	0	0
LPPR5	1.7036153636363638	0	0	1
FAM149A	0.6284789999999998	0	0	0
MTERFD2	0.07456810204081629	0	0	0
BCL2L2	1.725145666666667	0	0	0
C11ORF86	0.3113995	0	0	0
C14ORF23	0.5842581818181819	0	0	0
C16ORF13	1.1847577241379312	0	0	1
C18ORF63	1.0933162857142855	0	0	1
C19ORF73	0.557939	0	0	1
C8ORF59	0.08676024137931032	0	0	1
COA5	0.4446435454545455	0	0	1
COX14	0.26556475	0	0	0
COX20	0.7746204615384615	0	0	0
FAM157A	-0.010611625000000001	0	0	1
JMJD7	1.3327676	0	0	0
LAMTOR4	0.6799505909090909	0	0	0
LYRM9	0.7214856249999999	0	0	1
NDUFA4L2	0.6552905789473683	0	0	0
OTUD1	1.162388	0	0	0
PGA4	0.7191607083333333	0	0	1
PRAMEF6	-0.14180481250000002	0	0	1
PRSS2	-0.01237	0	0	1
Q86U89_HUMAN	NA	0	0	1
SAMD5	1.22873375	0	0	0
SMCO4	1.0003907272727273	0	0	1
SPATA31D4	-0.1874165	0	0	1
TICAM2	0.879637	0	0	0
UBALD1	0.9929784374999999	0	0	0
DCSTAMP	0.5735609999999999	0	0	0
NRDE2	1.2775953225806456	0	0	0
SGK223	1.500619125	0	0	0
SOWAHB	0.7414	0	0	0
IQUB	0.6913992307692306	0	0	0
PRAMEF1	-0.2566096666666667	0	0	1
C1ORF173	1.084536681818182	0	0	1
ASB3	1.238031625	0	0	0
BEND2	-0.17200462500000002	0	0	1
CXORF22	0.5326115263157893	0	0	1
EVA1C	1.125245777777778	0	0	0
SPPL2C	1.209567	0	0	1
PCDHGB4	1.978471	0	0	1
C3ORF79	0.07962266666666666	0	0	0
EFCAB12	0.23876389473684212	0	0	1
GYPB	-0.08148077272727272	0	0	1
SARNP	1.6992266521739132	0	0	0
CCDC14	0.617988052631579	0	0	0
MAP10	0.336216	0	0	1
AIFM3	1.202165490909091	0	0	0
KNSTRN	0.4619657027027027	0	1	0
FREM3	1.5745306000000001	0	0	1
HELZ2	0.9180545161290323	0	0	0
PRAMEF10	-0.16273674999999999	0	0	1
SAMD15	0.8085736000000001	0	0	1
VWA7	1.1094918484848486	0	0	0
NREP	1.1565086470588233	0	0	0
PRAMEF17	-0.029360333333333325	0	0	1
SWT1	0.965294043478261	0	0	0
KIAA1211	1.3147760909090909	0	0	1
KIAA1430	0.5822740714285715	0	0	1
ASIC3	1.5549386923076922	0	0	1
WDR78	0.8671522249999999	0	0	0
CCDC180	0.6459395909090908	0	0	1
SLX4IP	0.9509975999999998	0	0	0
TSTD2	1.0997116956521737	0	0	1
CCDC168	0.118322	0	0	1
TMEM255A	1.5689772352941176	0	0	1
KIAA0754	0.503728	0	0	0
FCHSD1	1.383932880952381	0	0	1
KIR2DS4	-0.001632599999999991	0	0	1
RPRD1A	1.4139360000000003	0	0	0
PCDHGA11	2.0094335	0	0	1
CCER1	0.5293824285714286	0	0	1
PPP1R26	-0.08504959999999998	0	0	0
C10ORF120	0.17657133333333333	0	0	1
PNMAL1	0.13419075	0	0	1
UGT1A6	0.9524319090909091	0	0	0
ZBED1	0.6479960555555554	0	0	0
DENND1B	1.7268801904761906	0	0	0
TSGA10IP	0.5868424375000001	0	0	1
CDK11A	1.4193922539682544	0	0	0
PCDHGB5	1.8040742	0	0	1
KDM8	0.7346906341463417	0	0	0
CCDC27	0.18947337500000003	0	0	1
ARHGEF28	1.3249600333333331	0	0	0
KIR2DL1	0.05964436363636363	0	0	0
LRRC43	0.4639092173913042	0	0	0
ITIH6	0.8611836	0	0	1
ANKRD9	0.679436090909091	0	0	0
C4ORF45	0.26796739999999997	0	0	0
NUTM1	0.84447825	0	1	0
SMIM21	0.17902499999999996	0	0	1
STON1	0.8600074285714285	0	0	0
AMER2	0.5361575999999999	0	0	0
CCDC67	0.8611905588235295	0	0	0
PSG11	4.809090909090979E-4	0	0	1
C11ORF93	0.8259320000000001	0	0	0
C14ORF178	0.18915971428571426	0	0	1
LIN52	1.4784415999999998	0	0	0
NME2	1.5289965833333337	0	0	0
PSORS1C1	0.13855182608695654	0	0	0
SERF2	1.173907	0	0	0
SLC22A18AS	0.03885849999999999	0	0	0
TNFAIP8L1	0.0427875	0	0	0
TRIM34	0.45272971428571435	0	0	0
UBALD2	1.55482	0	0	0
LPPR1	2.0079136666666666	0	0	1
ANP32C	1.230125	0	0	0
SDE2	1.4602654285714285	0	0	0
MIOS	1.6386370714285712	0	0	1
RBM12	2.1160390714285713	0	0	0
KIAA1407	0.8780076764705882	0	0	1
TICRR	1.1224782142857144	0	0	0
DCDC5	0.216438	0	0	0
SPATA31E1	-0.1414065	0	0	1
CCDC178	0.8371174680851062	0	0	1
CXORF57	0.7144670399999999	0	0	0
ANKRD24	1.1291950312499996	0	0	0
MAGEC3	-0.22896657142857138	0	0	1
TRMT10A	0.31027314999999994	0	0	0
FAM196A	0.78416	0	0	0
WDR64	1.2092184523809524	0	0	0
KRI1	1.5235590454545458	0	0	0
PCDHGA10	1.99806875	0	0	1
SPATA31C1	-0.10567824999999999	0	0	1
AC079612.1	-0.1449145	0	0	0
ANKRD20A1	0.3189347999999999	0	0	1
ANKRD33B	1.556771	0	0	0
ANKRD36C	-0.023815134615384606	0	0	1
ANKRD62	0.25375161111111116	0	0	1
AP5B1	0.6150095	0	0	0
C17ORF100	0.2139	0	0	1
C17ORF76-AS1	-0.23646071641791044	0	0	1
C19ORF71	0.373671	0	0	1
C1ORF167	0.18657061538461528	0	0	1
C1ORF200	-0.169107	0	0	0
C20ORF173	0.17692675000000002	0	0	0
C20ORF201	0.56777375	0	0	1
C2CD4D	0.6581155000000001	0	0	1
C2ORF27B	0.241881	0	0	0
C2ORF81	0.45044779999999995	0	0	1
C3ORF55	0.07638033333333334	0	0	1
C3ORF56	-0.1176375	0	0	1
C4ORF47	1.0026193529411762	0	0	1
C4ORF48	0.8170645714285714	0	0	1
C5ORF47	0.35012150000000003	0	0	1
C5ORF52	0.2904466666666667	0	0	0
C5ORF58	0.23252007692307697	0	0	0
C5ORF63	0.7311455789473683	0	0	0
C6ORF141	0.05674325000000001	0	0	0
C6ORF163	0.6857771999999999	0	0	0
C7ORF61	0.3389294	0	0	1
C7ORF71	0.137321	0	0	1
C8ORF22	0.07997745454545453	0	0	1
C9ORF139	0.025384	0	0	1
C9ORF153	-0.013900285714285707	0	0	0
C9ORF16	1.0490857272727274	0	0	0
CCDC152	0.8792583636363637	0	0	0
CCDC169	0.4884960769230769	0	0	1
CCDC85C	1.1383058235294121	0	0	0
CDRT15L2	-0.129506	0	0	1
CERS1	1.1408410714285717	0	0	0
CHURC1	1.024474842105263	0	0	0
CLLU1	0.15066000000000002	0	0	0
CLPSL2	-0.018164428571428574	0	0	1
CMC2	0.3132285106382979	0	0	1
CNEP1R1	1.3172667407407406	0	0	0
CXORF67	-0.541111	0	0	0
DEFB133	0.48650499999999997	0	0	1
DLEU7	0.4439143333333333	0	0	0
DSCR8	0.035832153846153854	0	0	0
ENO4	1.0533544090909093	0	0	0
ENSG00000180715	0.148726	0	0	1
OR5H7P	0.599516	0	0	0
DPPA3P2	0.08710933333333333	0	0	0
TMEM239	0.41246171428571426	0	0	0
ENSG00000228273	-0.070085	0	0	1
ENSG00000232861	NA	0	0	1
FAM103A1	0.63314625	0	0	0
FAM122C	0.12457113333333332	0	0	1
FAM200B	0.28477128260869566	0	0	1
FAM43B	0.938836	0	0	0
FBXL22	0.8189454444444443	0	0	0
FLJ14075	1.9966752142857143	0	0	0
FLJ16165	1.5293149999999998	0	0	0
FLJ44216	0.8240073125	0	0	0
FLJ90650	0.7852435749999999	0	0	0
FRMPD3	1.88738265	0	0	1
GCNT6	0.40375199999999994	0	0	0
GNG10	1.1918043333333335	0	0	0
HBA1	0.793204625	0	0	1
IER5L	1.384342	0	0	1
IGLL5	0.036435333333333327	0	0	0
IQCJ-SCHIP1	1.8512445833333326	0	0	1
KLLN	0.356574	0	0	0
KRTAP9-1	0.37716357142857143	0	0	1
LOC442425	NA	0	0	1
LOC652153	0.166261	0	0	1
LRRC3C	0.974933	0	0	1
LRRC53	0.9359727142857144	0	0	1
MBD3L3	-0.124884	0	0	1
MCCD1	0.188174	0	0	1
MIR205HG	0.32045900000000005	0	0	0
MPC2	1.6620826000000002	0	0	0
MROH2A	1.0139280199999998	0	0	0
MZB1	0.5841674285714286	0	0	0
NBPF12	-0.1671170272727273	0	0	1
NBPF20	-0.07828496261682234	0	0	1
NHLRC4	0.21477025000000002	0	0	1
OR2L1P	0.426767	0	0	0
PECAM1	0.117121	0	0	0
PHGR1	0.2310972	0	0	0
POTEI	0.24538880000000002	0	0	1
PROB1	0.706888	0	0	0
PRSS57	0.5011213999999999	0	0	1
Q6AI01_HUMAN	NA	0	0	1
Q8NAP4_HUMAN	NA	0	0	1
RNF187	0.4060707777777777	0	0	0
SDR42E2	1.941933769230769	0	0	1
SLC51B	0.37299774999999996	0	0	1
SMIM11	-0.014622749999999999	0	0	1
SMIM15	0.7702143333333332	0	0	1
SOWAHD	0.553159	0	0	0
TEX40	0.362285	0	0	1
THEM6	0.37460171428571426	0	0	0
TIMM10B	0.9264847647058821	0	0	1
TMA7	1.0584622857142858	0	0	1
TMEM235	0.3359071538461538	0	0	1
TOPAZ1	1.3113086999999999	0	0	0
TRIM49C	-0.09090909090909093	0	0	1
ZNF321P	0.136776	0	0	1
ZNF729	0.3299255	0	0	1
ZNF730	0.045564249999999994	0	0	0
ZNF826P	-0.1084767142857143	0	0	1
KRBA1	0.4573867777777777	0	0	0
PCDHB18	0.8660275	0	0	1
CEP41	1.139567666666667	0	0	0
WDR93	0.5271038461538461	0	0	0
KHDC1L	-0.020408600000000006	0	0	1
KIAA0586	0.7926070666666666	0	0	1
C9ORF43	0.4007039411764706	0	0	0
DENND1C	1.017875403846154	0	0	0
KIAA0947	1.2713801739130435	0	0	0
CCDC150	0.8974364637681161	0	0	1
C16ORF96	0.48935575	0	0	1
C20ORF144	0.13120166666666666	0	0	1
RIMBP3B	0.59199	0	0	1
SAPCD1	0.5226505555555555	0	0	0
SUMO2	2.238149375	0	0	0
TCTEX1D4	0.61334	0	0	1
PCED1B	0.3855385	0	0	0
RGP1	1.665315875	0	0	1
C9ORF131	0.5146373846153846	0	0	0
ZNF106	1.8056650666666667	0	0	0
C1ORF50	1.3283887407407404	0	0	0
METTL21D	1.591004928571429	0	0	1
SAMD7	0.7736639230769229	0	0	0
CCDC87	0.518103	0	0	0
C3ORF30	0.2664677692307692	0	0	1
C12ORF40	0.40492623076923084	0	0	1
FAM83C	1.69970325	0	0	1
CCDC114	0.4450482857142858	0	0	1
ACTRT3	0.964974	0	0	1
SOGA2	1.3231898043478263	0	0	1
C21ORF62	0.37235550000000006	0	0	1
C2ORF15	0.5317368	0	0	0
PRR14L	0.8829486799999998	0	0	0
AKAP2	1.440924111111111	0	0	1
C11ORF85	0.5109582	0	0	1
C12ORF45	0.43963188888888893	0	0	0
INO80E	1.0335652564102564	0	0	0
RTFDC1	1.5152602857142856	0	0	0
UHRF1BP1L	1.9489542631578947	0	0	0
CKAP2L	0.5675439999999999	0	0	0
SSUH2	0.33165623214285717	0	0	1
C10ORF113	0.45936475	0	0	1
ANKRD30B	0.0945512448979592	0	0	1
TRAPPC13	2.1531748333333334	0	0	0
AMER3	0.3683705714285714	0	0	0
BLOC1S6	0.7333179130434782	0	0	1
CAMSAP3	1.8173880869565218	0	0	1
MROH5	0.4662992702702702	0	0	1
KLHL40	2.1069125	0	0	1
PIBF1	1.6302002142857142	0	0	0
KIAA1551	0.1303989	0	0	0
POLR2M	0.7706902631578946	0	0	0
CDK11B	1.39489690625	0	0	0
FAM208B	0.8823159302325583	0	0	0
FAM210B	0.42268819999999996	0	0	0
RAD51AP2	0.465548	0	0	1
COL6A5	0.8561202040816321	0	0	0
GPRIN3	0.32210866666666665	0	0	0
VWA5A	0.7178416666666666	0	0	0
NSMF	1.3997963823529411	0	0	1
IGFN1	0.822366411764706	0	0	0
C22ORF43	-0.543513	0	0	1
C2ORF16	0.299386	0	0	1
C11ORF70	1.1839275	0	0	0
NPRL3	1.4806633571428574	0	0	0
FAM43A	1.290478	0	0	1
HBG2	0.24631676923076926	0	0	1
FUNDC1	1.845924	0	0	0
SCIMP	0.31767359999999994	0	0	0
C20ORF194	1.902452119047619	0	0	0
ARL14EP	1.0491044	0	0	1
KIAA1239	2.4508979999999996	0	0	1
METTL24	1.414144142857143	0	0	0
MAP7D3	-0.08408378124999999	0	0	1
PIEZO2	1.7314681794871798	0	0	0
KIAA0895	1.0736144137931036	0	0	0
