Gene	ATAC_seq_peak_signal	TSG	OG	NG
PXT1	30.92920617	0	0	0
OR5AC2	16.79477705	0	0	0
CHIT1	64.83972625	0	0	0
OTOR	9.373147961	0	0	0
C6ORF58	24.88618433	0	0	1
GDF5OS	5.472945207	0	0	1
SLC22A25	8.170719162	0	0	1
RUNX1-IT1	8.133723582	0	0	0
RRH	7.49267828	0	0	0
DEFB116	4.555383773	0	0	1
MUC16	14.17669064	0	1	0
SCGB2A2	4.353837573	0	0	0
KRT26	9.594516217	0	0	0
OR7D4	7.083149902	0	0	1
DEFB126	10.38925095	0	0	0
PLS1	42.06740503	0	0	0
PDIA2	5.328450415	0	0	0
SPRR2E	40.55320813	0	0	1
SCN11A	5.336402267	0	0	1
FSCB	7.179331885	0	0	0
KRTAP5-9	7.966466966	0	0	0
OR1K1	19.99614698	0	0	1
FSHB	11.26073336	0	0	0
OR2G3	3.332452318	0	0	0
FRMD1	15.76322624	0	0	1
OR1F2	8.318326552	0	0	0
INSL4	11.07999802	0	0	0
KRTAP10-5	7.333004289	0	0	1
LRRC37A2	13.26403048	0	0	1
TBC1D21	13.29143241	0	0	1
ADAD1	8.488604127	0	0	0
ZGLP1	17.25719128	0	0	0
STH	9.007869095	0	0	1
LRRC30	6.760761599	0	0	1
CNTRL	34.38900433	0	0	0
GRP94C	11.04447447	0	0	0
SEC14L3	42.50333345	0	0	0
BEST1	43.42666381	0	0	0
UGT2A1	13.80663914	0	0	1
PDE6H	10.73156953	0	0	1
NPHS1	28.84546387	0	0	1
TREH	34.81247057	0	0	0
CALHM3	9.346140844	0	0	1
OR6B3	9.147780752	0	0	1
CYP1A2	7.569101091	0	0	0
ACER1	8.106751285	0	0	0
GP2	9.113479787	0	0	1
OR13J1	4.735575419	0	0	1
NMS	5.204719062	0	0	0
AQP8	6.147078485	0	0	1
MS4A10	3.578518919	0	0	0
PKD1P6-NPIPP1	5.09044947	0	0	0
LCE2A	13.10849931	0	0	1
ASMT	4.670736257	0	0	0
VPREB1	4.082910215	0	0	0
KLK14	4.174795847	0	0	0
OR6C65	5.125062578	0	0	1
TDRD6	3.113779011	0	0	1
ATP4B	5.919762917	0	0	0
GPR37L1	42.71771298	0	0	1
OVCH2	16.53748517	0	0	0
TNP1	7.117305744	0	0	1
PPBP	2.710305786	0	0	1
KRT85	14.10774746	0	0	1
PIK3CB	76.98099884	0	1	0
DARC	9.390277418	0	0	1
OR4P4	7.527865546	0	0	1
OR4N5	6.968075339	0	0	0
ATP13A5	9.244724594	0	0	1
KIAA1783	0	0	0	0
TMEM31	5.934297587	0	0	1
SYCP3	23.18801034	0	0	0
PKD1P1	4.947607165	0	0	0
CYP3A43	26.70582744	0	0	0
SLC5A12	6.150523873	0	0	1
MS4A8B	61.41418016	0	0	0
POLN	71.55823135	0	0	0
TCRBV6S6A2T	20.99073433	0	0	0
IGFALS	18.47713284	0	0	0
PPP3R2	8.972665648	0	0	1
CST5	13.93771344	0	0	0
POU5F1B	4.508079677	0	0	0
ADH4	9.98219525	0	0	0
OR6X1	6.401313427	0	0	1
PLA2G2F	17.76328595	0	0	0
OR8H3	6.608450592	0	0	1
OMG	15.32682898	0	0	0
OR6C1	6.281370238	0	0	0
CATSPERB	6.6322208	0	0	0
TDRD12	13.34988129	0	0	1
ACSBG1	28.19486325	0	0	0
PPP1R14D	17.21813604	0	0	0
CDKL1	24.06357454	0	0	0
STATH	6.697443974	0	0	1
PRM2	6.246911167	0	0	1
VN1R4	27.764031	0	0	1
CTAG2	5.128496148	0	0	0
CST8	8.559840862	0	0	1
LAMR1P15	6.568983956	0	0	0
GCNT4	12.16433619	0	0	0
ALPI	11.36709636	0	0	1
ZNF831	6.409208901	0	0	1
OR9G4	4.153218919	0	0	1
IL21	7.492536527	0	0	0
KIR3DL2	7.624952518	0	0	0
OR2T10	11.44686126	0	0	0
DTNA	33.70407392	0	0	0
OR5L1	6.468656442	0	0	1
LPHN3	24.52293699	0	0	1
LOC55908	28.17769244	0	0	0
FGB	11.51614552	0	0	1
KCNV2	5.896124602	0	0	1
CLDN20	12.80224107	0	0	1
FMR1NB	9.771950553	0	0	1
KCNK18	11.28805976	0	0	1
STOML3	5.003594994	0	0	0
TMPRSS6	23.77191313	0	0	0
RAB40AL	7.649640016	0	0	1
KRTAP12-3	7.364985867	0	0	1
CLC	17.80888671	0	0	1
GK2	48.21715645	0	0	1
SATL1	7.801975295	0	0	1
KRTAP5-10	5.830095908	0	0	1
GPR123	39.43886906	0	0	1
VHLL	12.24354566	0	0	0
CYSLTR2	18.16868692	0	1	0
OR8D4	6.438048023	0	0	1
CATSPER3	5.949271153	0	0	0
ATP2B3	17.2317344	1	0	0
PRSS54	21.84794871	0	0	0
LECT2	5.35775316	0	0	0
LRTM1	10.09972896	0	0	0
HTR3C	5.629389395	0	0	0
C13ORF16	10.70236573	0	0	0
NR1I3	44.22488735	0	0	0
FAM38B	3.139467359	0	0	0
HHATL	19.67136785	0	0	0
CST2	5.403062789	0	0	1
MAS1L	4.145134696	0	0	1
ATP6V0A4	33.76501097	0	0	0
AGXT	65.19244294	0	0	0
PNLIP	6.772585067	0	0	0
ADCY10	35.47122268	0	0	0
OR6C76	8.389984047	0	0	1
KRTAP19-1	12.32937293	0	0	1
OR8D1	5.104806894	0	0	1
XIRP2	14.21234965	0	0	1
DMBX1	4.522358987	0	0	1
LCE2B	6.196411447	0	0	1
EBLN2	4.186373067	0	0	0
ASTL	20.72505494	0	0	0
THSD7B	10.20066083	0	0	0
SV2B	15.54040058	0	0	1
OBP2A	10.34107531	0	0	1
TAS2R5	17.54275526	0	0	1
IMPG2	6.604718901	0	0	0
NAALADL1	7.182700478	0	0	0
LCN8	23.8930465	0	0	0
RNASE9	5.383228734	0	0	0
FKSG73	4.174178345	0	0	0
LCE1D	8.322080723	0	0	1
SLC22A9	6.566671686	0	0	1
SLC2A7	4.355098108	0	0	1
VCX	4.423281118	0	0	1
MBNL3	20.89812853	0	0	1
ACTRT2	9.754619338	0	0	0
GPR142	10.50523914	0	0	1
TAF1L	38.66472743	0	0	0
GPHB5	4.236446375	0	0	0
C20ORF165	14.56639038	0	0	0
OR10H5	5.187066893	0	0	0
ANGPTL7	15.95466192	0	0	0
SOAT2	8.15936032	0	0	0
APOC3	34.91751367	0	0	0
GCG	5.285676441	0	0	0
SLC25A2	86.52220939	0	0	1
R3HDM2	66.64277668	0	0	0
OR51A7	5.092432946	0	0	1
TMEM174	12.01462575	0	0	0
KRTAP12-1	5.429546595	0	0	1
CELSR3	138.3504376	0	0	0
RAB40A	7.941717187	0	0	1
MRC1	8.652003837	0	0	0
SLCO6A1	5.400844111	0	0	0
C1ORF185	5.744823554	0	0	0
PRSS42	9.579398754	0	0	1
RLBP1	10.15437134	0	0	0
DDI1	10.22664	0	0	0
NANOGNB	4.036058561	0	0	1
OR3A4	4.247522996	0	0	0
OR7C2	11.03130497	0	0	1
VWC2L	11.1408155	0	0	1
DAO	44.81862782	0	0	0
KCNIP1	14.41195898	0	0	0
IDO2	11.76575359	0	0	0
GNAT3	3.734697322	0	0	1
B3GALT1	8.482065058	0	0	0
KIAA1109	41.30869483	0	0	0
KRTAP10-4	6.749324997	0	0	1
SLCO1A2	106.6695479	0	0	0
CCL7	5.699833637	0	0	0
F9	5.472336066	0	0	0
ASCL3	8.814066643	0	0	0
H1FNT	12.4576892	0	0	1
C20ORF185	4.313513096	0	0	0
CYP17A1	35.09327795	0	0	0
KRTAP17-1	2.73166895	0	0	1
OR5D18	6.468656442	0	0	1
CMA1	5.338439341	0	0	0
OR4C45	61.61071947	0	0	0
OR5T3	3.655866096	0	0	1
OR7G3	7.672308535	0	0	1
KCNJ14	35.50689509	0	0	1
OR5K2	12.17800698	0	0	1
TMEM133	3.448023776	0	0	1
OR8G2P	4.050643828	0	0	0
WFDC12	11.24348878	0	0	1
KRTAP13-2	4.230709426	0	0	1
ZNF541	18.34363178	0	0	0
LCN1	4.882185747	0	0	1
OR1N2	5.777999116	0	0	0
SLCO1B3	41.61679934	0	0	0
PPIAP30	6.284508109	0	0	0
ACTL9	6.664006476	0	0	0
CCDC33	41.02491194	0	0	0
OR1A1	17.26538248	0	0	1
DEFB136	29.27921498	0	0	0
ATXN3L	8.680416118	0	0	0
PSAPL1	16.37244871	0	0	1
OR5B2	4.04948909	0	0	1
TCHHL1	12.39737855	0	0	0
RGS20	54.35809826	0	0	0
SLCO1B1	18.81203135	0	0	0
MBD3L5	3.940699982	0	0	0
PRG4	51.92165052	0	0	0
MUC6	42.40781676	0	0	0
TMEM207	25.90991319	0	0	0
PROX2	8.929132927	0	0	0
CYP11B2	13.9637291	0	0	1
CD1B	5.297655524	0	0	1
GPR32	27.60716026	0	0	0
CYP7A1	4.692670128	0	0	0
IFNA5	27.27059989	0	0	1
MSMB	10.42202656	0	0	0
KRT73	3.46677804	0	0	0
GTDC1	63.94416211	0	0	0
CPN2	13.9637291	0	0	0
HS3ST5	19.27898725	0	0	0
OR51A2	6.005982792	0	0	1
PRB2	28.27685604	0	0	0
CLPS	3.735419157	0	0	1
OR6C4	5.370020288	0	0	1
OR13C4	6.392652912	0	0	1
CRYBB2	5.929879966	0	0	0
HSP90AB4P	5.107308505	0	0	0
TUBB8	9.069342696	0	0	0
HSD17B13	14.17143918	0	0	0
DEFB128	4.995540184	0	0	1
AMPD1	26.20199668	0	0	0
ZNF658B	19.16517199	0	0	0
IL22RA2	14.03189962	0	0	0
EFCAB8	8.45900015	0	0	1
ITIH3	15.3186311	0	0	0
ART3	16.94303675	0	0	0
HSFX1	10.36356544	0	0	0
GTPBP6	2.788330324	0	0	0
ABLIM1	26.67975383	0	0	0
CEACAM18	19.23176679	0	0	1
OR1N1	5.777999116	0	0	1
ACSBG2	35.75462394	0	0	0
OR5D14	6.468656442	0	0	1
HNRNPCL2	4.679297188	0	0	0
PRG3	5.668888144	0	0	0
SCMH1	16.69248312	0	0	0
OR8K1	2.160956403	0	0	0
HTR3E	25.85220164	0	0	0
KRTAP13-1	16.81234519	0	0	1
OR14I1	7.853578138	0	0	0
SPRR2B	6.392366883	0	0	1
KRT82	3.829484238	0	0	1
CRIPAK	8.359106792	0	0	0
ACCSL	3.73922716	0	0	1
C7ORF66	5.682306566	0	0	1
C4ORF6	29.46586682	0	0	1
TRHR	10.03267891	0	0	0
SHANK2	34.80954475	0	0	0
S100A7	15.13308459	0	0	0
LGALS13	3.62722916	0	0	1
TSPYL6	3.308062368	0	0	0
COL9A1	10.22302776	0	0	1
HSH2D	44.10499704	0	0	1
CPA3	26.68199496	0	0	0
GHRH	8.767524083	0	0	0
SLC7A2	39.56345985	0	0	0
USP29	4.851504715	0	0	0
ABCA4	21.85419511	0	0	1
DEFB103A	7.00270307	0	0	0
DLGAP2	17.36052895	0	0	0
KRTAP11-1	6.636531055	0	0	1
MMP20	9.559017552	0	0	0
OR6C70	4.739917616	0	0	0
ODZ2	5.968165195	0	0	0
CELA1	8.766292195	0	0	0
LDLRAD1	14.86600653	0	0	0
DEFB134	8.816198931	0	0	1
C20ORF71	19.66056018	0	0	0
PATE1	5.363318797	0	0	1
SEMA3D	35.89301243	0	0	0
SCN1A	18.86041307	0	0	0
PRAP1	17.56335603	0	0	0
C14ORF148	4.495669591	0	0	0
ACRC	5.502991105	0	0	0
OR4K5	3.814130272	0	0	0
FILIP1L	32.37243057	0	0	0
MAP3K2	92.21834582	0	0	0
LCE1A	8.011465102	0	0	1
HIST3H3	11.38763069	0	0	0
TCEB3B	6.405856392	0	0	1
LIPK	11.58016955	0	0	0
USP17L24	14.72182737	0	0	0
OR12D2	14.74981594	0	0	1
OR1L8	5.777999116	0	0	1
CXCL11	7.013767617	0	0	0
AWAT1	6.362783284	0	0	1
OR2W5	6.793617354	0	0	0
POTEM	7.864895395	0	0	0
C1ORF49	13.62385282	0	0	0
APOL5	8.267193942	0	0	1
OR52B6	8.396366858	0	0	1
OR10G4	3.015189531	0	0	1
TEX15	11.95527618	0	0	0
EVI5L	93.72147446	0	0	0
LYZL1	8.161416466	0	0	1
TAS2R20	10.61410733	0	0	1
CETN1	10.02662243	0	0	0
KRT77	8.230982023	0	0	0
PROL1	4.289909148	0	0	1
DAOA	6.774729023	0	0	1
PGC	19.61142564	0	0	1
AGAP5	5.018159159	0	0	1
SLC17A4	7.082580674	0	0	0
TAS2R3	4.727362582	0	0	1
CSN3	54.11534704	0	0	0
ZNF99	28.57985989	0	0	1
AADACL3	7.570323423	0	0	1
ALPPL2	31.42413311	0	0	0
USH2A	7.307423292	0	0	1
RP1	38.93885334	0	0	0
IL17A	3.580886669	0	0	0
CLEC4M	7.825897618	0	0	1
LDHAL6A	14.61937839	0	0	1
OAZ3	32.12652119	0	0	1
NR1I2	17.76495959	0	0	0
ANKRD23	93.99549938	0	0	0
TPO	31.89572616	0	0	0
HNRNPCL3	4.679297188	0	0	0
HEATR5A	88.61668869	0	0	0
DNAH17	22.25939444	0	0	0
ELFN1	31.55230183	0	0	0
OR8S1	24.72792225	0	0	1
PRSS58	8.76274541	0	0	1
KRTAP10-7	7.769420801	0	0	1
ZNF735	7.117166964	0	0	1
OR11G2	6.993137621	0	0	0
TAAR5	3.147727162	0	0	1
TAAR1	6.467314661	0	0	1
AC005017.2	6.651578976	0	0	0
SLC7A13	22.3704034	0	0	1
TGM4	27.95416309	0	0	0
OR2AG2	5.854423103	0	0	1
NLRP8	12.39460514	0	0	0
NGEF	23.58250838	0	0	0
OCLM	6.550681944	0	0	1
OR4K17	7.471904611	0	0	0
PGAM4	42.12474946	0	0	0
TMPRSS5	38.13322673	0	0	0
KRTAP5-2	4.699407921	0	0	1
AX747985	8.967467603	0	0	0
DGKB	15.56426173	0	0	0
SFTPA1	12.68011945	0	0	1
OR10H1	4.397116719	0	0	1
PRSS55	17.97470734	0	0	1
C2ORF51	28.29652823	0	0	0
FABP1	15.68077656	0	0	0
RBMXL2	16.2244298	0	0	1
SCHIP1	27.76768598	0	0	0
PAGE1	3.215399636	0	0	0
TLR6	26.75551388	0	0	0
OR13D1	4.683263573	0	0	1
TBC1D26	70.60198281	0	0	1
TCRB	14.32912742	0	0	0
ACSM2A	6.228092871	0	0	0
TRIM75	8.533835932	0	0	0
IL36RN	8.55679225	0	0	1
C3ORF35	12.02568553	0	0	1
HHLA1	19.73422043	0	0	1
OR11H1	6.867383779	0	0	0
SLC10A2	4.59072104	0	0	1
KRTAP5-3	3.909977839	0	0	1
TRIML1	5.954086967	0	0	0
PRSS45	27.59671448	0	0	1
KRT12	6.178693353	0	0	0
OR7E5P	6.608450592	0	0	0
OR10W1	6.422055883	0	0	1
KRTAP9-8	3.583242326	0	0	1
TMEM81	4.118379281	0	0	0
SLC28A3	15.93135759	0	0	0
IL37	4.912355703	0	0	0
MAP3K15	14.63190708	0	0	0
OR10H2	28.6009472	0	0	1
LUZP4	18.90765078	0	0	0
OR5P3	6.107728808	0	0	1
RFPL1	10.01704942	0	0	0
FER1L4	24.37088799	0	0	0
OR52N4	5.177274364	0	0	1
OR52N1	8.984392629	0	0	1
SPINK14	4.747833731	0	0	1
OVGP1	25.28755121	0	0	0
KRT71	12.08811799	0	0	1
GRXCR1	7.440403656	0	0	1
PRSS1	5.76061573	0	0	0
ALAS2	11.58469489	0	0	1
GJA9	23.80608729	0	0	0
SPACA7	9.710086657	0	0	0
OR5AN1	5.228604895	0	0	1
TPD52L3	6.358272517	0	0	0
DEFB132	10.53502307	0	0	1
PMP2	25.68350412	0	0	0
OR6C2	4.739917616	0	0	1
OR52B4	26.525131	0	0	1
LEUTX	11.46283548	0	0	1
FAR2	25.95396815	0	0	0
OR4C16	6.191071813	0	0	1
OSTN	6.35026675	0	0	1
ACSM1	23.97119054	0	0	0
CDH20	21.94304912	0	0	0
CDHR5	16.31083182	0	0	0
RGS3	47.74206546	0	0	0
ZSCAN5A	59.86569476	0	0	1
DDX4	15.73456727	0	0	0
USP17L2	6.089161414	0	0	0
PPIP5K2	207.9356832	0	0	0
LRRC7	15.63615684	0	0	0
FABP2	5.818853964	0	0	1
MARCH8	42.88129402	0	0	0
AC078899.1	8.695347878	0	0	0
ZNF713	71.02487344	0	0	1
RGS21	16.90993576	0	0	1
PPP1R2P9	5.49357986	0	0	0
KRTAP6-2	16.93380372	0	0	1
LMAN1L	22.83670359	0	0	0
PI3	10.99605964	0	0	0
TGM7	8.850397917	0	0	0
OR2D2	3.807850978	0	0	1
OR52M1	7.625969727	0	0	1
SLC22A6	7.383156756	0	0	0
C20ORF107	13.08457865	0	0	0
SSX7	4.893672021	0	0	1
KCNK16	8.875400593	0	0	1
KRTAP5-4	5.614542173	0	0	1
FAM75A6	3.981946614	0	0	0
CRISP3	6.219382352	0	0	0
OR9K2	4.849471613	0	0	0
OR10C1	14.74981594	0	0	1
HBB	10.10166857	0	0	0
CGB5	10.58875545	0	0	0
POU6F1	41.62645395	0	0	0
OR4K15	4.898262005	0	0	0
IL1F8	9.088448501	0	0	0
CYP4F8	21.55180271	0	0	1
ACE2	9.310009307	0	0	1
CYLC1	6.712130131	0	0	1
OR52A4	5.315847554	0	0	1
OR2H1	17.35169096	0	0	1
HEATR7B2	12.62659511	0	0	0
OR5A2	2.756170071	0	0	1
GRM5	7.869413372	0	0	1
OR4E2	4.683263573	0	0	0
CYP2C9	7.749669813	0	0	1
CYP2C8	15.29441576	0	0	1
PTPN20A	9.490865828	0	0	0
OR51G2	5.092432946	0	0	1
KRT86	27.7141399	0	0	1
NOX1	7.804304905	0	0	0
OR4D2	11.61074496	0	0	1
SPIC	4.877474362	0	0	0
PDXDC2	31.05234526	0	0	0
C18ORF20	8.53077164	0	0	0
SLC10A1	11.0870778	0	0	0
PLEKHG4B	20.90451795	0	0	1
OR5M10	11.5061423	0	0	1
EDA2R	19.98124849	0	0	0
SPACA3	10.97808053	0	0	0
KRTAP19-6	9.206904181	0	0	1
KRT25	6.371456818	0	0	1
OR5R1	20.44800503	0	0	1
FLJ43860	4.525327239	0	0	0
CABP2	3.932511449	0	0	0
C10ORF129	13.72383017	0	0	1
KRT35	7.396210196	0	0	0
OR8J3	6.608450592	0	0	1
CAPSL	25.51996086	0	0	0
DEFB112	3.435795738	0	0	1
OR8B4	4.116089179	0	0	1
OR13C2	9.674421802	0	0	1
BRS3	8.61954055	0	0	0
OCM	3.855562374	0	0	0
DNEL2	22.25939444	0	0	0
CALN1	15.16350954	0	0	0
SPP2	4.095383509	0	0	0
FRMPD2L1	0	0	0	0
VWA3A	10.14813518	0	0	0
OR13H1	4.619804165	0	0	1
GARNL3	69.06106274	0	0	0
SYT16	13.82027583	0	0	0
NLRP4	6.584258382	0	0	0
KLRC1	19.38528766	0	0	0
GFRAL	9.435894522	0	0	0
DCST1	6.682154581	0	0	1
TSSK1B	8.949654914	0	0	0
DCD	3.259292113	0	0	0
DDX53	11.64483959	0	0	0
OR6C75	6.281370238	0	0	1
DDC	40.23903958	0	0	0
CST11	7.902241866	0	0	1
KRT38	3.869441495	0	0	1
PRB3	10.50771163	0	0	1
OR6A2	3.441347865	0	0	0
MYADML	7.915626531	0	0	0
DEFB131	20.06320072	0	0	1
DEFB115	4.555383773	0	0	1
OR8B3	3.918417162	0	0	0
FOXR1	7.753449363	0	1	0
OR51F1	9.831557496	0	0	0
AMY2B	7.606250725	0	0	0
TAAR6	2.500727675	0	0	1
XCL2	5.053571543	0	0	0
ANGPTL6	39.20568261	0	0	1
ZNF705A	33.47815091	0	0	1
UMOD	9.47499712	0	0	0
DSPP	11.48865138	0	0	1
GALNT1	14.52776689	0	0	0
ALB	13.11694265	0	0	0
SELP	21.73543269	0	0	0
HTN3	10.02981985	0	0	0
RBMXL3	4.922459311	0	0	1
LRRC69	33.88358215	0	0	1
ACTL8	7.562338291	0	0	1
OR3A1	4.247522996	0	0	1
MBD5	93.2534773	0	0	0
OR52B2	21.94451248	0	0	0
OR1L1	4.615449518	0	0	1
C2ORF83	5.170943541	0	0	0
LOC285074	0	0	0	0
CA5A	15.45572094	0	0	1
FAM55D	6.49193044	0	0	0
CLDN22	9.882912073	0	0	1
SYTL5	13.62820085	0	0	0
FAM71B	7.379940131	0	0	1
IFNG	6.079439738	0	0	0
SERPINA7	6.810589028	0	0	1
CSH2	6.222997628	0	0	0
LPA	5.821042261	0	0	0
APOC4	32.04688146	0	0	0
MCART2	5.501526403	0	0	0
KRTAP12-2	7.364985867	0	0	1
KRT83	16.50787536	0	0	1
BPIL2	4.917835706	0	0	0
GPBP1	86.47692335	0	0	0
OR56A1	4.388335782	0	0	1
OR5AU1	10.40917183	0	0	0
BFSP2	7.487329229	0	0	0
AZGP1P1	20.82789734	0	0	0
CSN1S2A	10.02981985	0	0	0
OR2T11	15.56615996	0	0	0
OR5AS1	6.608450592	0	0	1
ODZ3	5.568671761	0	0	0
SCGB1A1	6.785341449	0	0	0
CELA2A	5.12513439	0	0	1
F13B	9.473110205	0	0	1
NPFF	18.01875898	0	0	0
OR2Z1	6.664006476	0	0	1
OR10G7	3.015189531	0	0	1
OR52E2	3.464814154	0	0	0
AHCTF1	102.3570521	0	0	0
G6PC2	11.25546144	0	0	1
OR6N2	5.482092028	0	0	0
FAM187B	14.06592912	0	0	0
SLC26A7	20.25677281	0	0	0
S100A7A	10.64294686	0	0	0
SPACA1	6.706502567	0	0	0
OR56A3	7.39299202	0	0	1
OR1Q1	5.048436978	0	0	1
OR2G2	7.564417093	0	0	1
NKAIN1	19.45154658	0	0	0
ADAM18	8.481098939	0	0	0
SERPIND1	55.35005369	0	0	0
OSBPL6	42.75064831	0	0	1
OR6K3	5.382914666	0	0	1
OR7G1	7.672308535	0	0	1
OR2AE1	6.524513244	0	0	1
AADACL2	13.6617778	0	0	0
DNAJB3	8.471207839	0	0	0
DMRTC1B	10.84450939	0	0	0
ADAM20	4.04948909	0	0	1
SSX1	4.696689864	0	1	0
IMPG1	10.59524767	0	0	0
OR1L3	4.615449518	0	0	1
WFDC11	16.37008997	0	0	0
KALRN	28.73977374	0	0	0
OR5B21	10.7881426	0	0	1
RHCE	68.27157922	0	0	1
SLC24A1	48.83129592	0	0	0
TCEAL6	7.363498514	0	0	1
CCDC70	5.202710987	0	0	1
TUSC5	4.197463835	0	0	0
OR7E24	6.629700439	0	0	1
OR2T12	6.068833838	0	0	0
KERA	11.13951097	0	0	1
OPN1MW	10.34011365	0	0	1
NBPF7	5.386137302	0	0	1
DEFB118	5.440306993	0	0	1
BCL2L15	22.4714525	0	0	0
GZMK	6.331857363	0	0	0
PGLYRP2	23.5586338	0	0	0
RBM44	5.226467814	0	0	1
WFDC10A	6.806941156	0	0	1
FLJ44082	12.67440693	0	0	0
TAS2R39	26.41251208	0	0	0
OR56B4	8.114355544	0	0	1
OR4D6	2.756170071	0	0	1
SULT2A1	16.02560959	0	0	0
OR4C3	5.408288421	0	0	1
CACNG5	9.582174672	0	0	1
MAGEC1	3.997877341	0	0	0
ADIPOQ	10.86931431	0	0	0
UGT2B15	18.55146497	0	0	0
CRYBB3	12.8198724	0	0	0
MYH1	3.417362469	0	0	0
HSD17B3	26.73726875	0	0	0
ITIH1	11.93632069	0	0	0
ART1	8.024615258	0	0	0
TSSK4	8.768797056	0	0	0
RHO	8.879817372	0	0	1
EPYC	9.499314534	0	0	1
CLIC5	23.23616767	0	0	0
OR5H1	3.379468153	0	0	1
C2ORF82	21.56005189	0	0	1
DEFA6	5.939303194	0	0	0
IAPP	6.852475783	0	0	1
GSTA5	12.75650528	0	0	0
ESRRB	13.32437119	0	0	0
SLFNL1	6.876789981	0	0	0
OR10K1	8.644251293	0	0	1
COL6A6	12.29458001	0	0	1
SLC34A1	46.07825546	0	0	0
TFR2	35.49079541	0	0	0
OR4K2	8.430761715	0	0	0
OR5K4	4.833826877	0	0	0
TPSB2	13.11712614	0	0	1
SCGB1D2	38.62696957	0	0	0
SPINK7	5.040078318	0	0	0
PRB1	8.065570691	0	0	0
PTX4	28.83166221	0	0	0
HIST1H2AA	29.07352198	0	0	1
OLFM4	18.13046562	0	0	0
CTAGE4	4.640816874	0	0	0
AK127627	8.083174608	0	0	0
TAS2R7	11.55331481	0	0	1
DAZL	11.96569202	0	0	1
KRT76	3.861446656	0	0	0
DKFZP434P0216	22.84955287	0	0	0
LOC619207	0	0	0	0
ZP1	16.39221819	0	0	0
SERPINB3	6.71455253	0	0	0
SPATA19	26.77135853	0	0	0
ASAH2	9.43991404	0	0	0
OR13C3	6.392652912	0	0	1
DEFA4	5.939303194	0	0	1
OR1J4	4.269544752	0	0	1
OR9I1	7.305422166	0	0	1
KRTAP6-3	16.93380372	0	0	1
OR2AG1	5.701793189	0	0	0
XCR1	7.855578053	0	0	0
SERPINA4	8.90285329	0	0	0
GPRC5D	12.31522428	0	0	0
DEFA3	5.894061452	0	0	1
TRA@	11.07358166	0	0	0
OR6W1P	17.97596973	0	0	0
EPS8L3	26.09738403	0	0	0
HPR	8.842229971	0	0	0
GPR151	5.496407364	0	0	0
CELA2B	19.27183514	0	0	1
IL29	4.537046342	0	0	0
TRIM42	5.380676149	0	0	1
OR4S1	3.790547784	0	0	1
TG	40.71156149	0	0	0
SERPINF2	30.93147836	0	0	0
P450-CYP21B	0	0	0	0
SCGBL	65.53471127	0	0	0
ACRV1	3.519425802	0	0	1
IBSP	5.180184332	0	0	1
GYPA	7.732721498	0	0	0
TBX10	5.23508097	0	0	1
CCL16	12.98193838	0	0	0
SPATA9	8.193974892	0	0	1
OR52A5	5.622955895	0	0	1
ARR3	10.26833525	0	0	1
FGF23	29.07961268	0	0	1
OR2M7	6.068833838	0	0	1
HRNBP3	16.1798406	0	0	0
LINGO2	14.29344396	0	0	0
HBG1	6.978307825	0	0	1
ZIM3	6.469034014	0	0	0
OR5H15	4.839001656	0	0	1
OR5J2	3.655866096	0	0	1
CMTM5	28.58705779	0	0	0
GUCY2F	3.768267111	0	0	1
OR5L2	6.468656442	0	0	1
IL3	8.224738919	0	0	0
GLYATL2	19.9919714	0	0	0
NPIPL3	55.78671968	0	0	1
FAM12A	17.70571963	0	0	0
LILRB5	8.16988079	0	0	1
UTS2	7.189880362	0	0	1
LYG1	3.187172603	0	0	0
OR1J2	6.203434411	0	0	1
OR8K3	2.160956403	0	0	1
SSX2	4.893672021	0	1	0
OR10A7	3.093565075	0	0	0
SLC5A4	5.35775316	0	0	1
UPP2	44.6101963	0	0	0
OTOA	8.831873031	0	0	0
CSHL1	5.06334912	0	0	0
COX4I2	20.41545001	0	0	0
OR8U8	0	0	0	0
GCNT7	13.08457865	0	0	1
KRT20	20.48328351	0	0	0
DEFB119	5.440306993	0	0	1
C3ORF48	14.72676933	0	0	0
OR4F4	5.799873707	0	0	1
THRSP	34.42342606	0	0	0
UBL4B	3.853600529	0	0	0
OR5M3	3.031685376	0	0	1
IL9R	11.24506559	0	0	0
S100G	6.680482201	0	0	1
OR5D16	6.468656442	0	0	1
OR10G2	16.34026987	0	0	1
POU5F2	3.926508098	0	0	0
PDE6B	13.45767019	0	0	0
SVOPL	13.2199247	0	0	0
MGC26484	3.979359384	0	0	0
APOA4	24.44095361	0	0	0
TXNDC3	17.84686076	0	0	0
NANOS2	16.03756387	0	0	0
SCGB1D4	16.03137002	0	0	0
CCBP2	4.952345923	0	0	1
CYP4A22	10.79624464	0	0	1
CIB3	7.79810574	0	0	1
OR4F15	6.814928247	0	0	0
CST4	3.445980425	0	0	1
AIPL1	7.5940601	0	0	0
SLC6A18	9.040873141	0	0	0
RIMBP2	17.47908848	0	0	1
LOC339047	0	0	0	0
C20ORF114	7.339619125	0	0	0
PAEP	27.16114373	0	0	0
OR6C3	6.281370238	0	0	1
VN1R10P	5.925675964	0	0	0
OR4F5	4.40622848	0	0	1
STRA8	9.351640987	0	0	1
GKN2	12.69359897	0	0	0
TEX12	16.30042098	0	0	0
