Gene	Cancer_median	Normal_median	TSG	OG	NG
TRPC5	0.056	0.765	0	0	0
FCGR1A	0.163	0.851	0	0	0
HS3ST6	0.1835	0.5	0	0	1
SMYD3	0.135	0.798	0	0	0
FOXD4L1	0.845	0.18	0	0	0
CXORF36	0.146	0.5	0	0	1
FCGBP	0.1745	0.83	0	0	0
GP9	0.5	0.5	0	0	0
EMR1	?	?	0	0	1
MIA2	0.8654999999999999	0.036	0	0	0
C19ORF59	?	?	0	0	1
HELT	0.834	0.051	0	0	0
OR10AD1	0.135	0.5	0	0	1
SLC18A3	0.5	0.5	0	0	1
FITM1	0.162	0.681	0	0	0
OBSCN	0.164	0.738	0	0	0
DPP6	0.149	0.77	0	0	0
CD27	0.851	0.057	0	0	0
C12ORF70	?	?	0	0	0
C1ORF129	?	?	0	0	0
NOBOX	0.168	0.5	0	0	1
GCM2	0.124	0.858	0	0	0
PLIN4	0.5	0.5	0	0	0
LILRA1	0.142	0.5	0	0	1
GRAPL	?	?	0	0	0
ABCC13	0.136	0.773	0	0	0
CLEC17A	?	?	0	0	1
MRVI1	0.161	0.618	0	0	0
SLC5A7	0.157	0.841	0	0	0
CHRNG	?	?	0	0	0
CSDAP1	0.8665	0.25	0	0	0
LRRTM4	0.163	0.5	0	0	1
AURKC	?	?	0	0	0
HBA2	?	?	0	0	0
SYNPO2L	0.847	0.139	0	0	0
NR1H4	?	?	0	0	0
C19ORF18	0.1465	0.5	0	0	1
FGF17	0.836	0.181	0	0	0
WISP3	?	?	0	0	0
TULP1	0.187	0.5	0	0	1
DUX4L5	?	?	0	0	0
TP63	0.1435	0.5	1	1	0
FCRL2	0.136	0.752	0	0	0
ASB16	0.129	0.66	0	0	0
GHSR	0.1815	0.5	0	0	1
RPEL1	0.816	0.28	0	0	0
ANKRD44	0.876	0.383	0	0	0
SPATC1	0.146	0.666	0	0	0
SP6	0.188	0.788	0	0	0
CER1	0.0795	0.5	0	0	1
PKHD1	0.144	0.8	0	0	0
CD6	0.1605	0.814	0	0	0
ADH7	?	?	0	0	0
MEI1	0.5	0.5	0	0	0
SLC8A2	0.8414999999999999	0.204	0	0	1
ADAMTSL2	0.165	0.5	0	0	1
PCDHB15	0.978	0.474	0	0	0
SPDYC	?	?	0	0	1
ACMSD	?	?	0	0	0
NLGN2	0.144	0.5	0	0	1
ITK	0.14	0.713	0	0	0
ZNF280A	?	?	0	0	1
SLC17A6	0.887	0.362	0	0	0
RASGRP4	?	?	0	0	0
FAM3B	0.1825	0.844	0	0	0
SRD5A2	0.177	0.697	0	0	0
CMKLR1	0.153	0.927	0	0	0
KLHL31	0.5	0.5	0	0	1
BHLHE23	0.8365	0.034	0	0	0
UNCX	0.8565	0.128	0	0	0
C5ORF46	0.168	0.5	0	0	1
CD19	0.835	0.348	0	0	0
CD300LD	0.121	0.5	0	0	1
STX19	?	?	0	0	0
MAS1	0.156	0.692	0	0	0
SBSN	?	?	0	0	0
KRT6C	0.165	0.917	0	0	0
GPR116	0.162	0.746	0	0	0
NCF1	?	?	0	0	1
HSF5	0.5	0.5	0	0	0
AGR2	0.1415	0.86	0	0	0
KRT27	0.858	0.153	0	0	1
CLEC6A	?	?	0	0	1
IL20	0.174	0.821	0	0	0
LILRB4	0.121	0.704	0	0	0
SULT1C2	0.17	0.5	0	0	1
CD80	0.1425	0.789	0	0	0
PAX4	0.1525	0.8485	0	0	0
PRSS36	0.848	0.209	0	0	0
ZFR2	0.15	0.916	0	0	0
IQSEC1	0.13	0.657	0	0	0
CST1	0.173	0.691	0	0	0
FABP4	0.1525	0.5	0	0	1
C8ORF49	?	?	0	0	0
S100A1	0.16849999999999998	0.854	0	0	0
TH	0.801	0.244	0	0	0
PIK3R6	?	?	0	0	0
LTA	0.153	0.904	0	0	0
GABRR2	0.147	0.868	0	0	0
KLHDC7A	0.153	0.5	0	0	1
GGT6	?	?	0	0	0
IFNK	?	?	0	0	0
EMR3	0.122	0.698	0	0	0
FAM69C	0.182	0.5	0	0	1
CXCR1	0.1515	0.724	0	0	0
LRRC4B	0.146	0.5	0	0	1
DEC1	0.15	0.719	0	0	0
SERPINA3	?	?	0	0	0
LTB4R2	0.851	0.237	0	0	0
TTLL8	0.091	0.5	0	0	1
MFSD4	0.16	0.5	0	0	1
ASPG	0.152	0.669	0	0	0
LCN10	0.1435	0.5	0	0	1
GLRA2	?	?	0	0	0
PITPNM2	0.884	0.221	0	0	0
IL27	0.16799999999999998	0.703	0	0	0
SYT1	0.177	0.868	0	0	0
MMP27	?	?	0	0	0
HAL	0.17099999999999999	0.5	0	0	0
VSIG2	0.5	0.5	0	0	1
SYT4	0.143	0.5	0	0	1
USP6NL	0.1355	0.735	0	0	0
DHRS9	0.152	0.724	0	0	0
LEFTY1	0.877	0.338	0	0	0
CALML3	0.5	0.5	0	0	0
C1QTNF8	0.162	0.761	0	0	0
NCF1C	?	?	0	0	0
DUOXA2	0.926	0.407	0	0	0
SLC45A2	0.5	0.5	0	0	0
LRRC38	0.1645	0.595	0	0	0
ANXA9	0.1545	0.5	0	0	0
SLC34A3	0.169	0.735	0	0	0
SERPINE3	0.155	0.5	0	0	1
KLK4	0.5	0.5	0	0	0
THPO	0.164	0.737	0	0	0
AICDA	0.152	0.921	0	0	0
OLFM3	0.855	0.264	0	0	0
NRSN1	0.912	0.389	0	0	0
VSX1	0.825	0.093	0	0	1
MGC52282	0.5	0.5	0	0	0
SCTR	0.1175	0.639	0	0	0
LRRC55	0.156	0.834	0	0	0
TCRBV6S1A1N1	?	?	0	0	0
EFHB	0.16	0.5	0	0	1
GHRL	0.153	0.85	0	0	0
NPAS4	0.5	0.5	0	0	1
GSG1L	0.164	0.814	0	0	0
DUOX2	0.181	0.5	0	0	1
CSF2	?	?	0	0	0
IL4I1	0.172	0.543	0	0	0
SUCNR1	?	?	0	0	1
TM4SF4	0.153	0.704	0	0	0
GRAP	?	?	0	0	0
GDPD2	0.5	0.5	0	0	0
LILRB3	0.5	0.5	0	0	0
LMOD3	0.141	0.734	0	0	0
SLC13A3	0.8035000000000001	0.283	0	0	0
PLIN5	?	?	0	0	0
TEKT4	0.5	0.5	0	0	1
TAF7L	0.852	0.258	0	0	0
TPH1	0.163	0.798	0	0	0
CDX4	0.857	0.199	0	0	0
SYNPR	0.171	0.5	0	0	1
CELF3	?	?	0	0	1
HYAL1	0.888	0.216	0	0	0
POU2F3	0.157	0.933	0	0	0
ECEL1	0.844	0.199	0	0	1
MYBPH	0.17	0.5	0	0	1
DCX	0.144	0.5	0	0	1
GRIN2C	0.923	0.422	0	0	1
CRISP2	?	?	0	0	1
TDRD9	0.138	0.692	0	0	0
ANKRD2	?	?	0	0	0
SLC6A3	0.1285	0.731	0	0	0
TP53TG3	?	?	0	0	0
SLC18A1	0.115	0.685	0	0	0
SNTN	?	?	0	0	0
NKX6-2	0.848	0.152	0	0	1
HNF4A	0.144	0.679	0	0	0
SSPO	0.16549999999999998	0.5	0	0	1
ZNF98	?	?	0	0	0
LRRC37A	?	?	0	0	1
SIGLEC1	0.5	0.5	0	0	0
TMPRSS11D	0.154	0.5	0	0	1
OPN1SW	?	?	0	0	0
NOS3	0.825	0.357	0	0	0
PDE6G	0.142	0.856	0	0	0
LAX1	?	?	0	0	1
GPR15	?	?	0	0	0
CYP4F11	0.085	0.607	0	0	0
TNNI2	0.162	0.737	0	0	0
LCT	0.171	0.855	0	0	0
PTPDC1	?	?	0	0	0
NCAN	0.148	0.701	0	0	0
HMX1	?	?	0	0	1
C16ORF91	?	?	0	0	0
SLC13A2	0.16	0.723	0	0	0
DGAT2L6	0.16	0.843	0	0	0
TPST2	0.156	0.857	0	0	0
CLEC2L	0.5	0.5	0	0	0
KCNT1	0.149	0.5	0	0	1
DICER1	0.165	0.5	1	0	0
PTPRR	0.13	0.676	0	0	0
BBOX1	0.153	0.922	0	0	0
TRIM40	0.155	0.5	0	0	1
TMPRSS9	?	?	0	0	0
FCGR3B	0.17	0.787	0	0	0
CD247	0.157	0.747	0	0	0
KCNH6	0.189	0.5	0	0	1
MARCO	?	?	0	0	1
SCGB1C1	?	?	0	0	0
FOXD4	0.827	0.158	0	0	0
TMEM179	0.157	0.706	0	0	0
THEG	0.1685	0.728	0	0	0
EPHA10	0.817	0.2	0	0	0
EDN3	0.167	0.5	0	0	1
AGRP	0.5	0.5	0	0	1
CES4	?	?	0	0	0
CACNG1	?	?	0	0	1
AKR1B10	0.1635	0.823	0	0	0
OTOP1	0.154	0.927	0	0	0
EPHA8	0.1475	0.909	0	0	0
FCGR2B	0.5	0.5	0	1	0
PYHIN1	0.1535	0.877	0	0	0
MOGAT3	0.5	0.5	0	0	1
RP1L1	0.175	0.761	0	0	0
SYCE1	0.119	0.644	0	0	0
PLA2G10	0.105	0.634	0	0	0
AKR7L	?	?	0	0	1
COLQ	0.156	0.7695000000000001	0	0	0
ZBTB46	0.172	0.892	0	0	0
C6ORF105	0.152	0.8594999999999999	0	0	0
TNFRSF25	0.133	0.755	0	0	0
CLVS1	0.19	0.677	0	0	0
SIGLEC11	?	?	0	0	0
ZSCAN18	0.18	0.916	0	0	0
SLC9A3	0.131	0.752	0	0	0
RP11-472K8.2	0.812	0.212	0	0	0
PSMA8	?	?	0	0	0
TMIE	?	?	0	0	1
SGK2	?	?	0	0	0
VNN3	?	?	0	0	1
KIF4B	?	?	0	0	0
SLC5A11	?	?	0	0	0
P2RY14	0.116	0.896	0	0	0
CORL2	0.849	0.255	0	0	0
ZNF727	?	?	0	0	1
FAT2	0.157	0.8625	0	0	0
LBP	?	?	0	0	1
NMUR1	0.194	0.5	0	0	1
FHL1	0.863	0.389	0	0	0
MB	0.156	0.748	0	0	0
TCP11	0.879	0.366	0	0	0
CEACAM21	0.1115	0.5	0	0	1
GABRG1	0.142	0.5	0	0	1
FEV	0.832	0.034	0	1	0
SYCP1	0.841	0.256	0	0	0
OMD	?	?	0	0	0
TNFRSF17	0.15	0.5	0	1	0
GTSF1	0.153	0.927	0	0	0
CCL3	?	?	0	0	0
PLA2G5	0.824	0.269	0	0	1
PTPRQ	0.19	0.785	0	0	0
BAIAP2L2	?	?	0	0	1
BNIP3P1	?	?	0	0	0
TPTE	?	?	0	0	0
APBA2	0.14	0.82	0	0	0
PCDHB3	0.913	0.328	0	0	1
OTOP2	0.144	0.814	0	0	0
IVL	0.138	0.709	0	0	0
GAS2L2	?	?	0	0	0
SRL	0.82	0.281	0	0	0
KCNA7	0.8414999999999999	0.204	0	0	0
TMPRSS13	0.13	0.661	0	0	0
MYLK2	0.5	0.5	0	0	0
SLC4A7	0.188	0.803	0	0	0
GPX2	?	?	0	0	0
GNLY	0.152	0.793	0	0	0
OPRD1	?	?	0	0	0
OIT3	?	?	0	0	0
GPR21	?	?	0	0	0
TMSL3	?	?	0	0	0
BNIPL	0.163	0.906	0	0	0
LRRC39	?	?	0	0	0
SEMA3G	?	?	0	0	0
RBP5	0.176	0.765	0	0	0
PCDHB6	0.128	0.5	0	0	1
GPR55	0.157	0.82	0	0	0
PRTN3	0.1875	0.682	0	0	0
UCN	?	?	0	0	0
ATP2B2	0.112	0.695	0	0	0
UGT2A3	?	?	0	0	1
A4GNT	?	?	0	0	0
MFSD6L	0.5	0.5	0	0	0
POTEE	0.1295	0.668	0	0	0
UPK3B	0.9475	0.426	0	0	1
CPA1	0.1775	0.5	0	0	1
PPP1R2P3	?	?	0	0	0
FASLG	0.5	0.5	0	0	0
LEFTY2	0.5	0.5	0	0	0
TF	0.165	0.776	0	0	0
LAIR2	0.163	0.714	0	0	0
HLA-DPB2	0.157	0.753	0	0	0
TCAP	?	?	0	0	1
NOTCH4	0.152	0.752	0	0	0
TEX19	0.5	0.5	0	0	0
GSC2	?	?	0	0	0
FOLR2	?	?	0	0	0
FOXD4L6	?	?	0	0	0
KCNG2	0.1755	0.5	0	0	1
CHST15	0.178	0.839	0	0	0
FOLR1	0.14	0.711	0	0	0
F11	0.1575	0.906	0	0	0
NACAP1	?	?	0	0	0
C19ORF38	0.812	0.16	0	0	0
TBC1D28	0.17	0.5	0	0	1
FCRL5	0.176	0.873	0	0	0
IGJ	0.818	0.288	0	0	0
SLC5A10	0.188	0.685	0	0	0
OR51D1	?	?	0	0	1
NKX2-4	0.855	0.067	0	0	1
RPTN	0.1525	0.715	0	0	0
SOX10	0.5	0.5	0	0	0
APOA5	?	?	0	0	0
TBPL2	0.853	0.306	0	0	0
C10ORF62	?	?	0	0	0
TRIM50	0.186	0.836	0	0	0
ZNF208	0.1505	0.732	0	0	0
CD1A	?	?	0	0	0
SPRN	0.146	0.666	0	0	0
SCRG1	0.8214999999999999	0.349	0	0	0
UBBP4	0.092	0.959	0	0	0
SLN	0.1535	0.734	0	0	0
FCGR2C	0.5	0.5	0	0	1
TRIM73	?	?	0	0	1
CES1	0.147	0.842	0	0	0
CRYBA1	0.5	0.5	0	0	0
CHD5	0.15	0.743	0	0	0
GABRG2	?	?	0	0	0
PCDHB9	0.5	0.5	0	0	0
SCOC	0.156	0.5	0	0	1
PCDHB7	0.9	0.326	0	0	0
ALDOB	?	?	0	0	0
PCDHB10	0.5	0.5	0	0	1
AK128777	0.85	0.293	0	0	0
SIGLEC12	?	?	0	0	1
TET3	0.814	0.081	0	0	0
GPR17	0.146	0.945	0	0	0
CASP12	0.153	0.5	0	0	1
PLSCR2	0.8325	0.081	0	0	0
CYP2D6	0.1795	0.798	0	0	0
VWA5B1	0.813	0.139	0	0	0
TFAP2D	0.81	0.195	0	0	1
TCEA2	0.896	0.359	0	0	0
KRT36	?	?	0	0	0
CACNG2	0.821	0.354	0	0	1
CLEC5A	0.163	0.739	0	0	0
GPR35	0.147	0.5	0	0	1
CHRM3	0.126	0.849	0	0	0
PHOX2B	0.865	0.13	1	0	0
MSLN	0.155	0.967	0	0	0
LCN2	?	?	0	0	0
RNF17	?	?	0	0	0
C5ORF20	?	?	0	0	1
IL2RB	0.187	0.721	0	0	0
DRD5	?	?	0	0	0
NCOR2	0.194	0.5	1	0	0
NKPD1	0.8434999999999999	0.209	0	0	0
ITGAE	0.123	0.836	0	0	0
RAMP3	0.1535	0.5	0	0	1
TAAR9	?	?	0	0	1
CST7	?	?	0	0	0
PRND	?	?	0	0	0
CEP57L1	?	?	0	0	0
RFPL3	0.1735	0.821	0	0	0
XKR3	?	?	0	0	1
TMEM190	0.818	0.294	0	0	1
GJB7	0.5	0.5	0	0	0
PCDH12	0.17	0.5	0	0	1
GPR34	?	?	0	0	0
CCL1	0.5	0.5	0	0	0
SPINK6	?	?	0	0	0
SLAMF8	?	?	0	0	0
MYOT	?	?	0	0	1
AQP10	?	?	0	0	1
NCCRP1	0.144	0.705	0	0	0
KRT10	?	?	0	0	0
VSTM1	?	?	0	0	0
MUC12	0.17	0.811	0	0	0
KRTAP1-5	?	?	0	0	1
TULP4	0.167	0.748	0	0	0
KLRG1	0.16899999999999998	0.5	0	0	0
ITIH4	0.16299999999999998	0.742	0	0	0
ATP13A4	0.117	0.5	0	0	1
SIGLEC6	?	?	0	0	0
RPL14P1	?	?	0	0	0
LY6H	0.838	0.068	0	0	1
TMPRSS11F	0.172	0.5	0	0	1
NOSTRIN	0.163	0.746	0	0	0
TARP	0.5	0.5	0	0	1
GPR152	?	?	0	0	1
GRLF1	0.5	0.5	0	0	0
MYH7B	0.5	0.5	0	0	0
ZAP70	0.1655	0.863	0	0	0
TREM2	0.169	0.5	0	0	1
HLA-DQB2	0.133	0.5	0	0	1
MMP8	?	?	0	0	1
CYP2A13	0.843	0.091	0	0	0
PCDHB13	0.915	0.32	0	0	1
PPP1R3A	0.146	0.5	0	0	1
GDF2	?	?	0	0	0
CCR5	0.139	0.737	0	0	0
OSGIN1	0.5	0.5	0	0	0
CD5	0.12	0.5	0	0	0
C8ORF80	?	?	0	0	0
MYO1A	0.5	0.5	0	0	1
HSPB9	0.8805000000000001	0.5	0	0	0
IL28B	0.183	0.806	0	0	0
PI16	0.161	0.723	0	0	0
C6ORF27	0.855	0.321	0	0	0
AGT	?	?	0	0	0
IFNA6	?	?	0	0	1
CES3	?	?	0	0	1
PRF1	0.1905	0.5	1	0	0
CD40LG	0.159	0.787	0	0	0
KRT74	?	?	0	0	1
OR51E2	0.1625	0.895	0	0	0
ICOS	0.143	0.875	0	0	0
KLRD1	0.1365	0.771	0	0	0
CSGALNACT1	0.192	0.706	0	0	0
TMEM182	0.1525	0.5	0	0	1
KRT87P	0.5	0.5	0	0	0
LPO	0.1395	0.689	0	0	0
HNRNPCP2	?	?	0	0	0
NOX3	0.1455	0.739	0	0	0
SLC17A1	0.145	0.692	0	0	0
CDRT1	?	?	0	0	1
ZACN	0.822	0.101	0	0	1
IL21R	0.123	0.648	0	0	0
DKFZP547I014	?	?	0	0	0
TAS1R1	0.14900000000000002	0.5	0	0	0
DMRT1	0.849	0.235	0	0	1
FLG	0.165	0.866	0	0	0
ANK3	0.152	0.848	0	0	0
CYP27C1	0.853	0.149	0	0	0
CFB	0.155	0.5	0	0	1
IL18RAP	0.135	0.5	0	0	1
F7	0.844	0.234	0	0	0
CARD14	0.191	0.79	0	0	0
KLHL38	0.5	0.5	0	0	0
NR5A1	0.826	0.4	0	0	0
SULT1A2	?	?	0	0	0
SPNS3	?	?	0	0	0
GDF3	?	?	0	0	0
C7ORF53	?	?	0	0	0
TEDDM1	0.5	0.5	0	0	1
TBC1D3F	?	?	0	0	0
CPT1B	?	?	0	0	0
CHRNA4	0.157	0.5	0	0	1
GABRD	0.16	0.701	0	0	0
LIPN	?	?	0	0	0
PCP4	?	?	0	0	0
DCHS2	0.841	0.194	0	0	1
MYO3B	0.139	0.734	0	0	0
BIRC7	0.185	0.891	0	0	0
CNTN6	0.14	0.835	0	0	0
ERN2	0.8174999999999999	0.198	0	0	0
GUCA2A	?	?	0	0	0
ACR	?	?	0	0	0
CCDC105	0.824	0.168	0	0	1
CD7	0.15	0.788	0	0	0
CLEC2A	?	?	0	0	0
DUX4	?	?	0	0	0
KSR1	0.125	0.635	0	0	0
KRTAP2-4	?	?	0	0	1
KIAA1644	0.156	0.5	0	0	1
PHKG1	0.5	0.5	0	0	1
LNPEP	0.5	0.5	0	0	0
C10ORF12	?	?	0	0	1
TPD52	0.171	0.782	0	0	0
HP	?	?	0	0	0
UPK3BL	?	?	0	0	1
ARL14	0.141	0.804	0	0	0
NWD1	0.171	0.93	0	0	0
SLC24A5	0.162	0.921	0	0	0
CD28	0.1605	0.5	0	1	0
CCL5	?	?	0	0	0
MYH3	0.1525	0.5	0	0	1
TRIM74	?	?	0	0	1
OPRM1	0.842	0.182	0	0	0
RHOXF1	?	?	0	0	0
LOC100996634	0.882	0.339	0	0	0
RSPH10B	0.0905	0.97	0	0	0
SLC22A2	0.158	0.5	0	0	1
PAX1	0.838	0.116	0	0	0
ODF4	0.5	0.5	0	0	0
GCNT3	0.148	0.761	0	0	0
LOC392145	?	?	0	0	0
PRX	0.929	0.329	0	0	0
HAO1	0.122	0.777	0	0	0
ZNF407	0.191	0.724	0	0	0
SLC6A14	0.152	0.791	0	0	0
OLAH	0.1575	0.887	0	0	0
GRIP1	0.133	0.718	0	0	0
KRTAP4-9	?	?	0	0	1
PXDNL	0.151	0.835	0	0	0
CDH16	0.15	0.878	0	0	0
PIWIL2	?	?	0	0	0
TUBA1A	?	?	0	0	0
CD226	0.139	0.829	0	0	0
TCEAL2	?	?	0	0	1
FCRLB	0.151	0.5	0	0	1
ACACB	0.024	0.589	0	0	0
WNT8A	0.1355	0.889	0	0	0
FMO3	?	?	0	0	0
MYH8	?	?	0	0	1
TUBAL3	0.148	0.5	0	0	1
GAPDHS	0.8885000000000001	0.333	0	0	1
TSPAN8	0.176	0.841	0	0	0
ALDH8A1	0.138	0.904	0	0	0
CXCR3	0.182	0.789	0	0	0
TNNT3	0.146	0.704	0	0	0
C19ORF76	0.879	0.331	0	0	0
C1QTNF3	0.14550000000000002	0.5	0	0	0
FOXD4L3	0.5	0.5	0	0	1
VTN	0.159	0.5	0	0	1
SLC22A11	0.149	0.855	0	0	0
CABP7	0.8274999999999999	0.306	0	0	1
GABRP	0.151	0.783	0	0	0
MUC4	0.168	0.5	0	1	0
KIAA1267	0.5	0.5	0	0	0
ACCN3	0.1755	0.891	0	0	0
MGAM	0.144	0.788	0	0	0
DLGAP1	0.874	0.19	0	0	0
MS4A4A	0.1245	0.682	0	0	0
KISS1	0.197	0.879	0	0	0
RGS12	0.8185	0.317	0	0	0
EXOC3L1	0.87	0.36	0	0	1
SRGAP2	0.158	0.772	0	0	0
KPRP	0.125	0.898	0	0	0
CLRN3	0.1845	0.5	0	0	1
CTSE	?	?	0	0	0
C12ORF59	0.1495	0.846	0	0	0
TRDC	0.12	0.817	0	0	0
SLC8A1	0.167	0.741	0	0	0
LAMB4	0.147	0.793	0	0	0
GFAP	0.144	0.629	0	0	0
CD5L	0.147	0.77	0	0	0
VNN1	?	?	0	0	0
NKG7	0.182	0.727	0	0	0
GLT6D1	0.168	0.5	0	0	1
C14ORF49	0.152	0.815	0	0	0
PTF1A	0.839	0.065	0	0	0
NPPB	0.1375	0.5	0	0	1
SYNDIG1L	0.153	0.5	0	0	1
AIRE	0.167	0.5	0	0	1
SORBS2	0.143	0.802	0	0	0
LZTS1	0.15	0.759	0	0	0
MBL2	?	?	0	0	1
NRN1L	?	?	0	0	0
IRGM	0.1555	0.5	0	0	1
PTH1R	0.86	0.24	0	0	0
CAMK2A	0.159	0.75	0	0	0
CD3D	?	?	0	0	0
USHBP1	0.824	0.192	0	0	1
DKK4	0.129	0.922	0	0	0
SSTR5	?	?	0	0	0
COL8A2	0.155	0.729	0	0	0
TXK	0.1175	0.659	0	0	0
SGCG	0.1325	0.698	0	0	0
OR5AK2	?	?	0	0	1
IGFL1	?	?	0	0	0
COL29A1	0.155	0.894	0	0	0
MYL10	0.178	0.5	0	0	1
BPI	0.158	0.694	0	0	0
ATP2B1	0.5	0.5	0	0	0
KRTAP1-1	?	?	0	0	1
ARHGAP36	0.142	0.685	0	0	0
SRPK3	0.1795	0.884	0	0	0
CEACAM16	0.0985	0.5	0	0	0
KRTAP23-1	?	?	0	0	1
TKTL2	0.132	0.864	0	0	0
TIAM2	0.148	0.811	0	0	0
DPEP1	0.153	0.863	0	0	0
C4ORF26	?	?	0	0	1
AGXT2	0.1745	0.7955000000000001	0	0	0
FLJ00385	0.1545	0.913	0	0	0
EMR4P	0.087	0.612	0	0	0
TRPV6	0.153	0.771	0	0	0
FCER1A	?	?	0	0	1
SEC14L4	0.169	0.691	0	0	0
ROS1	0.1615	0.5	0	1	0
PCDHB11	?	?	0	0	1
MGAM2	0.066	0.585	0	0	0
TRAT1	0.095	0.5	0	0	1
SPDEF	0.168	0.853	0	0	0
BEST3	0.883	0.294	0	0	0
CD3G	0.5	0.5	0	0	0
FKSG2	?	?	0	0	0
OR52N2	?	?	0	0	1
FUT3	0.189	0.5	0	0	0
MUC15	0.154	0.789	0	0	0
CD8B	0.169	0.5	0	0	1
REG1A	?	?	0	0	0
PLA2G4D	0.155	0.746	0	0	0
GPR82	0.5	0.5	0	0	1
PGLYRP1	?	?	0	0	0
SLC1A7	0.164	0.5	0	0	1
DAPL1	?	?	0	0	1
DNTT	?	?	0	0	0
MMD2	0.164	0.867	0	0	0
GIP	0.0535	0.564	0	0	0
NMBR	0.849	0.222	0	0	0
GZMB	?	?	0	0	0
BANF2	0.162	0.815	0	0	0
BTNL2	0.147	0.5	0	0	1
SLC6A7	0.5	0.5	0	0	1
SIPA1L1	0.182	0.676	0	0	0
SDR9C7	?	?	0	0	0
G6PC	?	?	0	0	0
VTCN1	?	?	0	0	0
GLYAT	0.162	0.792	0	0	0
LAG3	0.8645	0.311	0	0	0
GUCA1B	0.879	0.344	0	0	0
PLCB4	0.14	0.68	0	0	0
ALG1L	?	?	0	0	1
UQCRHL	0.5	0.5	0	0	0
GZMA	?	?	0	0	0
C4BPB	?	?	0	0	1
ZBTB32	0.1595	0.745	0	0	0
CSF1R	0.169	0.5	0	1	0
BCL2L14	0.123	0.642	0	0	0
GPR182	0.5	0.5	0	0	0
PDE2A	0.148	0.723	0	0	0
NRIP2	?	?	0	0	0
NAV3	0.143	0.87	0	0	0
FABP7	0.158	0.725	0	0	0
RNASE2	?	?	0	0	0
PLA2G2D	?	?	0	0	0
OR4F6	?	?	0	0	1
CCDC91	0.17	0.897	0	0	0
LTF	0.845	0.326	0	0	0
GPD1	?	?	0	0	0
KLKB1	0.169	0.839	0	0	0
SLC6A13	0.151	0.749	0	0	0
CAPN3	0.885	0.375	0	0	0
SPINK8	?	?	0	0	1
PNMA3	0.1625	0.5	0	0	1
PCDHB8	?	?	0	0	1
HTR5A	0.109	0.5	0	0	1
SLC13A4	0.1665	0.5	0	0	1
EPB42	0.1765	0.774	0	0	0
GPR78	0.166	0.766	0	0	0
SERPINA9	?	?	0	0	0
NPHS2	0.1515	0.5	0	0	1
CCDC141	0.142	0.5	0	0	1
DYRK1A	0.199	0.897	0	0	0
SSTR4	0.153	0.808	0	0	0
KRT23	0.14	0.75	0	0	0
SPINK13	?	?	0	0	1
SLC44A4	0.817	0.298	0	0	0
MPPED1	0.146	0.5	0	0	1
EBI3	?	?	0	0	0
FZR1	?	?	0	0	0
GP1BA	0.927	0.418	0	0	0
GPR111	0.157	0.5	0	0	1
QRICH2	0.5	0.5	0	0	1
RNF151	?	?	0	0	1
DNAI2	0.148	0.5	0	0	1
RNASE3	?	?	0	0	0
PMCH	?	?	0	0	0
KCNA10	0.1765	0.932	0	0	0
PASD1	0.152	0.711	0	0	0
PGLYRP3	?	?	0	0	1
LY6G6C	0.5	0.5	0	0	0
CHI3L1	0.157	0.72	0	0	0
MYH16	0.113	0.634	0	0	0
DBNDD1	0.1855	0.5	0	0	1
ST6GALNAC1	0.5	0.5	0	0	0
DHX32	0.173	0.918	0	0	0
RTP3	?	?	0	0	1
CUBN	0.123	0.736	0	0	0
FPR3	0.168	0.842	0	0	0
INHA	0.17	0.915	0	0	0
CXORF66	?	?	0	0	1
CCDC19	0.0885	0.649	0	0	0
CTLA4	0.183	0.884	0	0	0
VSIG8	0.49850000000000005	0.4255	0	0	1
LY6D	0.178	0.737	0	0	0
IFIT1B	?	?	0	0	0
CACNG3	0.148	0.772	0	0	0
TUBB4Q	?	?	0	0	0
AZU1	0.138	0.658	0	0	0
PADI1	0.146	0.728	0	0	0
OR52K2	?	?	0	0	1
IL28A	?	?	0	0	0
WFDC5	0.184	0.5	0	0	1
GYS2	?	?	0	0	1
CIDEC	0.10300000000000001	0.5	0	0	0
SVOP	?	?	0	0	0
AK296854	?	?	0	0	0
CEACAM5	?	?	0	0	0
KRTAP10-2	0.5	0.5	0	0	1
PAK3	0.136	0.735	0	0	0
GCKR	?	?	0	0	0
NUP210L	0.1675	0.875	0	0	0
GFRA4	0.846	0.118	0	0	0
CCDC155	?	?	0	0	1
ZP3	0.5	0.5	0	0	0
OR2F2	?	?	0	0	1
CD3E	?	?	0	0	0
COLEC10	0.152	0.845	0	0	0
OTOP3	0.155	0.854	0	0	0
C5ORF64	0.187	0.5	0	0	1
ZNF623	?	?	0	0	0
GFI1B	0.1705	0.822	0	0	0
GLRA1	0.15	0.876	0	0	0
CD300LG	0.162	0.817	0	0	0
CST9	0.5	0.5	0	0	1
PKDREJ	0.148	0.922	0	0	0
PCDHB12	0.8605	0.324	0	0	1
ZRANB1	?	?	0	0	0
KLHL13	0.899	0.39	0	0	0
LCNL1	0.837	0.293	0	0	1
FCAMR	?	?	0	0	0
TESSP1	?	?	0	0	0
MAGEA4	0.164	0.789	0	0	0
OR51B5	?	?	0	0	1
SERPINB12	?	?	0	0	1
PLK5	0.129	0.812	0	0	0
LCE5A	?	?	0	0	1
CFC1B	?	?	0	0	0
SCARA5	0.167	0.651	0	0	0
