Gene	Cell_proliferation_rate	TSG	OG	NG
DARC	NA	0	0	1
OR4P4	NA	0	0	1
OR4N5	NA	0	0	0
ATP13A5	NA	0	0	1
KIAA1783	NA	0	0	0
TMEM31	NA	0	0	1
SYCP3	NA	0	0	0
PKD1P1	-1.14538275	0	0	0
CYP3A43	-0.5544720000000001	0	0	0
SLC5A12	-0.226139625	0	0	1
MS4A8B	NA	0	0	0
POLN	-0.718009875	0	0	0
TCRBV6S6A2T	NA	0	0	0
IGFALS	NA	0	0	0
PPP3R2	-0.350621375	0	0	1
CST5	-0.676737625	0	0	0
POU5F1B	-0.19629999999999997	0	0	0
ADH4	-1.119034875	0	0	0
OR6X1	NA	0	0	1
PLA2G2F	-0.46729425	0	0	0
OR8H3	NA	0	0	1
OMG	0.29019150000000005	0	0	0
OR6C1	NA	0	0	0
CATSPERB	NA	0	0	0
TDRD12	NA	0	0	1
ACSBG1	NA	0	0	0
PPP1R14D	-1.521369166665	0	0	0
CDKL1	-0.635647125	0	0	0
STATH	NA	0	0	1
PRM2	NA	0	0	1
VN1R4	-0.918242625	0	0	1
CTAG2	NA	0	0	0
CST8	0.104173875	0	0	1
LAMR1P15	NA	0	0	0
GCNT4	NA	0	0	0
ALPI	-0.617305	0	0	1
ZNF831	NA	0	0	1
OR9G4	NA	0	0	1
IL21	0.026086125	0	0	0
KIR3DL2	-1.0071385	0	0	0
OR2T10	-1.38435425	0	0	0
DTNA	-1.715701125	0	0	0
OR5L1	NA	0	0	1
LPHN3	-0.212403125	0	0	1
LOC55908	NA	0	0	0
FGB	-1.475800125	0	0	1
KCNV2	-0.261785875	0	0	1
CLDN20	NA	0	0	1
FMR1NB	NA	0	0	1
KCNK18	NA	0	0	1
STOML3	NA	0	0	0
TMPRSS6	-1.36437725	0	0	0
RAB40AL	-0.318487875	0	0	1
KRTAP12-3	NA	0	0	1
CLC	-0.10592774999999999	0	0	1
GK2	-0.294911125	0	0	1
SATL1	-0.79841825	0	0	1
KRTAP5-10	NA	0	0	1
GPR123	-0.993053125	0	0	1
VHLL	-0.388307	0	0	0
CYSLTR2	0.010384250000000001	0	1	0
OR8D4	NA	0	0	1
CATSPER3	-0.4439645	0	0	0
ATP2B3	-0.8420405	1	0	0
PRSS54	NA	0	0	0
LECT2	NA	0	0	0
LRTM1	NA	0	0	0
HTR3C	-0.31400025	0	0	0
C13ORF16	NA	0	0	0
NR1I3	-0.405576	0	0	0
FAM38B	NA	0	0	0
HHATL	NA	0	0	0
CST2	-0.6381075	0	0	1
MAS1L	-0.870020125	0	0	1
ATP6V0A4	-0.13903949999999998	0	0	0
AGXT	-0.50169575	0	0	0
PNLIP	0.1997455	0	0	0
ADCY10	-1.233904125	0	0	0
OR6C76	NA	0	0	1
KRTAP19-1	NA	0	0	1
OR8D1	NA	0	0	1
XIRP2	NA	0	0	0
DMBX1	-0.659152875	0	0	1
LCE2B	NA	0	0	1
EBLN2	NA	0	0	0
ASTL	NA	0	0	0
THSD7B	NA	0	0	0
SV2B	0.278222625	0	0	1
OBP2A	-0.8043335	0	0	1
TAS2R5	-0.870344625	0	0	1
IMPG2	-0.8017013749999999	0	0	0
NAALADL1	-0.197593	0	0	0
LCN8	NA	0	0	0
RNASE9	-0.40686100000000003	0	0	0
FKSG73	NA	0	0	0
LCE1D	NA	0	0	1
SLC22A9	-0.33278675	0	0	1
SLC2A7	0.104686	0	0	1
VCX	-1.1183192499999999	0	0	0
MBNL3	NA	0	0	0
ACTRT2	-1.7316335	0	0	0
GPR142	-0.375755	0	0	1
TAF1L	0.23840875	0	0	0
GPHB5	NA	0	0	0
C20ORF165	NA	0	0	0
OR10H5	-0.52412375	0	0	0
ANGPTL7	NA	0	0	0
SOAT2	-0.646967125	0	0	0
APOC3	-0.159036	0	0	0
GCG	-0.394612375	0	0	0
SLC25A2	0.1153724166665	0	0	1
R3HDM2	-1.06634025	0	0	0
OR51A7	NA	0	0	1
TMEM174	NA	0	0	0
KRTAP12-1	NA	0	0	1
CELSR3	0.09085625	0	0	0
RAB40A	-0.22256775	0	0	0
MRC1	-0.79324925	0	0	0
SLCO6A1	-0.524606125	0	0	0
C1ORF185	NA	0	0	0
PRSS42	-0.52333575	0	0	1
RLBP1	-0.170274125	0	0	0
DDI1	0.142739625	0	0	0
NANOGNB	-1.6845228749999999	0	0	1
OR3A4	NA	0	0	0
OR7C2	0.158476375	0	0	1
VWC2L	NA	0	0	1
DAO	-0.628213875	0	0	0
KCNIP1	0.027088124999999998	0	0	0
IDO2	NA	0	0	0
GNAT3	NA	0	0	1
B3GALT1	-0.663551875	0	0	0
KIAA1109	NA	0	0	0
KRTAP10-4	-1.163264375	0	0	1
SLCO1A2	-0.804195625	0	0	0
CCL7	-1.060806125	0	0	0
F9	-0.38820212499999995	0	0	0
ASCL3	-0.17491137499999998	0	0	0
H1FNT	-0.14496575	0	0	1
C20ORF185	NA	0	0	0
CYP17A1	0.101105125	0	0	0
KRTAP17-1	NA	0	0	1
OR5D18	NA	0	0	1
CMA1	0.268945875	0	0	0
OR4C45	NA	0	0	0
OR5T3	-1.12025525	0	0	1
OR7G3	NA	0	0	1
KCNJ14	-0.12624049999999998	0	0	1
OR5K2	NA	0	0	1
TMEM133	NA	0	0	1
OR8G2P	NA	0	0	0
WFDC12	-0.763799	0	0	1
KRTAP13-2	NA	0	0	1
ZNF541	-0.391192125	0	0	0
LCN1	-0.4671530416665	0	0	1
OR1N2	-0.29694750000000003	0	0	0
SLCO1B3	-1.03163975	0	0	0
PPIAP30	-0.22808262499999998	0	0	0
ACTL9	NA	0	0	0
CCDC33	NA	0	0	0
OR1A1	-0.4172845	0	0	1
DEFB136	NA	0	0	0
ATXN3L	NA	0	0	0
PSAPL1	NA	0	0	1
OR5B2	NA	0	0	1
TCHHL1	NA	0	0	0
RGS20	0.155643	0	0	0
SLCO1B1	-0.6296247916665001	0	0	0
MBD3L5	-1.3356768749999999	0	0	0
PRG4	NA	0	0	0
MUC6	NA	0	0	0
TMEM207	NA	0	0	0
PROX2	NA	0	0	0
CYP11B2	-0.7473373750000001	0	0	1
CD1B	0.1290685	0	0	1
GPR32	-1.031399166665	0	0	0
CYP7A1	-0.11955725	0	0	0
IFNA5	-1.095631875	0	0	1
MSMB	NA	0	0	0
KRT73	-0.309252625	0	0	0
GTDC1	NA	0	0	0
CPN2	NA	0	0	0
HS3ST5	-0.299683875	0	0	0
OR51A2	NA	0	0	1
PRB2	0.032674125	0	0	0
CLPS	-0.875161875	0	0	1
OR6C4	NA	0	0	1
OR13C4	NA	0	0	1
CRYBB2	0.3934695	0	0	0
HSP90AB4P	NA	0	0	0
TUBB8	-1.052172125	0	0	0
HSD17B13	-1.602337	0	0	0
DEFB128	NA	0	0	1
AMPD1	-0.574050875	0	0	0
ZNF658B	-0.595056875	0	0	0
IL22RA2	0.180911875	0	0	0
EFCAB8	NA	0	0	1
ITIH3	NA	0	0	0
ART3	-0.7422731250000001	0	0	0
HSFX1	-0.261058375	0	0	0
GTPBP6	0.20067225	0	0	0
ABLIM1	0.47236525	0	0	0
CEACAM18	NA	0	0	1
OR1N1	NA	0	0	1
ACSBG2	NA	0	0	0
OR5D14	NA	0	0	1
HNRNPCL2	-1.20078975	0	0	0
PRG3	-1.636646375	0	0	0
SCMH1	-1.091413875	0	0	0
OR8K1	NA	0	0	0
HTR3E	-0.7314825	0	0	0
KRTAP13-1	NA	0	0	1
OR14I1	NA	0	0	0
SPRR2B	NA	0	0	1
KRT82	NA	0	0	1
CRIPAK	NA	0	0	0
ACCSL	NA	0	0	1
C7ORF66	NA	0	0	1
C4ORF6	NA	0	0	1
TRHR	0.20981024999999998	0	0	0
SHANK2	-0.135484125	0	0	0
S100A7	-0.48720375000000005	0	0	0
LGALS13	-0.20586025000000002	0	0	1
TSPYL6	NA	0	0	0
COL9A1	0.007458125	0	0	1
HSH2D	NA	0	0	1
CPA3	-0.760656625	0	0	0
GHRH	-0.77082375	0	0	0
SLC7A2	-0.811491625	0	0	0
USP29	-1.50202025	0	0	0
ABCA4	-0.865032	0	0	1
DEFB103A	-0.6759999999999999	0	0	0
DLGAP2	-0.45606625	0	0	0
KRTAP11-1	NA	0	0	1
MMP20	-0.013259	0	0	0
OR6C70	NA	0	0	0
ODZ2	NA	0	0	0
CELA1	-0.298100375	0	0	0
LDLRAD1	NA	0	0	0
DEFB134	NA	0	0	1
C20ORF71	NA	0	0	0
PATE1	0.171444625	0	0	1
SEMA3D	-1.1707725	0	0	0
SCN1A	-0.7583075	0	0	0
PRAP1	NA	0	0	0
C14ORF148	NA	0	0	0
ACRC	NA	0	0	0
OR4K5	NA	0	0	0
FILIP1L	NA	0	0	0
MAP3K2	-0.46913225000000003	0	0	0
LCE1A	NA	0	0	1
HIST3H3	-0.857706125	0	0	0
TCEB3B	-0.499459	0	0	1
LIPK	NA	0	0	0
USP17L24	-0.00222125	0	0	0
OR12D2	-0.341348	0	0	1
OR1L8	NA	0	0	1
CXCL11	-0.561977	0	0	0
AWAT1	-0.01042775	0	0	1
OR2W5	NA	0	0	0
POTEM	NA	0	0	0
C1ORF49	NA	0	0	0
APOL5	NA	0	0	1
OR52B6	-2.0019745	0	0	1
OR10G4	NA	0	0	1
TEX15	NA	0	0	0
EVI5L	NA	0	0	0
LYZL1	0.08054575	0	0	1
TAS2R20	-1.470377625	0	0	1
CETN1	-0.582331375	0	0	0
KRT77	0.3546295	0	0	0
PROL1	NA	0	0	1
DAOA	NA	0	0	1
PGC	-1.2144949999999999	0	0	0
AGAP5	-0.41861800000000005	0	0	1
SLC17A4	-0.180951125	0	0	0
TAS2R3	0.049728625	0	0	1
CSN3	-0.340681875	0	0	0
ZNF99	-0.18229087500000002	0	0	1
AADACL3	NA	0	0	1
ALPPL2	0.06925025	0	0	0
USH2A	-0.339108125	0	0	0
RP1	-0.389034375	0	0	0
IL17A	-0.34575924999999996	0	0	0
CLEC4M	-0.30867362499999995	0	0	0
LDHAL6A	-0.245474625	0	0	1
OAZ3	0.06568625	0	0	1
NR1I2	-0.370161375	0	0	0
ANKRD23	NA	0	0	0
TPO	0.017824375	0	0	0
HNRNPCL3	-0.739267	0	0	0
HEATR5A	NA	0	0	0
DNAH17	NA	0	0	0
ELFN1	NA	0	0	0
OR8S1	-0.0596965	0	0	1
PRSS58	-0.498710125	0	0	1
KRTAP10-7	-0.7882191249999999	0	0	1
ZNF735	-0.977823	0	0	1
OR11G2	NA	0	0	0
TAAR5	-0.22429975000000002	0	0	1
TAAR1	0.161524625	0	0	1
AC005017.2	NA	0	0	0
SLC7A13	-0.002356625	0	0	1
TGM4	-0.421670125	0	0	0
OR2AG2	NA	0	0	1
NLRP8	NA	0	0	0
NGEF	-0.574099625	0	0	0
OCLM	NA	0	0	1
OR4K17	-1.4865301249999998	0	0	0
PGAM4	-0.279039625	0	0	0
TMPRSS5	0.09486462500000001	0	0	0
KRTAP5-2	-1.351147375	0	0	1
AX747985	NA	0	0	0
DGKB	-0.39918787499999997	0	0	0
SFTPA1	-0.305956875	0	0	1
OR10H1	-0.52412375	0	0	1
PRSS55	-0.331973625	0	0	1
C2ORF51	NA	0	0	0
FABP1	0.952680625	0	0	0
RBMXL2	-1.2036698750000001	0	0	1
SCHIP1	-0.8017251249999999	0	0	0
PAGE1	-2.681675375	0	0	0
TLR6	-0.058298749999999996	0	0	0
OR13D1	-0.45600399999999996	0	0	1
TBC1D26	NA	0	0	1
TCRB	NA	0	0	0
ACSM2A	-2.1918594999999996	0	0	0
TRIM75	NA	0	0	0
IL36RN	-0.3334165	0	0	1
C3ORF35	NA	0	0	1
HHLA1	NA	0	0	1
OR11H1	NA	0	0	0
SLC10A2	-0.0055580000000000004	0	0	1
KRTAP5-3	NA	0	0	1
TRIML1	0.07710416666665	0	0	0
PRSS45	NA	0	0	1
KRT12	-0.73177675	0	0	0
OR7E5P	0.025492624999999998	0	0	0
OR10W1	NA	0	0	1
KRTAP9-8	NA	0	0	1
TMEM81	NA	0	0	0
SLC28A3	-0.2127575	0	0	0
IL37	-1.098554875	0	0	0
MAP3K15	-0.08662475	0	0	0
OR10H2	0.117338375	0	0	1
LUZP4	-0.442067	0	0	0
OR5P3	-0.462549125	0	0	1
RFPL1	-0.412210125	0	0	0
FER1L4	NA	0	0	0
OR52N4	NA	0	0	1
OR52N1	NA	0	0	1
SPINK14	NA	0	0	1
OVGP1	-1.1906833749999999	0	0	0
KRT71	NA	0	0	1
GRXCR1	NA	0	0	1
PRSS1	-0.5555755	0	0	0
ALAS2	0.103385	0	0	1
GJA9	-0.430757875	0	0	0
SPACA7	NA	0	0	0
OR5AN1	NA	0	0	1
TPD52L3	-0.20041875	0	0	0
DEFB132	NA	0	0	1
PMP2	0.18936350000000002	0	0	0
OR6C2	NA	0	0	1
OR52B4	NA	0	0	1
LEUTX	NA	0	0	1
FAR2	NA	0	0	0
OR4C16	NA	0	0	1
OSTN	NA	0	0	1
ACSM1	-0.15177425	0	0	0
CDH20	-0.9612274999999999	0	0	0
CDHR5	0.08363024999999999	0	0	0
RGS3	-0.6828704999999999	0	0	0
ZSCAN5A	-1.1967893749999998	0	0	1
DDX4	-1.115065125	0	0	0
USP17L2	-0.049617125	0	0	0
PPIP5K2	NA	0	0	0
LRRC7	NA	0	0	0
FABP2	-0.194964125	0	0	1
MARCH8	NA	0	0	0
AC078899.1	NA	0	0	0
ZNF713	-0.28451825	0	0	1
RGS21	0.81443775	0	0	1
PPP1R2P9	0.3617921666665	0	0	0
KRTAP6-2	NA	0	0	1
LMAN1L	-0.38914499999999996	0	0	0
PI3	0.17418862499999999	0	0	0
TGM7	-1.111030375	0	0	0
OR2D2	-1.60632375	0	0	1
OR52M1	-0.42048725	0	0	1
SLC22A6	-0.04047375	0	0	0
C20ORF107	NA	0	0	0
SSX7	-0.48264275	0	0	1
KCNK16	-0.663112125	0	0	1
KRTAP5-4	-2.21305475	0	0	1
FAM75A6	NA	0	0	0
CRISP3	NA	0	0	0
OR9K2	NA	0	0	0
OR10C1	NA	0	0	1
HBB	-0.040626375	0	0	0
CGB5	0.00323425	0	0	0
POU6F1	-0.03152025	0	0	0
OR4K15	NA	0	0	0
IL1F8	NA	0	0	0
CYP4F8	-1.033641125	0	0	1
ACE2	-0.50068525	0	0	1
CYLC1	NA	0	0	1
OR52A4	NA	0	0	1
OR2H1	-0.8558365	0	0	1
HEATR7B2	NA	0	0	0
OR5A2	-0.616105625	0	0	1
GRM5	-0.118562625	0	0	1
OR4E2	NA	0	0	0
CYP2C9	-1.01845	0	0	1
CYP2C8	0.6262205000000001	0	0	1
PTPN20A	NA	0	0	0
OR51G2	NA	0	0	1
KRT86	-0.94527675	0	0	1
NOX1	-1.426699875	0	0	0
OR4D2	NA	0	0	1
SPIC	-0.740512625	0	0	0
PDXDC2	NA	0	0	0
C18ORF20	NA	0	0	0
SLC10A1	-1.40952475	0	0	0
PLEKHG4B	NA	0	0	1
OR5M10	-1.223999	0	0	1
EDA2R	-0.442408625	0	0	0
SPACA3	NA	0	0	0
KRTAP19-6	NA	0	0	1
KRT25	-0.796634375	0	0	1
OR5R1	0.26835200000000003	0	0	1
FLJ43860	NA	0	0	0
CABP2	0.463538	0	0	0
C10ORF129	NA	0	0	1
KRT35	NA	0	0	0
OR8J3	NA	0	0	1
CAPSL	0.27085075000000003	0	0	0
DEFB112	NA	0	0	1
OR8B4	NA	0	0	1
OR13C2	NA	0	0	1
BRS3	-0.18672375000000002	0	0	0
OCM	-1.47496675	0	0	0
DNEL2	NA	0	0	0
CALN1	-1.4505477500000001	0	0	0
SPP2	NA	0	0	0
FRMPD2L1	NA	0	0	0
VWA3A	NA	0	0	0
OR13H1	NA	0	0	1
GARNL3	-1.48923075	0	0	0
SYT16	-0.5170635	0	0	0
NLRP4	NA	0	0	0
KLRC1	-0.7543018749999999	0	0	0
GFRAL	NA	0	0	0
DCST1	-0.33456949999999996	0	0	1
TSSK1B	-0.036726125	0	0	0
DCD	NA	0	0	0
DDX53	-0.379978125	0	0	0
OR6C75	NA	0	0	1
DDC	-0.55380575	0	0	0
CST11	-0.04380075	0	0	1
KRT38	0.126198125	0	0	1
PRB3	-0.7858918749999999	0	0	1
OR6A2	-1.142357375	0	0	0
MYADML	NA	0	0	0
DEFB131	NA	0	0	1
DEFB115	NA	0	0	1
OR8B3	0.504212375	0	0	0
FOXR1	-0.1862875	0	1	0
OR51F1	NA	0	0	0
AMY2B	-0.42856225000000003	0	0	0
TAAR6	0.800102875	0	0	1
XCL2	-1.6831836249999999	0	0	0
ANGPTL6	NA	0	0	1
ZNF705A	-0.803086375	0	0	1
UMOD	NA	0	0	0
DSPP	-0.76614525	0	0	1
GALNT1	-8.471249999999999E-4	0	0	0
ALB	-0.9934674583335	0	0	0
SELP	-0.437845125	0	0	0
HTN3	NA	0	0	0
RBMXL3	NA	0	0	1
LRRC69	NA	0	0	1
ACTL8	-0.35047875	0	0	1
OR3A1	0.05709575	0	0	1
MBD5	-0.768676125	0	0	0
OR52B2	0.5155421250000001	0	0	0
OR1L1	NA	0	0	1
C2ORF83	NA	0	0	0
LOC285074	NA	0	0	0
CA5A	-1.205984	0	0	1
FAM55D	NA	0	0	0
CLDN22	NA	0	0	1
SYTL5	-0.674146	0	0	0
FAM71B	NA	0	0	1
IFNG	-0.122746	0	0	0
SERPINA7	0.3439865	0	0	1
CSH2	-0.137730875	0	0	0
LPA	0.059730375	0	0	0
APOC4	NA	0	0	0
MCART2	NA	0	0	0
KRTAP12-2	NA	0	0	1
KRT83	-0.35852649999999997	0	0	1
BPIL2	NA	0	0	0
GPBP1	NA	0	0	0
OR56A1	-0.21321525	0	0	1
OR5AU1	0.050624625000000006	0	0	0
BFSP2	-0.5483495	0	0	0
AZGP1P1	NA	0	0	0
CSN1S2A	NA	0	0	0
OR2T11	NA	0	0	0
OR5AS1	NA	0	0	1
ODZ3	NA	0	0	0
SCGB1A1	-1.1870349999999998	0	0	0
CELA2A	0.40354325	0	0	1
F13B	-0.36679375000000003	0	0	1
NPFF	NA	0	0	0
OR2Z1	NA	0	0	1
OR10G7	NA	0	0	1
OR52E2	NA	0	0	0
AHCTF1	-0.016759625	0	0	0
G6PC2	-0.517099125	0	0	1
OR6N2	NA	0	0	0
FAM187B	NA	0	0	0
SLC26A7	-0.8914292500000001	0	0	0
S100A7A	-0.83104225	0	0	0
SPACA1	NA	0	0	0
OR56A3	NA	0	0	1
OR1Q1	NA	0	0	1
OR2G2	-0.872758125	0	0	1
NKAIN1	NA	0	0	0
ADAM18	-0.432662375	0	0	0
SERPIND1	-0.20448675	0	0	0
OSBPL6	NA	0	0	1
OR6K3	NA	0	0	1
OR7G1	NA	0	0	1
OR2AE1	NA	0	0	1
AADACL2	NA	0	0	0
DNAJB3	NA	0	0	0
DMRTC1B	NA	0	0	0
ADAM20	-0.7200813749999999	0	0	1
SSX1	-1.16265925	0	1	0
IMPG1	-0.2504445	0	0	0
OR1L3	NA	0	0	1
WFDC11	0.06564562500000001	0	0	0
KALRN	-0.304109125	0	0	0
OR5B21	NA	0	0	1
RHCE	-1.5847855	0	0	1
SLC24A1	-0.628447625	0	0	0
TCEAL6	NA	0	0	1
CCDC70	NA	0	0	1
TUSC5	-1.0810680000000001	0	0	0
OR7E24	0.583457875	0	0	1
OR2T12	-0.7387743333335	0	0	0
KERA	0.308290375	0	0	1
OPN1MW	0.27859325	0	0	0
NBPF7	NA	0	0	1
DEFB118	NA	0	0	1
BCL2L15	-3.298559875	0	0	0
GZMK	-0.445483125	0	0	0
PGLYRP2	-0.89987075	0	0	0
RBM44	NA	0	0	1
WFDC10A	0.18174137499999998	0	0	1
FLJ44082	NA	0	0	0
TAS2R39	-0.847533875	0	0	0
OR56B4	NA	0	0	1
OR4D6	NA	0	0	1
SULT2A1	-0.700592	0	0	0
OR4C3	0.30910625	0	0	1
CACNG5	-1.995036208335	0	0	1
MAGEC1	NA	0	0	0
ADIPOQ	NA	0	0	0
UGT2B15	-0.611031	0	0	0
CRYBB3	NA	0	0	0
MYH1	NA	0	0	0
HSD17B3	-0.617796	0	0	0
ITIH1	-1.177790625	0	0	0
ART1	-0.045818625	0	0	0
TSSK4	-0.9254829583335	0	0	0
RHO	-0.95202	0	0	0
EPYC	NA	0	0	1
CLIC5	-0.144633625	0	0	0
OR5H1	NA	0	0	1
C2ORF82	NA	0	0	1
DEFA6	-1.057594833335	0	0	0
IAPP	-3.298559875	0	0	0
GSTA5	NA	0	0	0
ESRRB	-0.6891295416665	0	0	0
SLFNL1	NA	0	0	0
OR10K1	NA	0	0	1
COL6A6	NA	0	0	1
SLC34A1	-0.048754625	0	0	0
TFR2	0.053393375	0	0	0
OR4K2	NA	0	0	0
OR5K4	NA	0	0	0
TPSB2	0.06561349999999999	0	0	1
SCGB1D2	NA	0	0	0
SPINK7	-0.2651441666665	0	0	0
PRB1	0.032674125	0	0	0
PTX4	NA	0	0	0
HIST1H2AA	NA	0	0	1
OLFM4	NA	0	0	0
CTAGE4	-1.52875225	0	0	0
AK127627	NA	0	0	0
TAS2R7	-0.803311125	0	0	1
DAZL	0.540463625	0	0	1
KRT76	0.3546295	0	0	0
DKFZP434P0216	NA	0	0	0
LOC619207	NA	0	0	0
ZP1	NA	0	0	0
SERPINB3	-0.750482125	0	0	0
SPATA19	NA	0	0	0
ASAH2	-1.356765625	0	0	0
OR13C3	-0.7404242083335	0	0	1
DEFA4	-1.2615483749999998	0	0	1
OR1J4	NA	0	0	1
OR9I1	NA	0	0	1
KRTAP6-3	NA	0	0	1
OR2AG1	NA	0	0	0
XCR1	0.242744375	0	0	0
SERPINA4	-0.34131775	0	0	0
GPRC5D	-0.63557525	0	0	0
DEFA3	-0.28729150000000003	0	0	1
TRA@	NA	0	0	0
OR6W1P	0.2499225	0	0	0
EPS8L3	0.070821875	0	0	0
HPR	-0.226487625	0	0	0
GPR151	-0.324417625	0	0	0
CELA2B	-0.368436625	0	0	1
IL29	NA	0	0	0
TRIM42	-1.399175875	0	0	1
OR4S1	NA	0	0	1
TG	-0.35987662499999995	0	0	0
SERPINF2	-0.1354845	0	0	0
P450-CYP21B	NA	0	0	0
SCGBL	NA	0	0	0
ACRV1	NA	0	0	1
IBSP	NA	0	0	0
GYPA	NA	0	0	0
TBX10	-0.65220075	0	0	1
CCL16	-0.35411112499999997	0	0	0
SPATA9	NA	0	0	1
OR52A5	-1.09815675	0	0	1
ARR3	NA	0	0	1
FGF23	0.29554	0	0	0
OR2M7	NA	0	0	1
HRNBP3	NA	0	0	0
LINGO2	NA	0	0	0
HBG1	0.116425375	0	0	1
ZIM3	-2.7316115	0	0	0
OR5H15	NA	0	0	1
OR5J2	NA	0	0	1
CMTM5	-0.494423	0	0	0
GUCY2F	-0.0868865	0	0	0
OR5L2	NA	0	0	1
IL3	-0.46094124999999997	0	0	0
GLYATL2	NA	0	0	0
NPIPL3	NA	0	0	1
FAM12A	NA	0	0	0
LILRB5	-1.1896445	0	0	1
UTS2	NA	0	0	0
LYG1	NA	0	0	0
OR1J2	-1.000342625	0	0	1
OR8K3	NA	0	0	1
SSX2	-0.474186125	0	1	0
OR10A7	NA	0	0	0
SLC5A4	0.2031455	0	0	1
UPP2	NA	0	0	0
OTOA	NA	0	0	0
CSHL1	-0.41154025	0	0	0
COX4I2	-0.4815545	0	0	0
OR8U8	-0.115747375	0	0	0
GCNT7	NA	0	0	1
KRT20	-0.166040875	0	0	0
DEFB119	NA	0	0	1
C3ORF48	NA	0	0	0
OR4F4	NA	0	0	1
THRSP	-0.7291704583335	0	0	0
UBL4B	-0.362257625	0	0	0
OR5M3	NA	0	0	1
IL9R	-0.5480545	0	0	0
S100G	-0.37592712500000003	0	0	0
OR5D16	NA	0	0	1
OR10G2	NA	0	0	1
POU5F2	0.039295875	0	0	0
PDE6B	-0.556030625	0	0	0
SVOPL	NA	0	0	0
MGC26484	NA	0	0	0
APOA4	-0.232994125	0	0	0
TXNDC3	NA	0	0	0
NANOS2	NA	0	0	0
SCGB1D4	NA	0	0	0
CCBP2	NA	0	0	1
CYP4A22	-0.68985575	0	0	1
CIB3	-0.36884575	0	0	1
OR4F15	NA	0	0	0
CST4	-0.21055637500000002	0	0	1
AIPL1	-0.168190125	0	0	0
SLC6A18	0.456876	0	0	0
RIMBP2	NA	0	0	1
LOC339047	NA	0	0	0
C20ORF114	NA	0	0	0
PAEP	-0.801112375	0	0	0
OR6C3	NA	0	0	1
VN1R10P	-1.29044625	0	0	0
OR4F5	NA	0	0	1
STRA8	NA	0	0	0
GKN2	NA	0	0	0
TEX12	NA	0	0	0
CLCNKB	0.236151	0	0	0
CCL15	-1.695259625	0	0	0
OR10X1	-0.741543625	0	0	1
C20ORF186	NA	0	0	0
TCF23	NA	0	0	0
TFF2	-0.34377349999999995	0	0	0
KNG1	-1.078457125	0	0	0
OR8B8	-0.53163475	0	0	1
OR2T8	-0.428280875	0	0	0
CLEC12B	NA	0	0	0
TMPRSS11B	-1.27025625	0	0	0
ABCG8	-0.20646925	0	0	0
TAS2R10	-0.94751925	0	0	1
GNRH1	NA	0	0	0
HBE1	-0.263023125	0	0	1
SNX29	-0.539443875	0	0	0
CXCL13	-0.36492125	0	0	0
SFTPD	-1.075991125	0	0	0
OR5B3	NA	0	0	1
CTSW	-0.75276875	0	0	0
REP15	NA	0	0	0
FGG	-1.237171	0	0	1
ZNF716	-1.777511875	0	0	1
CSN2	-0.05434825	0	0	0
PROK1	NA	0	0	0
DSG4	-1.119427375	0	0	1
HSFY1	-1.26970275	0	0	0
GRIK4	-0.028106625	0	0	0
PPP1R1C	-0.8172740000000001	0	0	1
SERPINA12	-1.1171238749999999	0	0	0
CLRN2	NA	0	0	1
FLJ44635	NA	0	0	0
CSNK1A1L	-0.38226737499999996	0	0	1
PLGLB1	-0.782293625	0	0	0
OR2A2	0.583457875	0	0	1
PAK6	-0.527648	0	0	0
OR2Y1	NA	0	0	0
GOLGA6L6	NA	0	0	0
OR1L6	-0.123657	0	0	1
LYPD8	NA	0	0	0
CHRM5	-0.20009225	0	0	0
LCE2D	NA	0	0	1
C18ORF58	NA	0	0	0
PATE2	NA	0	0	1
ARHGEF34P	-0.1549353333335	0	0	0
OR10K2	-0.9651375	0	0	1
VCX3B	-1.1183192499999999	0	0	1
PTH	-0.528172875	0	0	0
MRGPRX2	0.26697737499999996	0	0	1
SCGB2A1	NA	0	0	0
SGK269	NA	0	0	0
WFDC9	-0.206646625	0	0	1
POU1F1	0.148533	0	0	0
FAM24A	NA	0	0	1
CTRC	-0.1389825	0	0	0
NPS	NA	0	0	0
EDDM3B	NA	0	0	0
H1FOO	0.124714	0	0	1
CHST5	-1.5207765	0	0	0
LRRD1	NA	0	0	0
OR5C1	-0.619767875	0	0	1
REG1B	-0.29910899999999996	0	0	0
OR7G2	0.1416015	0	0	1
SERPINB7	0.24334275	0	0	0
MCF2	-0.953895625	0	0	0
CEP170L	NA	0	0	0
ARHGEF18	-0.359296125	0	0	0
GDPD3	NA	0	0	0
C8A	-0.695546625	0	0	1
KLK3	-0.641654375	0	0	0
LRRC31	NA	0	0	0
DNAJB7	NA	0	0	0
IL36A	-0.48505462499999996	0	0	1
ETFB	-0.388544875	0	0	0
SBNO1	-0.6064482499999999	0	0	0
PRM1	NA	0	0	1
AMELX	0.059936625	0	0	1
CEACAM8	-0.17978387499999998	0	0	0
GPR52	0.178163375	0	0	1
CADM2	NA	0	0	0
PNLIPRP2	0.15810275000000001	0	0	0
SSX4B	-0.926749125	0	0	1
JAKMIP3	NA	0	0	0
OR9Q2	0.0391065	0	0	1
NBPF4	NA	0	0	1
OR3A2	-0.278502875	0	0	1
CPB1	-0.986827	0	0	0
ZNF676	-1.25102125	0	0	0
ACTL7B	0.20791062500000002	0	0	1
NPY6R	NA	0	0	1
