Gene	noncoding_mutation_rate	TSG	OG	NG
OR8S1	2.50E-06	0	0	1
PRSS58	NA	0	0	1
KRTAP10-7	2.86E-06	0	0	1
ZNF735	NA	0	0	1
OR11G2	6.37E-06	0	0	0
TAAR5	3.31E-06	0	0	1
TAAR1	3.31E-06	0	0	1
AC005017.2	NA	0	0	0
SLC7A13	5.95E-06	0	0	1
TGM4	1.79E-06	0	0	0
OR2AG2	3.23E-06	0	0	1
NLRP8	3.88E-06	0	0	0
NGEF	2.36E-06	0	0	0
OCLM	3.74E-06	0	0	1
OR4K17	7.17E-06	0	0	0
PGAM4	2.83E-06	0	0	0
TMPRSS5	2.76E-06	0	0	0
KRTAP5-2	NA	0	0	1
AX747985	NA	0	0	0
DGKB	5.78E-06	0	0	0
SFTPA1	2.62E-06	0	0	1
OR10H1	3.15E-06	0	0	1
PRSS55	2.76E-06	0	0	1
C2ORF51	6.03E-06	0	0	0
FABP1	4.83E-06	0	0	0
RBMXL2	3.28E-06	0	0	1
SCHIP1	5.29E-06	0	0	0
PAGE1	3.82E-06	0	0	0
TLR6	2.22E-06	0	0	0
OR13D1	2.97E-06	0	0	1
TBC1D26	3.22E-06	0	0	1
TCRB	NA	0	0	0
ACSM2A	3.37E-06	0	0	0
TRIM75	NA	0	0	0
IL36RN	NA	0	0	1
C3ORF35	1.96E-06	0	0	1
HHLA1	NA	0	0	1
OR11H1	1.23E-05	0	0	0
SLC10A2	4.38E-06	0	0	1
KRTAP5-3	NA	0	0	1
TRIML1	6.83E-06	0	0	0
PRSS45	1.72E-06	0	0	1
KRT12	2.70E-06	0	0	0
OR7E5P	NA	0	0	0
OR10W1	4.14E-06	0	0	1
KRTAP9-8	2.87E-06	0	0	1
TMEM81	2.73E-06	0	0	0
SLC28A3	2.66E-06	0	0	0
IL37	NA	0	0	0
MAP3K15	2.65E-06	0	0	0
OR10H2	3.22E-06	0	0	1
LUZP4	3.43E-06	0	0	0
OR5P3	3.20E-06	0	0	1
RFPL1	2.11E-06	0	0	0
FER1L4	NA	0	0	0
OR52N4	4.85E-06	0	0	1
OR52N1	4.60E-06	0	0	1
SPINK14	2.74E-06	0	0	1
OVGP1	2.41E-06	0	0	0
KRT71	2.03E-06	0	0	1
GRXCR1	6.24E-06	0	0	1
PRSS1	3.94E-06	0	0	0
ALAS2	3.87E-06	0	0	1
GJA9	2.53E-06	0	0	0
SPACA7	NA	0	0	0
OR5AN1	3.84E-06	0	0	1
TPD52L3	2.12E-06	0	0	0
DEFB132	3.06E-06	0	0	1
PMP2	3.33E-06	0	0	0
OR6C2	3.49E-06	0	0	1
OR52B4	4.63E-06	0	0	1
LEUTX	NA	0	0	1
FAR2	3.98E-06	0	0	0
OR4C16	1.06E-05	0	0	1
OSTN	5.32E-06	0	0	1
ACSM1	3.24E-06	0	0	0
CDH20	4.01E-06	0	0	0
CDHR5	2.89E-06	0	0	0
RGS3	2.30E-06	0	0	0
ZSCAN5A	4.41E-06	0	0	1
DDX4	2.32E-06	0	0	0
USP17L2	5.87E-06	0	0	0
PPIP5K2	2.92E-06	0	0	0
LRRC7	4.77E-06	0	0	0
FABP2	3.25E-06	0	0	1
MARCH8	2.68E-06	0	0	0
AC078899.1	NA	0	0	0
ZNF713	5.98E-06	0	0	1
RGS21	5.68E-06	0	0	1
PPP1R2P9	NA	0	0	0
KRTAP6-2	4.68E-06	0	0	1
LMAN1L	2.37E-06	0	0	0
PI3	2.31E-06	0	0	0
TGM7	2.09E-06	0	0	0
OR2D2	3.20E-06	0	0	1
OR52M1	5.00E-06	0	0	1
SLC22A6	2.85E-06	0	0	0
C20ORF107	4.00E-06	0	0	0
SSX7	3.12E-06	0	0	1
KCNK16	3.40E-06	0	0	1
KRTAP5-4	NA	0	0	1
FAM75A6	NA	0	0	0
CRISP3	6.51E-06	0	0	0
OR9K2	3.76E-06	0	0	0
OR10C1	3.86E-06	0	0	1
HBB	5.16E-06	0	0	0
CGB5	2.74E-06	0	0	0
POU6F1	2.31E-06	0	0	0
OR4K15	8.00E-06	0	0	0
IL1F8	3.52E-06	0	0	0
CYP4F8	3.30E-06	0	0	1
ACE2	2.36E-06	0	0	1
CYLC1	5.58E-06	0	0	1
OR52A4	5.15E-06	0	0	1
OR2H1	3.86E-06	0	0	1
HEATR7B2	5.47E-06	0	0	0
OR5A2	3.84E-06	0	0	1
GRM5	4.66E-06	0	0	1
OR4E2	3.17E-06	0	0	0
CYP2C9	2.44E-06	0	0	1
CYP2C8	2.44E-06	0	0	1
PTPN20A	NA	0	0	0
OR51G2	5.31E-06	0	0	1
KRT86	2.07E-06	0	0	1
NOX1	2.67E-06	0	0	0
OR4D2	2.24E-06	0	0	1
SPIC	3.44E-06	0	0	0
PDXDC2	NA	0	0	0
C18ORF20	NA	0	0	0
SLC10A1	2.45E-06	0	0	0
PLEKHG4B	6.47E-06	0	0	1
OR5M10	NA	0	0	1
EDA2R	5.53E-06	0	0	0
SPACA3	3.47E-06	0	0	0
KRTAP19-6	4.68E-06	0	0	1
KRT25	2.59E-06	0	0	1
OR5R1	NA	0	0	1
FLJ43860	3.94E-06	0	0	0
CABP2	3.61E-06	0	0	0
C10ORF129	2.40E-06	0	0	1
KRT35	2.82E-06	0	0	0
OR8J3	8.87E-06	0	0	1
CAPSL	4.33E-06	0	0	0
DEFB112	7.11E-06	0	0	1
OR8B4	4.02E-06	0	0	1
OR13C2	3.21E-06	0	0	1
BRS3	2.86E-06	0	0	0
OCM	2.87E-06	0	0	0
DNEL2	NA	0	0	0
CALN1	7.97E-06	0	0	0
SPP2	2.58E-06	0	0	0
FRMPD2L1	NA	0	0	0
VWA3A	3.44E-06	0	0	0
OR13H1	3.36E-06	0	0	1
GARNL3	2.08E-06	0	0	0
SYT16	3.12E-06	0	0	0
NLRP4	3.80E-06	0	0	0
KLRC1	3.20E-06	0	0	0
GFRAL	5.38E-06	0	0	0
DCST1	2.39E-06	0	0	1
TSSK1B	2.83E-06	0	0	0
DCD	3.77E-06	0	0	0
DDX53	3.13E-06	0	0	0
OR6C75	3.62E-06	0	0	1
DDC	4.02E-06	0	0	0
CST11	4.35E-06	0	0	1
KRT38	2.85E-06	0	0	1
PRB3	2.85E-06	0	0	1
OR6A2	3.20E-06	0	0	0
MYADML	NA	0	0	0
DEFB131	6.31E-06	0	0	1
DEFB115	1.08E-05	0	0	1
OR8B3	4.02E-06	0	0	0
FOXR1	2.27E-06	0	1	0
OR51F1	5.35E-06	0	0	0
AMY2B	6.96E-06	0	0	0
TAAR6	3.29E-06	0	0	1
XCL2	2.97E-06	0	0	0
ANGPTL6	2.39E-06	0	0	1
ZNF705A	5.92E-06	0	0	1
UMOD	3.39E-06	0	0	0
DSPP	2.44E-06	0	0	1
GALNT1	2.54E-06	0	0	0
ALB	2.72E-06	0	0	0
SELP	3.23E-06	0	0	0
HTN3	3.83E-06	0	0	0
RBMXL3	NA	0	0	1
LRRC69	NA	0	0	1
ACTL8	2.62E-06	0	0	1
OR3A1	3.12E-06	0	0	1
MBD5	2.55E-06	0	0	0
OR52B2	3.92E-06	0	0	0
OR1L1	2.89E-06	0	0	1
C2ORF83	3.54E-06	0	0	0
LOC285074	NA	0	0	0
CA5A	3.91E-06	0	0	1
FAM55D	3.89E-06	0	0	0
CLDN22	NA	0	0	1
SYTL5	2.79E-06	0	0	0
FAM71B	3.59E-06	0	0	1
IFNG	3.31E-06	0	0	0
SERPINA7	4.62E-06	0	0	1
CSH2	2.20E-06	0	0	0
LPA	3.56E-06	0	0	0
APOC4	2.68E-06	0	0	0
MCART2	2.72E-06	0	0	0
KRTAP12-2	2.86E-06	0	0	1
KRT83	2.06E-06	0	0	1
BPIL2	3.15E-06	0	0	0
GPBP1	2.31E-06	0	0	0
OR56A1	4.12E-06	0	0	1
OR5AU1	2.73E-06	0	0	0
BFSP2	3.29E-06	0	0	0
AZGP1P1	NA	0	0	0
CSN1S2A	NA	0	0	0
OR2T11	NA	0	0	0
OR5AS1	9.75E-06	0	0	1
ODZ3	4.27E-06	0	0	0
SCGB1A1	2.40E-06	0	0	0
CELA2A	1.75E-06	0	0	1
F13B	5.03E-06	0	0	1
NPFF	2.70E-06	0	0	0
OR2Z1	3.72E-06	0	0	1
OR10G7	4.31E-06	0	0	1
OR52E2	5.21E-06	0	0	0
AHCTF1	3.11E-06	0	0	0
G6PC2	2.32E-06	0	0	1
OR6N2	6.38E-06	0	0	0
FAM187B	2.44E-06	0	0	0
SLC26A7	6.52E-06	0	0	0
S100A7A	3.46E-06	0	0	0
SPACA1	3.22E-06	0	0	0
OR56A3	4.35E-06	0	0	1
OR1Q1	2.87E-06	0	0	1
OR2G2	NA	0	0	1
NKAIN1	2.07E-06	0	0	0
ADAM18	3.56E-06	0	0	0
SERPIND1	4.57E-06	0	0	0
OSBPL6	3.11E-06	0	0	1
OR6K3	6.42E-06	0	0	1
OR7G1	3.88E-06	0	0	1
OR2AE1	2.84E-06	0	0	1
AADACL2	3.16E-06	0	0	0
DNAJB3	NA	0	0	0
DMRTC1B	3.65E-06	0	0	0
ADAM20	2.81E-06	0	0	1
SSX1	2.92E-06	0	1	0
IMPG1	3.89E-06	0	0	0
OR1L3	2.89E-06	0	0	1
WFDC11	2.54E-06	0	0	0
KALRN	3.03E-06	0	0	0
OR5B21	4.32E-06	0	0	1
RHCE	1.72E-06	0	0	1
SLC24A1	2.06E-06	0	0	0
TCEAL6	4.19E-06	0	0	1
CCDC70	2.61E-06	0	0	1
TUSC5	2.88E-06	0	0	0
OR7E24	3.80E-06	0	0	1
OR2T12	NA	0	0	0
KERA	3.35E-06	0	0	1
OPN1MW	NA	0	0	0
NBPF7	3.17E-06	0	0	1
DEFB118	9.08E-06	0	0	1
BCL2L15	2.24E-06	0	0	0
GZMK	2.50E-06	0	0	0
PGLYRP2	3.40E-06	0	0	0
RBM44	2.12E-06	0	0	1
WFDC10A	NA	0	0	1
FLJ44082	NA	0	0	0
TAS2R39	3.54E-06	0	0	0
OR56B4	3.92E-06	0	0	1
OR4D6	3.84E-06	0	0	1
SULT2A1	2.74E-06	0	0	0
OR4C3	5.64E-06	0	0	1
CACNG5	2.55E-06	0	0	1
MAGEC1	6.49E-06	0	0	0
ADIPOQ	2.76E-06	0	0	0
UGT2B15	4.68E-06	0	0	0
CRYBB3	3.02E-06	0	0	0
MYH1	3.19E-06	0	0	0
HSD17B3	2.26E-06	0	0	0
ITIH1	1.59E-06	0	0	0
ART1	4.57E-06	0	0	0
TSSK4	2.23E-06	0	0	0
RHO	3.26E-06	0	0	0
EPYC	3.42E-06	0	0	1
CLIC5	3.65E-06	0	0	0
OR5H1	4.70E-06	0	0	1
C2ORF82	2.36E-06	0	0	1
DEFA6	5.88E-06	0	0	0
IAPP	NA	0	0	0
GSTA5	2.56E-06	0	0	0
ESRRB	2.30E-06	0	0	0
SLFNL1	2.06E-06	0	0	0
OR10K1	6.46E-06	0	0	1
COL6A6	4.24E-06	0	0	1
SLC34A1	3.11E-06	0	0	0
TFR2	3.11E-06	0	0	0
OR4K2	8.82E-06	0	0	0
OR5K4	4.48E-06	0	0	0
TPSB2	2.67E-06	0	0	1
SCGB1D2	2.35E-06	0	0	0
SPINK7	2.69E-06	0	0	0
PRB1	2.79E-06	0	0	0
PTX4	2.48E-06	0	0	0
HIST1H2AA	2.83E-06	0	0	1
OLFM4	4.75E-06	0	0	0
CTAGE4	3.86E-06	0	0	0
AK127627	NA	0	0	0
TAS2R7	3.15E-06	0	0	1
DAZL	2.77E-06	0	0	1
KRT76	2.01E-06	0	0	0
DKFZP434P0216	NA	0	0	0
LOC619207	NA	0	0	0
ZP1	2.87E-06	0	0	0
SERPINB3	3.42E-06	0	0	0
SPATA19	5.06E-06	0	0	0
ASAH2	3.12E-06	0	0	0
OR13C3	3.49E-06	0	0	1
DEFA4	5.88E-06	0	0	1
OR1J4	2.84E-06	0	0	1
OR9I1	NA	0	0	1
KRTAP6-3	4.68E-06	0	0	1
OR2AG1	3.20E-06	0	0	0
XCR1	1.78E-06	0	0	0
SERPINA4	3.11E-06	0	0	0
GPRC5D	2.75E-06	0	0	0
DEFA3	6.90E-06	0	0	1
TRA@	NA	0	0	0
OR6W1P	NA	0	0	0
EPS8L3	1.68E-06	0	0	0
HPR	2.40E-06	0	0	0
GPR151	2.33E-06	0	0	0
CELA2B	1.71E-06	0	0	1
IL29	2.54E-06	0	0	0
TRIM42	3.80E-06	0	0	1
OR4S1	5.64E-06	0	0	1
TG	3.26E-06	0	0	0
SERPINF2	2.15E-06	0	0	0
P450-CYP21B	NA	0	0	0
SCGBL	2.54E-06	0	0	0
ACRV1	2.67E-06	0	0	1
IBSP	2.51E-06	0	0	0
GYPA	5.45E-06	0	0	0
TBX10	3.83E-06	0	0	1
CCL16	2.76E-06	0	0	0
SPATA9	2.41E-06	0	0	1
OR52A5	5.15E-06	0	0	1
ARR3	3.11E-06	0	0	1
FGF23	3.23E-06	0	0	0
OR2M7	NA	0	0	1
HRNBP3	NA	0	0	0
LINGO2	5.50E-06	0	0	0
HBG1	5.16E-06	0	0	1
ZIM3	4.13E-06	0	0	0
OR5H15	4.70E-06	0	0	1
OR5J2	8.87E-06	0	0	1
CMTM5	2.19E-06	0	0	0
GUCY2F	3.18E-06	0	0	0
OR5L2	1.05E-05	0	0	1
IL3	1.86E-06	0	0	0
GLYATL2	4.17E-06	0	0	0
NPIPL3	3.21E-06	0	0	1
FAM12A	NA	0	0	0
LILRB5	5.64E-06	0	0	1
UTS2	1.96E-06	0	0	0
LYG1	2.68E-06	0	0	0
OR1J2	2.84E-06	0	0	1
OR8K3	8.42E-06	0	0	1
SSX2	NA	0	1	0
OR10A7	3.71E-06	0	0	0
SLC5A4	2.87E-06	0	0	1
UPP2	2.26E-06	0	0	0
OTOA	3.27E-06	0	0	0
CSHL1	2.20E-06	0	0	0
COX4I2	5.03E-06	0	0	0
OR8U8	6.90E-06	0	0	0
GCNT7	4.15E-06	0	0	1
KRT20	2.70E-06	0	0	0
DEFB119	9.08E-06	0	0	1
C3ORF48	NA	0	0	0
OR4F4	NA	0	0	1
THRSP	2.68E-06	0	0	0
UBL4B	1.89E-06	0	0	0
OR5M3	NA	0	0	1
IL9R	NA	0	0	0
S100G	2.47E-06	0	0	0
OR5D16	1.02E-05	0	0	1
OR10G2	3.17E-06	0	0	1
POU5F2	2.94E-06	0	0	0
PDE6B	3.46E-06	0	0	0
SVOPL	3.22E-06	0	0	0
MGC26484	NA	0	0	0
APOA4	2.51E-06	0	0	0
TXNDC3	5.13E-06	0	0	0
NANOS2	2.20E-06	0	0	0
SCGB1D4	2.35E-06	0	0	0
CCBP2	2.01E-06	0	0	1
CYP4A22	2.32E-06	0	0	1
CIB3	2.88E-06	0	0	1
OR4F15	NA	0	0	0
CST4	4.56E-06	0	0	1
AIPL1	2.86E-06	0	0	0
SLC6A18	5.76E-06	0	0	0
RIMBP2	5.73E-06	0	0	1
LOC339047	NA	0	0	0
C20ORF114	2.43E-06	0	0	0
PAEP	3.52E-06	0	0	0
OR6C3	3.62E-06	0	0	1
VN1R10P	NA	0	0	0
OR4F5	7.54E-06	0	0	1
STRA8	2.23E-06	0	0	0
GKN2	2.34E-06	0	0	0
TEX12	2.17E-06	0	0	0
CLCNKB	2.36E-06	0	0	0
CCL15	2.76E-06	0	0	0
OR10X1	6.44E-06	0	0	1
C20ORF186	2.42E-06	0	0	0
TCF23	1.98E-06	0	0	0
TFF2	2.45E-06	0	0	0
KNG1	2.66E-06	0	0	0
OR8B8	3.85E-06	0	0	1
OR2T8	NA	0	0	0
CLEC12B	3.56E-06	0	0	0
TMPRSS11B	4.08E-06	0	0	0
ABCG8	2.23E-06	0	0	0
TAS2R10	3.15E-06	0	0	1
GNRH1	3.46E-06	0	0	0
HBE1	5.16E-06	0	0	1
SNX29	2.44E-06	0	0	0
CXCL13	2.19E-06	0	0	0
SFTPD	2.83E-06	0	0	0
OR5B3	4.25E-06	0	0	1
CTSW	2.04E-06	0	0	0
REP15	2.53E-06	0	0	0
FGG	4.40E-06	0	0	1
ZNF716	NA	0	0	1
CSN2	3.92E-06	0	0	0
PROK1	2.20E-06	0	0	0
DSG4	3.16E-06	0	0	1
HSFY1	NA	0	0	0
GRIK4	2.72E-06	0	0	0
PPP1R1C	3.20E-06	0	0	1
SERPINA12	3.11E-06	0	0	0
CLRN2	3.67E-06	0	0	1
FLJ44635	2.71E-06	0	0	0
CSNK1A1L	3.95E-06	0	0	1
PLGLB1	NA	0	0	0
OR2A2	3.78E-06	0	0	1
PAK6	2.00E-06	0	0	0
OR2Y1	5.14E-06	0	0	0
GOLGA6L6	NA	0	0	0
OR1L6	2.89E-06	0	0	1
LYPD8	NA	0	0	0
CHRM5	3.07E-06	0	0	0
LCE2D	4.05E-06	0	0	1
C18ORF58	NA	0	0	0
PATE2	2.63E-06	0	0	1
ARHGEF34P	NA	0	0	0
OR10K2	6.46E-06	0	0	1
VCX3B	2.36E-06	0	0	1
PTH	2.69E-06	0	0	0
MRGPRX2	2.86E-06	0	0	1
SCGB2A1	2.31E-06	0	0	0
SGK269	2.54E-06	0	0	0
WFDC9	2.54E-06	0	0	1
POU1F1	5.38E-06	0	0	0
FAM24A	2.73E-06	0	0	1
CTRC	1.75E-06	0	0	0
NPS	2.78E-06	0	0	0
EDDM3B	2.85E-06	0	0	0
H1FOO	3.26E-06	0	0	1
CHST5	3.07E-06	0	0	0
LRRD1	NA	0	0	0
OR5C1	2.89E-06	0	0	1
REG1B	1.01E-05	0	0	0
OR7G2	3.88E-06	0	0	1
SERPINB7	3.80E-06	0	0	0
MCF2	4.37E-06	0	0	0
CEP170L	NA	0	0	0
ARHGEF18	2.50E-06	0	0	0
GDPD3	NA	0	0	0
C8A	3.30E-06	0	0	1
KLK3	3.54E-06	0	0	0
LRRC31	3.14E-06	0	0	0
DNAJB7	NA	0	0	0
IL36A	NA	0	0	1
ETFB	3.67E-06	0	0	0
SBNO1	2.33E-06	0	0	0
PRM1	1.76E-06	0	0	1
AMELX	NA	0	0	1
CEACAM8	3.46E-06	0	0	0
GPR52	NA	0	0	1
CADM2	6.46E-06	0	0	0
PNLIPRP2	3.97E-06	0	0	0
SSX4B	2.89E-06	0	0	1
JAKMIP3	3.86E-06	0	0	0
OR9Q2	4.00E-06	0	0	1
NBPF4	NA	0	0	1
OR3A2	3.12E-06	0	0	1
CPB1	4.39E-06	0	0	0
ZNF676	8.68E-06	0	0	0
ACTL7B	2.24E-06	0	0	1
NPY6R	NA	0	0	1
KRTAP5-11	4.44E-06	0	0	1
ATP10B	2.89E-06	0	0	0
GSTA3	2.53E-06	0	0	0
C14ORF180	2.74E-06	0	0	0
GDF9	1.67E-06	0	0	0
SPINLW1	2.46E-06	0	0	0
TGIF2LX	6.87E-06	0	0	0
LGALS17A	NA	0	0	0
PKD1L2	2.43E-06	0	0	0
NLRP7	4.51E-06	0	0	0
MAGEA1	2.78E-06	0	0	0
CYLC2	7.28E-06	0	0	1
UGT2B11	4.79E-06	0	0	0
C9ORF24	2.04E-06	0	0	1
OR4F17	5.15E-06	0	0	0
OR10R2	6.46E-06	0	0	1
METTL11B	NA	0	0	0
FAM82A1	1.93E-06	0	0	0
TNN	4.59E-06	0	0	0
OR6Y1	6.44E-06	0	0	1
OR1S2	4.00E-06	0	0	1
OPALIN	1.93E-06	0	0	1
OR4A47	6.76E-06	0	0	1
OR8H1	8.42E-06	0	0	1
TSPAN18	2.63E-06	0	0	0
KRTAP10-3	2.84E-06	0	0	1
SPATA16	4.54E-06	0	0	1
VN1R5	NA	0	0	0
HORMAD1	2.66E-06	0	0	0
OR56B1	4.85E-06	0	0	1
OR2L5	NA	0	0	0
GCM1	2.45E-06	0	0	1
OR5D13	1.05E-05	0	0	1
OR10H3	3.22E-06	0	0	1
SMN1	NA	0	0	0
TEKT5	2.10E-06	0	0	0
CRISP1	6.77E-06	0	0	1
GPR179	3.25E-06	0	0	0
DRD3	2.94E-06	0	0	1
OR8G1	4.15E-06	0	0	0
TRIM31	2.97E-06	0	0	0
ERVW-1	NA	0	0	0
DEFB4	NA	0	0	0
CTC-338M12.7	NA	0	0	0
CYP21A2	NA	0	0	1
RFPL4A	NA	0	0	1
AANAT	2.30E-06	0	0	0
CLDN18	4.20E-06	0	0	0
CHRNA10	4.57E-06	0	0	0
SLC36A3	1.87E-06	0	0	0
ALPP	2.65E-06	0	0	0
MEP1A	3.06E-06	0	0	0
ECT2L	2.22E-06	0	0	0
CPNE6	2.23E-06	0	0	0
ZP2	3.15E-06	0	0	1
ANKRD30A	7.99E-06	0	0	0
CDH17	3.05E-06	0	1	0
OR2D3	3.20E-06	0	0	1
OR1C1	NA	0	0	0
CNGA2	3.95E-06	0	0	1
RNF186	1.91E-06	0	0	1
NLRP11	3.78E-06	0	0	1
CPA2	2.19E-06	0	0	0
OR2A25	3.65E-06	0	0	1
MYH4	3.18E-06	0	0	1
OVCH1	4.16E-06	0	0	1
KRTAP10-10	2.86E-06	0	0	1
FLJ46321	3.78E-06	0	0	0
RBPJL	2.34E-06	0	0	0
TRIM64	NA	0	0	0
OR2J2	4.34E-06	0	0	1
TPTE2	5.92E-06	0	0	0
FOLR4	2.81E-06	0	0	1
GRK1	NA	0	0	0
OR1D2	3.10E-06	0	0	0
OR56A4	4.12E-06	0	0	1
OTC	2.44E-06	0	0	0
MGAT4C	6.26E-06	0	0	1
PSMB11	2.08E-06	0	0	0
TFDP2	2.57E-06	0	0	0
GIF	3.87E-06	0	0	0
RTL1	2.98E-06	0	0	0
OR11H12	1.46E-05	0	0	0
AZGP1	2.93E-06	0	0	0
OR1M1	3.88E-06	0	0	1
C18ORF26	3.02E-06	0	0	0
C6ORF127	2.10E-06	0	0	0
RNF133	3.40E-06	0	0	0
IGLL1	3.26E-06	0	0	0
KRTAP19-2	4.72E-06	0	0	1
KRTAP19-7	4.68E-06	0	0	1
MYO16	4.61E-06	0	0	0
KRT28	2.59E-06	0	0	1
SEMG2	2.31E-06	0	0	1
TP53TG5	2.40E-06	0	0	0
CNGB1	1.77E-06	0	0	0
CDHR3	2.59E-06	0	0	0
ZCWPW2	3.40E-06	0	0	0
CXORF59	4.44E-06	0	0	0
KLK1	3.54E-06	0	0	0
OR52J3	5.21E-06	0	0	1
DEFB121	8.32E-06	0	0	1
OR5V1	4.04E-06	0	0	1
WNT8B	2.13E-06	0	0	0
OR2B3	4.41E-06	0	0	1
APOH	2.37E-06	0	0	0
FAM151A	1.85E-06	0	0	1
REG3A	1.01E-05	0	0	0
C17ORF60	2.66E-06	0	0	0
OR2T33	NA	0	0	0
APOF	2.33E-06	0	0	0
COL10A1	NA	0	0	0
GATA1	3.13E-06	1	1	0
OR5B17	4.25E-06	0	0	1
FTMT	3.94E-06	0	0	1
TCP10	3.40E-06	0	0	1
OR6K6	6.38E-06	0	0	0
KRTAP21-2	4.43E-06	0	0	1
KRTAP21-1	4.43E-06	0	0	1
TMEM89	1.76E-06	0	0	0
DPPA3	5.11E-06	0	0	1
DPPA5	2.66E-06	0	0	0
PRB4	2.85E-06	0	0	0
ZNF733P	NA	0	0	0
OR2G6	NA	0	0	1
TRIM66	NA	0	0	0
CSTL1	4.35E-06	0	0	1
OR6S1	3.16E-06	0	0	0
AMBN	3.09E-06	0	0	0
AFM	2.57E-06	0	0	0
LGALS14	2.49E-06	0	0	1
OR5K1	4.53E-06	0	0	1
OR13G1	NA	0	0	1
BPY2	NA	0	0	0
KRTAP15-1	4.72E-06	0	0	1
C9ORF11	2.64E-06	0	0	0
CLEC1B	3.56E-06	0	0	0
OR5M11	NA	0	0	1
OR4C11	1.06E-05	0	0	1
OR4C12	1.05E-05	0	0	0
SCN10A	2.30E-06	0	0	0
OR2W1	4.41E-06	0	0	1
AGR3	2.42E-06	0	0	0
MS4A12	3.51E-06	0	0	0
PDHA2	5.39E-06	0	0	0
FAT3	4.61E-06	0	0	0
HIST1H1T	3.66E-06	0	0	0
OR2AT4	2.08E-06	0	0	1
LRIT3	2.81E-06	0	0	1
UBE2DNL	NA	0	0	0
DEFB107B	NA	0	0	0
SMR3A	3.27E-06	0	0	0
HMP19	2.63E-06	0	0	1
IL9	2.13E-06	0	0	0
FAM75A3	5.34E-06	0	0	0
HIST1H2BA	2.83E-06	0	0	0
OR6K2	6.42E-06	0	0	1
IFNA21	2.70E-06	0	0	1
FUT6	2.67E-06	0	0	0
HSFY2	NA	0	0	0
AX747879	NA	0	0	0
OR5AP2	NA	0	0	1
LCE2C	4.05E-06	0	0	1
GLYATL1	4.07E-06	0	0	0
PATE4	NA	0	0	1
PAPPA2	5.83E-06	0	0	0
KCNJ13	2.38E-06	0	0	0
CYP4A11	2.15E-06	0	0	1
OR2L2	NA	0	0	0
SLC35F4	3.29E-06	0	0	0
OR14A16	NA	0	0	0
LCE4A	4.05E-06	0	0	1
OR5M1	NA	0	0	1
MMP26	5.21E-06	0	0	0
TRPM8	2.57E-06	0	0	0
TRIM49D2	NA	0	0	0
XCL1	2.97E-06	0	0	0
TMEM202	2.22E-06	0	0	0
PLAC1L	3.84E-06	0	0	1
FAM205A	NA	0	0	1
HSD3B2	2.74E-06	0	0	0
FAM90A7	NA	0	0	0
KRTAP6-1	4.68E-06	0	0	1
SLC16A7	4.69E-06	0	0	1
MBD3L1	3.83E-06	0	0	0
KCNJ1	2.57E-06	0	0	1
SNRPGP15	NA	0	0	0
PATE3	NA	0	0	1
SLCO1C1	5.63E-06	0	0	1
OR10G3	3.13E-06	0	0	0
OR10G8	4.31E-06	0	0	1
CHIA	2.44E-06	0	0	0
SSX3	2.89E-06	0	0	0
MS4A5	3.56E-06	0	0	0
MPDZ	3.20E-06	0	0	0
CCL18	2.76E-06	0	0	0
TAS2R43	2.99E-06	0	0	1
COX7B2	7.31E-06	0	0	0
KRTAP8-1	4.43E-06	0	0	1
C17ORF74	2.22E-06	0	0	1
TMDC	NA	0	0	0
CDY1	NA	0	0	0
CCNB3	3.14E-06	0	0	0
OR51I1	5.22E-06	0	0	1
OR52I2	5.22E-06	0	0	1
ENTPD1	1.92E-06	0	0	0
CTAGE9	NA	0	0	1
TAS2R9	3.15E-06	0	0	1
BPIL1	2.41E-06	0	0	0
OR8I2	9.31E-06	0	0	1
CXORF23	2.52E-06	0	0	1
PDE6A	1.49E-06	0	0	0
IRGC	3.26E-06	0	0	1
CASP16P	NA	0	0	0
NLRP13	3.88E-06	0	0	1
DEFB127	3.10E-06	0	0	0
TAS2R42	2.91E-06	0	0	1
C4ORF7	3.48E-06	0	0	0
OR4A16	1.03E-05	0	0	0
SPINT4	2.62E-06	0	0	1
MUC7	3.22E-06	0	0	0
PPP2R2B	2.43E-06	0	0	0
GC	3.66E-06	0	0	0
NXF5	4.04E-06	0	0	0
RDH8	2.49E-06	0	0	1
PLUNC	2.43E-06	0	0	0
TAAR8	3.29E-06	0	0	1
TNP2	1.76E-06	0	0	1
ADAM2	3.72E-06	0	0	0
FAM179A	2.19E-06	0	0	1
CYP11B1	4.78E-06	0	0	1
TAS2R50	3.06E-06	0	0	1
OR51G1	5.31E-06	0	0	1
UGT2B10	4.95E-06	0	0	0
ZNF19	3.12E-06	0	0	1
PDC	3.79E-06	0	0	0
OR8B2	4.02E-06	0	0	0
OR4X1	5.01E-06	0	0	1
OR52R1	5.37E-06	0	0	1
IFITM5	3.24E-06	0	0	1
AGTR2	3.32E-06	0	0	0
H2AFB3	4.26E-06	0	0	0
OR2T2	NA	0	0	1
HDC	2.56E-06	0	0	0
OR1I1	3.15E-06	0	0	1
VN1R2	5.10E-06	0	0	1
RHAG	6.34E-06	0	0	0
OR2M5	NA	0	0	1
GPR119	2.73E-06	0	0	1
SOHLH1	3.38E-06	0	0	0
FATE1	3.80E-06	0	0	0
PMS2P12	NA	0	0	0
