Gene	Missense_entropy
THEM5	0.047454
MRGPRX1	0.238108
KNCN	0.031945
FGF6	0.227387
ELAVL4	0.129623
FIGF	0.073965
CLEC9A	0.093448
CARTPT	0.033269
RDH12	0.154199
TAS2R40	0.042987
ZG16B	0.187476
PGA3	0.03625
FRG2B	0.397213
ZNF439	0.105831
CHRNA9	0.093396
CARD18	0.111202
FAM132A	0.037355
CDX1	0.131512
GPR141	0.117468
AP000322.53	0
APOBEC3H	0.335423
SLC26A9	0.110942
IQSEC3	0.15987
SPO11	0.072306
C7ORF16	0.07931
CCL8	0.163746
PKD1L1	0.085843
CLDN14	0.063083
GRM4	0.130417
C2ORF85	0.070885
PRODH2	0.124759
CPLX3	0.060836
C7ORF45	0.133914
CCL3L1	0
HABP2	0.08404
PRAME	0.3131
OR1D5	0.047454
CMTM1	0.048728
MAEL	0.10066
CYP2W1	0.073809
SLC15A2	0.115963
GOLGA8B	0.260788
CXCL17	0.046222
CCL4L2	0
TMEM114	0.124298
MYT1	0.106384
C5ORF13	0.070083
AMZ1	0.105792
FETUB	0.143641
SH2D7	0.058071
LCE3A	0.185975
AMAC1	0.311341
CAMP	0.151301
PHACTR1	0.089828
KCNE2	0.146165
FYN	0.128593
ZNF534	0.147365
ST18	0.131991
SLC36A2	0.202885
PCBP3	0.107274
SMG1P4	0
LILRA4	0.149778
TNFRSF4	0.049601
CPA5	0.060828
TMOD1	0.072306
STON1-GTF2A1L	0.082139
HAPLN2	0.071151
TMEM14E	0.048728
HIGD1C	0.0
BET3L	0.046222
CDCP2	0.115644
ACSM5	0.208259
SFTPB	0.099854
CAPN8	0.032923
SAA1	0.455313
TTC36	0.050484
MATN4	0.165523
ZHX3	0.136869
KRT13	0.235036
CRLF2	0.191105
PGBD5	0.108228
C1QA	0.023427
PABPC1L2A	0.058892
OR4N2	0.265167
AQP12B	0.176648
IFNE	0.049598
DEFB1	0.048728
OR2C3	0.235479
MS4A3	0.0831
TCN1	0.151668
OXER1	0.077254
C5ORF53	0.182147
KLRC2	0.512273
BTBD16	0.377178
ZNF185	0.069573
NEU2	0.145443
LIFR	0.163288
HRG	0.558101
CAPN14	0.115885
KCNIP3	0.054079
COL20A1	0.11694
CRX	0.120723
TMEM236	0.181112
GNAT1	0.088546
HLA-DQA2	0.287041
GALNT8	0.127014
C15ORF55	0.170347
PIP	0.059167
GAST	0.149418
RGS13	0.121764
ITIH5L	0.048106
PSG9	0.169952
MATN1	0.087371
GPR1	0.094125
SLC12A1	0.085321
TAS2R14	0.081263
OR52K1	0.174372
GRM6	0.176229
CRYGS	0.059639
FCRL6	0.141128
OPN4	0.148778
GPR97	0.118253
DPCR1	0.112473
PPBPL1	0
CEL	0.158516
SLC6A19	0.113885
SERPINA6	0.094461
RUNX1T1	0.234291
OTOL1	0.097398
MS4A4E	0.126251
ATP1B4	0.133623
GUCA2B	0.113804
SCT	0.056751
MYH13	0.124709
CDH22	0.094139
IGFL4	0.047454
ATP13A3	0.091013
C3ORF43	0.059167
PIK3R5	0.126406
RNASE8	0.048728
SERPINA5	0.085267
NCK2	0.099918
CASQ1	0.09098
NPC1L1	0.093092
GRB10	0.082864
MMP3	0.138639
KLK9	0.160751
MUCL1	0.081263
ABP1	0.136077
STARD9	0.245012
KIF25	0.258049
ACSM4	0.122226
DNM1P33	0
PABPC1L2B	0.0
FAM163B	0.027522
LASS3	0.04819
ZNF479	0.288574
BLID	0.155316
ZNF423	0.142511
KRTAP4-8	0.632859
TLN2	0.108115
ZDHHC11	0.523567
SLC5A9	0.064395
TMPRSS3	0.13847
UBE3A	0.093057
CTAG1A	0
MAPK8	0.116815
RPL13AP6	0
MYH2	0.180503
GUCA1C	0.222718
OPN5	0.133874
PRLH	0.094407
RPS4XP21	0.090206
FOXN1	0.112209
ANXA13	0.051029
EVI5	0.110316
RPL23AP7	0
UBE2U	0.043154
GCK	0.141623
A2LD1	0.114772
ITLN2	0.081668
REG4	0.11606
DCT	0.124227
BCAS1	0.110105
OR52H1	0.094124
TUBB1	0.103365
PGA5	0.120108
AMOT	0.080392
DHRS2	0.129666
TMEM200A	0.238552
NPFFR1	0.033828
XPNPEP2	0.057199
MSLNL	0.141284
SLC39A12	0.096066
SUSD2	0.190289
GABRR1	0.087845
OR2V2	0.114278
DSC1	0.07001
SPINK4	0.077664
CHRNB3	0.124763
CSF2RA	0.105145
ADH6	0.096728
OR10J1	0.15196
SPRR4	0.052291
SLC22A8	0.090923
TAS2R60	0.144755
ZCCHC5	0.097251
KLHL5	0.104933
OR6P1	0.077371
RPL3L	0.129837
DNASE1	0.065743
GALP	0.105105
CYP3A7	0.106303
RESP18	0.055651
LHX3	0.149362
TMPRSS11BNL	0.0
TM4SF5	0.09474
TMED6	0.080006
FAM9C	0.032375
MUC20	0.350599
PDE4C	0.104181
RPA3	0.043891
NCR1	0.241506
MPRIP	0.06453
AVIL	0.047416
OR10V1	0.079929
PPIAL4A	0.157913
OR7A17	0.106087
ERP27	0.023903
LIPC	0.074626
GREB1	0.105527
NT5C1B	0.138659
GPA33	0.179897
TRPC7	0.264314
CFC1	0.113804
RPH3A	0.129517
DEFA1B	0
PNMA6A	0.0
FFAR1	0.07229
SPRR2F	0.090206
NAT8	0.198918
CALHM1	0.091583
AKR1C2	0.05741
LINGO4	0.087039
PADI6	0.032668
ABCC12	0.110726
P2RX3	0.081709
OR9Q1	0.103793
ACTL7A	0.096922
ATP6V1G3	0.043488
MSH4	0.117672
LYG2	0.060186
RGL4	0.069229
SBK2	0.189783
RNASE12	0.075167
PPIAL4G	0.334251
MOV10L1	0.119804
CD200R1L	0.088123
MCTP2	0.12339
SFTPA2	0.251709
KRT3	0.132999
IL13RA2	0.11544
CALML5	0.238315
GDPD4	0.063029
CDH26	0.082858
LCE1B	0.107033
GUCY1B2	0
HSD11B1	0.143976
IFNA4	0.093777
DPEP3	0.087961
INS-IGF2	0.088702
KIAA1432	0.040305
C1ORF68	0.08551
TIGD7	0.099737
TMEM27	0.03421
IL19	0.085801
RERGL	0.094385
GTSF1L	0.071306
KRT18P55	0
C2ORF74	0.056751
GRIP2	0.027659
CCL17	0.128528
C2ORF71	0.13138
KRT32	0.209958
VIL1	0.086335
BRDT	0.134092
PTRH1	0.052291
TRA	0
SERPINA11	0.03511
OR4D5	0.226427
LOC100133893	0
CIB4	0.114917
TGM5	0.159547
SH2D1B	0.100297
A1CF	0.211363
KRT81	0.054957
H2AFB2	0
CNGB3	0.156322
ETV3L	0.102674
GPR45	0.143728
DEFB110	0.074194
CYP3A4	0.090641
PSG3	0.145767
SMCP	0.064414
HAO2	0.146686
MRGPRE	0.07335
CLDN8	0.117943
MGAT3	0.10035
OR2T34	0.287806
CPSF4L	0.0
FSCN3	0.159011
TTLL2	0.098737
AKR1D1	0.124436
RP11-723O4.2	0
TPSD1	0.739377
CYP4F12	0.116503
TAS1R3	0.048804
OR6B1	0.10443
ALS2CR12	0.215368
BTNL9	0.063024
GSTA2	0.133219
TTLL6	0.079255
CYP2B6	0.250264
FOXI1	0.09212
CLEC18B	0.403303
ZNF385C	0.073061
NTN5	0.085427
ARL13A	0.089207
KLRB1	0.091842
TANC2	0.072028
OR2A42	0.039755
FABP12	0.085446
PLAC1	0.095663
PDZD3	0.062836
ADAM30	0.078972
HTR3A	0.133997
PIGR	0.160937
F2	0.153244
KRT33B	0.157862
C20ORF141	0.07053
RSC1A1	0.047721
NUP37	0.077675
PLA2G4E	0.052988
ORM1	0.255864
GUCY2E	0
MMP10	0.078253
C17ORF66	0.035615
RLN3	0.029576
TECTB	0.093956
KBTBD13	0.063083
IGFL2	0.095021
LCE1C	0.179135
MT4	0.026595
NPBWR2	0.130363
ADAM6	0
SLC5A1	0.084827
FER1L6	0.118696
TEX14	0.125027
TUBA3E	0.214855
LDHAL6B	0.069732
GH2	0.127874
NLRP5	0.238258
CELA3B	0.159959
NAIP	0.067526
C12ORF69	0.0347
TPRG1	0.196554
PPEF1	0.098171
NRAP	0.11941
ABCA13	0.128938
ZG16	0.0
MYO7B	0.119275
PSPN	0.0
AFG3L1	0
SYCN	0.0
ACTL6B	0.119413
MUC5AC	0.147544
KRT16P2	0
ISX	0.571363
PCDHB4	0.163446
PRKACG	0.073989
CLEC18A	0.212205
C10ORF27	0.098064
TGM3	0.142531
TAC3	0.035203
TREML1	0.045623
BEND7	0.05589
GP6	0.11123
MMP21	0.074267
TIAF1	0.0
TRPV1	0.12754
HEATR7B1	0.057605
CCR3	0.086028
CLRN1	0.086106
TFF3	0.054115
GPR31	0.073701
CILP	0.127354
RHOXF2	0.152584
GRK7	0.08021
TAAR2	0.081575
OR51Q1	0.218105
ALOX12B	0.0923
OR2A1	0.059305
TACC2	0.18215
C11ORF34	0.020922
FGA	0.141263
KRT1	0.16132
KIR3DX1	0.131401
IFNA16	0.094948
CCL28	0.050484
CCL23	0.020922
STAB2	0.108428
CACNA1I	0.145311
GJB1	0.080278
LARP4B	0.091491
PABPN1L	0.054329
TMPRSS7	0.063726
OR10J3	0.196271
CAPS	0.165874
CRYGA	0.144571
GSTA1	0.042437
MTUS2	0.156875
MIF-AS1	0
CCL14	0.041738
NLRP9	0.158493
ANO7	0.096601
NAALADL2	0.101203
CXCR6	0.115728
BAI1	0.117045
KRTAP10-12	0.119328
NACA2	0.238382
TIGIT	0.096349
KRTAP10-6	0.372518
ASPRV1	0.092798
SIRPD	0.166889
AADACL4	0.171411
FLG2	0.14745
IGHV7-81	0.026595
AKR1B15	0.07683
SLC37A1	0.083002
CPN1	0.11706
GGTLC2	0.114802
RFPL4B	0.092469
NCOA1	0.074472
IPO5	0.049316
KCNRG	0.072789
SCNN1D	0.078343
TAS2R41	0.115644
LRP5L	0.10588
HMGCS2	0.108204
MLN	0.091595
GOT1L1	0.050108
NPPA	0.108307
MS4A15	0.065845
ATP6AP1L	0.059629
IFLTD1	0.107035
C17ORF67	0.142555
FGL1	0.122273
PTTG2	0.040529
CLCA4	0.125845
PPP2R2C	0.127377
AFP	0.053038
SPEM1	0.086919
DPPA2	0.157799
TUB	0.054146
GNAT2	0.067352
ARHGAP28	0.12939
PTCHD3	0.141097
SLC38A8	0.113958
FRMPD2	0.093489
SLC9A4	0.122294
SLC6A16	0.074541
SPAM1	0.167964
GOLGA8A	0.284476
PLA2G2E	0.081627
CA6	0.093514
TCF20	0.050258
PRL	0.089276
TAS2R31	0.303008
FCN2	0.164016
OR12D3	0.068903
PPY	0.041738
EEF1AL7	0
TXNDC8	0.095663
SLC17A8	0.128924
GPR174	0.13197
MLANA	0.077797
ANGPT4	0.153189
HBD	0.15971
CLUL1	0.08064
C5	0.078674
CGA	0.050484
GPAT2	0.458374
CRTAM	0.086297
IDI2	0.078996
DEFB108B	0.217056
AWAT2	0.05457
OR4K1	0.169045
CETP	0.127241
IL17B	0.243904
AOC2	0.071206
RNASE10	0.133237
MPP7	0.17155
PPIAL4B	0
CCL21	0.039755
SLC22A14	0.14831
PRHOXNB	0.077664
DMBT1	0.143443
TLK1	0.068978
KRTAP4-12	0.128565
LRRC66	0.119823
ADAD2	0.086258
C1QTNF7	0.112841
CES4A	0.170423
HSD3B1	0.089023
C5ORF23	0.030717
ATP1A4	0.098314
DNAJB13	0.052833
ITGAD	0.122687
OR2C1	0.101126
MPL	2.298892
AMAC1L2	0.399256
KCNMB3	0.076342
MACF1	0.091721
C22ORF46	0.042437
OR9G1	0.269496
AOC3	0.083716
ANHX	0.138327
CCL24	0.112795
ZNF404	0.081425
LIME1	0.159336
RGS8	0.145152
NAT8B	0
TECTA	0.130651
BC007896	0
GAL3ST2	0.104667
LRRIQ4	0.158556
KRT33A	0.156854
ATF7IP2	0.053723
PIWIL4	0.047826
LCE3D	0.14223
COX8C	0.041738
ARGFX	0.079709
CRNN	0.12833
RGSL1	0.100923
DNASE2B	0.07127
RNASE13	0.069065
TMC2	0.127766
GLP2R	0.091655
C8G	0.10644
SLC22A24	0.099316
FAM26D	0.03578
LCE3B	0.083053
HRH4	0.064326
DEFB104A	0.124298
LOC347376	0.0
PIWIL3	0.082726
AQP7	0.506855
GJA8	0.186179
TRANK1	0.137004
KRT39	0.092528
C12ORF51	0.084511
GJA10	0.093601
ZNF679	0.162708
PLIN1	0.045268
C1ORF175	0
ATP11C	0.064212
R3HDML	0.098348
EIF5AL1	0.110165
CPLX4	0.094272
OR4L1	0.14121
ANKRD7	0.050963
TSSK2	0.114962
DYRK4	0.065685
KRTAP4-7	0.278893
CTAGE1	0.104098
C19ORF75	0.169075
OR10AG1	0.172541
PRPS1L1	0.131409
CGB1	0.043891
SMTNL1	0.051494
TARM1	0.083053
TFF1	0.0
DYX1C1	0.102154
FAM3D	0.077599
CAPN13	0.132065
S100A7L2	0.163542
PRSS38	0.083235
SYN3	0.080785
GABRA6	0.214644
OR4Q3	0.145655
RP11-958N24.2	0
SPRR2A	0.058136
KIAA0467	0.073039
KCNU1	0.119119
FLRT1	0.111492
SPAG11B	0.087256
SIPA1L2	0.07891
TMEM211	0.012308
SCXB	0.0
OR1A2	0.178722
OR9A2	0.073377
SPTB	0.123548
OR51B4	0.082034
SLC4A1	0.106435
OR5W2	0.212482
HYAL4	0.08458
OR1G1	0.117889
CD207	0.12124
GML	0.113223
OVOS1	0
LEAP2	0.0
KRTAP4-5	0.71601
SLC14A2	0.102829
ELF5	0.123318
TREML4	0.150425
CAPN11	0.135675
TEX101	0.048728
NT5DC4	0.039755
TACR2	0.146578
PUM2	0.081319
KCNJ4	0.14947
RP11-707M1.1	0
OTOG	0.05895
TMC3	0.121357
KRT78	0.089497
RC3H1	0.045506
CLCA1	0.09308
CGB	0.0
LYVE1	0.0347
MMP12	0.048398
MMP13	0.101613
IFNW1	0.055727
NHLH1	0.199231
HRNR	0.31085
CCKAR	0.09701
GBA3	0.091416
LRRC37B	0.11296
C17ORF77	0.161614
SPHAR	0.059627
OR10A3	0.188933
OR10A5	0.121444
SPACA4	0.048728
TMEM132C	0.143177
MASP2	0.077741
PTPRA	0.144649
FAM172B	0
DKFZP434I0916	0
ADH1C	0.204212
AQP12A	0.134182
AADAC	0.059393
KRT40	0.06831
KRT24	0.119464
TMOD4	0.081735
CREB3L3	0.057547
SPECC1	0.108543
OR8D2	0.127312
PBOV1	0.19866
PLCL2	0.113895
TSKS	0.223045
HTR1F	0.071062
OR10T2	0.144889
RIT2	0.149406
GNGT2	0.03793
KRTAP10-11	0.08607
SLC25A34	0.107171
NR0B2	0.109202
AKR1C4	0.191658
DCLK3	0.150901
MRGPRD	0.115454
OR10S1	0.15159
PRSS50	0.093222
RGR	0.083603
LYZL2	0.604847
TPH2	0.131317
ARHGAP39	0.081334
PLA2G2C	0.030717
PGK2	0.112891
CTD-2620I22.3	0
TUBA3C	0.186258
CPB2	0.129665
MOBP	0.205599
SLC23A2	0.10204
LRRC52	0.133964
UGT2B7	0.151424
CRB1	0.158199
SELE	0.072047
MAT1A	0.072332
CCL22	0.196294
KRTAP26-1	0.200264
OR5AR1	0.1799
TSHB	0.153536
HMGB4	0.084004
KRTAP10-8	0.147382
OR6B2	0.102534
RDH16	0.043891
CYP2A7	0.258281
FAM9B	0.083053
DIO1	0.040529
CLDN2	0.088908
GZMM	0.084401
MYH15	0.086056
CHRNA2	0.116252
PDZRN4	0.155326
ANKS4B	0.070529
DEFB129	0.144775
CD209	0.3808
PRM3	0.252212
CAPN6	0.121509
FKBP6	0.087231
CCL26	0.0
MUC2	0
KCNG4	0.195403
SPRR3	0.082403
NPIPL1	0.083002
PCK1	0.125565
PLCH2	0.102934
FAM108A6	0
OCSTAMP	0.1273
OR10A6	0.132347
FAM55B	0.119362
LCE1F	0.158085
APOBEC4	0.072165
ATP6V0D2	0.197583
GPR113	0.126124
TMIGD2	0.118372
UBD	0.050996
MC3R	0.188009
ZFP14	0.032462
TTR	0.088217
ZNF609	0.148725
GVIN1	0
WFDC8	0.105687
AMTN	0.111717
KIR3DL3	0.141102
RPE65	0.195055
LRRC19	0.063262
SLC28A2	0.094551
PLAC4	0
OR5K3	0.107687
PDYN	0.332287
HIGD1B	0.054115
SERPINI2	0.129792
AKAP6	0.12453
CABP5	0.064032
KRTAP3-1	0.106286
OR7A10	0.041969
CTSG	0.161008
PIK3C2A	0.052465
REN	0.117466
ZNF648	0.159981
FBP2	0.108377
CD1E	0.201627
SLC26A3	0.153341
CTAGE6	0.061598
NMUR2	0.217173
FNDC9	0.074697
KRT4	0.130824
OR51T1	0.122862
FAM170A	0.115004
TMEM82	0.070065
ABCA10	0.059355
CCR9	0.101998
DNAJB8	0.106631
OR10P1	0.130398
USP50	0.038283
HHLA2	0.183946
C9ORF79	0.08602
TCRBV9S1A1T	0.0978
KRT72	0.075204
OR1B1	0.167848
TAS2R46	0.584183
CYP4F22	0.092865
ITIH2	0.078825
OR4C46	0.119438
ZMYND17	0.030717
CYP4F24P	0
EXD2	0.095229
C20ORF79	0.094752
CCL19	0.0
KRTAP27-1	0.067047
PSG8	0.173959
SOHLH2	0.159812
KRTAP25-1	0.109445
OR1L4	0.209556
KIAA1149	0
ITLN1	0.089423
LYZL4	0.140494
FAM186B	0.060934
ADIG	0.047038
FFAR3	0.21646
IL33	0.041445
UGT2B4	0.138219
CLDN17	0.065698
ZNRF4	0.138716
AK098727	0
TMC1	0.100938
OC90	0.083485
KIAA1456	0.095771
ACPT	0.089911
PPEF2	0.118675
OR52W1	0.115645
OR4S2	0.174518
SLC4A5	0.083745
LENEP	0.098951
GPHA2	0.076622
CAPN9	0.097588
TAS2R30	0.421486
ERMN	0.054146
AMBP	0.112168
DEFB114	0.14542
ZSCAN5B	0.122538
SLC22A7	0.125189
CNTN3	0.11714
SCGB1D1	0.203292
CYP4F2	0.321065
WFDC13	0.088999
OR6F1	0.155661
RBP2	0.109349
MYT1L	0.140952
TRIM49	0.351496
FRMD7	0.072164
ZBTB7C	0.128495
H2BFWT	0.168269
PNCK	0.153321
C2ORF66	0.050484
CCDC79	0.106588
CEACAM20	0.079897
PKD2L1	0.08649
KRTAP4-3	0.957326
AMY1C	0.102975
UCP3	0.061643
C12ORF28	0.041738
CPS1	0.136169
OR8J1	0.161556
TSPY3	0.024913
KCNAB1	0.140222
EDNRB	0.129207
ZP4	0.106443
VSIG1	0.09944
OR2T35	0.213465
BAAT	0.141626
GPR22	0.05367
FAM55A	0.091604
PLB1	0.167871
C14ORF129	0.024913
SPINT3	0.152293
UNC93A	0.203319
KRTAP10-9	0.070966
LCN9	0.172314
AMY1B	0.054115
KRTAP2-2	0.03625
KLF17	0.100194
AHRR	0.114829
H2BFM	0.135588
OR52D1	0.110898
OR4A5	0.143744
TEX13A	0.037772
OOEP	0.164171
RNF222	0.054115
HPX	0.106748
IFNB1	0.058197
DLGAP4	0.132908
CRYGC	0.164703
BIRC8	0.129156
NCR2	0.168249
EPX	0.127729
SLC25A31	0.133444
OR4A15	0.270673
C8B	0.146672
NPSR1	0.133207
WIPF3	0.136816
PACSIN2	0.097357
OR51F2	0.185685
FLJ43859	0
SLC41A2	0.021302
CNGA4	0.165277
CGB2	0.181793
ATP6V1E2	0.123063
NEUROD6	0.102521
ABCC11	0.101617
CYP4B1	0.14925
HNRPF	0.124777
OBP2B	0.160094
FRG2	0.129855
CAPN12	0.061882
GGT2	0.175125
CXORF27	0.221033
PEBP4	0.211381
KRTAP5-7	0.218766
PAN3	0.128081
CRYBB1	0.142136
TMPRSS11E	0.092435
SOX6	0.096613
SPRYD5	0.141432
LOXHD1	0.156892
HTR3B	0.181628
SPRR2D	0.070083
DNAJC5G	0.091595
DEFB103B	0.056633
KLK2	0.185089
OR2A4	0.051383
PLA2G2A	0.067869
AMH	0.073963
C4BPA	0.081603
SSX5	0.501706
CLEC19A	0.0
LCE3E	0.136152
IFNA14	0.153801
YIPF7	0.082546
SPANXB2	0.213494
OR52N5	0.089287
DNMT3L	0.079515
DUSP21	0.134347
LIPF	0.089095
KRT37	0.162398
APCS	0.118604
CEACAM6	0.147235
LCAT	0.049678
CYP2F1	0.130442
MOGAT2	0.056069
HEMGN	0.059063
GUCY2C	0.091123
CA1	0.112248
PXT1	0.030717
OR5AC2	0.14154
CHIT1	0.195902
OTOR	0.134845
C6ORF58	0.059928
GDF5OS	0.156233
SLC22A25	0.094035
RUNX1-IT1	0
RRH	0.098297
DEFB116	0.057253
MUC16	0.163292
SCGB2A2	0.077664
KRT26	0.169017
OR7D4	0.159723
DEFB126	0.160028
PLS1	0.065705
PDIA2	0.086075
SPRR2E	0.118565
SCN11A	0.164362
FSCB	0.273145
KRTAP5-9	0.079652
OR1K1	0.143904
FSHB	0.071338
OR2G3	0.186356
FRMD1	0.146525
OR1F2	0
INSL4	0.122063
KRTAP10-5	0.156135
LRRC37A2	0.11684
TBC1D21	0.09436
ADAD1	0.095653
ZGLP1	0.068384
STH	0.0
LRRC30	0.130583
CNTRL	0.072105
GRP94C	0
SEC14L3	0.102532
BEST1	0.041155
UGT2A1	0.187101
PDE6H	0.084528
NPHS1	0.165964
TREH	0.039767
CALHM3	0.103262
OR6B3	0.179201
CYP1A2	0.121571
ACER1	0.155995
GP2	0.07666
OR13J1	0.125409
NMS	0.221796
AQP8	0.094619
MS4A10	0.103131
PKD1P6-NPIPP1	0
LCE2A	0.12255
ASMT	0.094716
VPREB1	0.110277
KLK14	0.074255
OR6C65	0.19588
TDRD6	0.08315
ATP4B	0.112702
GPR37L1	0.117136
OVCH2	0.0
TNP1	0.178701
PPBP	0.073735
KRT85	0.094574
PIK3CB	0.278763
DARC	0.161203
OR4P4	0.133081
OR4N5	0.16933
ATP13A5	0.093769
KIAA1783	0
TMEM31	0.067817
SYCP3	0.040726
PKD1P1	0
CYP3A43	0.079908
SLC5A12	0.116851
MS4A8B	0.086225
POLN	0.074502
TCRBV6S6A2T	0
IGFALS	0.058417
PPP3R2	0.12772
CST5	0.504108
POU5F1B	0.099625
ADH4	0.058679
OR6X1	0.086334
PLA2G2F	0.092306
OR8H3	0.173386
OMG	0.08583
OR6C1	0.38629
CATSPERB	0.129198
TDRD12	0.03793
ACSBG1	0.08004
PPP1R14D	0.108674
CDKL1	0.090008
STATH	0.204213
PRM2	0.139065
VN1R4	0.140696
CTAG2	0.136989
CST8	0.095368
LAMR1P15	0
GCNT4	0.145497
ALPI	0.113125
ZNF831	0.137328
OR9G4	0.077987
IL21	0.189624
KIR3DL2	0.135659
OR2T10	0.100457
DTNA	0.104089
OR5L1	0.192626
LPHN3	0.138015
LOC55908	0
FGB	0.09235
KCNV2	0.110153
CLDN20	0.344707
FMR1NB	0.150154
KCNK18	0.145814
STOML3	0.074283
TMPRSS6	0.159418
RAB40AL	0.124599
KRTAP12-3	0.184693
CLC	0.145929
GK2	0.386163
SATL1	0.125774
KRTAP5-10	0.298407
GPR123	0.118243
VHLL	0.014098
CYSLTR2	0.108553
OR8D4	0.09423
CATSPER3	0.072512
ATP2B3	0.103457
PRSS54	0.205458
LECT2	0.159336
LRTM1	0.102663
HTR3C	0.121239
C13ORF16	0.0
NR1I3	0.10229
FAM38B	0.071126
HHATL	0.097718
CST2	0.162713
MAS1L	0.099229
ATP6V0A4	0.094546
AGXT	0.256275
PNLIP	0.149511
ADCY10	0.075096
OR6C76	0.087544
KRTAP19-1	0.19059
OR8D1	0.188906
XIRP2	0.123675
DMBX1	0.159479
LCE2B	0.149183
EBLN2	0.041059
ASTL	0.092874
THSD7B	0.171894
SV2B	0.12363
OBP2A	0.254987
TAS2R5	0.052098
IMPG2	0.074465
NAALADL1	0.069339
LCN8	0.097923
RNASE9	0.071298
FKSG73	0
LCE1D	0.118255
SLC22A9	0.111067
SLC2A7	0.078443
VCX	0.225205
MBNL3	0.137415
ACTRT2	0.110068
GPR142	0.11321
TAF1L	0.183156
GPHB5	0.125499
C20ORF165	0.071588
OR10H5	0.088456
ANGPTL7	0.064299
SOAT2	0.083704
APOC3	0.0
GCG	0.093648
SLC25A2	0.093014
R3HDM2	0.108436
OR51A7	0.153774
TMEM174	0.147013
KRTAP12-1	0.052291
CELSR3	0.086135
RAB40A	0.04264
MRC1	0.04083
SLCO6A1	0.16416
C1ORF185	0.209388
PRSS42	0.101854
RLBP1	0.145779
DDI1	0.233766
NANOGNB	0.0
OR3A4	0.118805
OR7C2	0.071812
VWC2L	0.26358
DAO	0.195074
KCNIP1	0.107795
IDO2	0.115238
GNAT3	0.074446
B3GALT1	0.094734
KIAA1109	0.073611
KRTAP10-4	0.097017
SLCO1A2	0.088596
CCL7	0.115416
F9	0.090154
ASCL3	0.103271
H1FNT	0.094323
C20ORF185	0.058293
CYP17A1	0.112359
KRTAP17-1	0.304986
OR5D18	0.171534
CMA1	0.121126
OR4C45	0
OR5T3	0.133888
OR7G3	0.082596
KCNJ14	0.090387
OR5K2	0.086965
TMEM133	0.066169
OR8G2P	0
WFDC12	0.058892
KRTAP13-2	0.178909
ZNF541	0.067265
LCN1	0.091681
OR1N2	0.174028
SLCO1B3	0.14095
PPIAP30	0
ACTL9	0.199405
CCDC33	0.093211
OR1A1	0.160766
DEFB136	0.050039
ATXN3L	0.072789
PSAPL1	0.110091
OR5B2	0.106075
TCHHL1	0.078256
RGS20	0.093624
SLCO1B1	0.125549
MBD3L5	0.096017
PRG4	0.171078
MUC6	0.489909
TMEM207	0.117491
PROX2	0.183054
CYP11B2	0.13542
CD1B	0.144609
GPR32	0.277967
CYP7A1	0.103098
IFNA5	0.065337
MSMB	0.039755
KRT73	0.151528
GTDC1	0.067374
CPN2	0.13167
HS3ST5	0.110894
OR51A2	0.325047
PRB2	0.276715
CLPS	0.073426
OR6C4	0.167351
OR13C4	0.12348
CRYBB2	0.118355
HSP90AB4P	0
TUBB8	0.146809
HSD17B13	0.077845
DEFB128	0.109445
AMPD1	0.168933
ZNF658B	0
IL22RA2	0.022105
EFCAB8	0.026595
ITIH3	0.145457
ART3	0.030717
HSFX1	0.055901
GTPBP6	0.010621
ABLIM1	0.099697
CEACAM18	0.08692
OR1N1	0.112166
ACSBG2	0.097302
OR5D14	0.188549
HNRNPCL2	0.065743
PRG3	0.103377
SCMH1	0.141052
OR8K1	0.116435
HTR3E	0.145434
KRTAP13-1	0.53168
OR14I1	0.15569
SPRR2B	0.055018
KRT82	0.094771
CRIPAK	0.413254
ACCSL	0.100973
C7ORF66	0.094455
C4ORF6	0.10644
TRHR	0.105701
SHANK2	0.10809
S100A7	0.173818
LGALS13	0.08289
TSPYL6	0.129317
COL9A1	0.134693
HSH2D	0.033269
CPA3	0.119703
GHRH	0.046222
SLC7A2	0.090905
USP29	0.129744
ABCA4	0.122064
DEFB103A	0.0
DLGAP2	0.122847
KRTAP11-1	0.139949
MMP20	0.053504
OR6C70	0.097904
ODZ2	0.151988
CELA1	0.41999
LDLRAD1	0.034405
DEFB134	0.039755
C20ORF71	0.025727
PATE1	0.0347
SEMA3D	0.16624
SCN1A	0.135755
PRAP1	0.020922
C14ORF148	0.109445
ACRC	0.16506
OR4K5	0.160177
FILIP1L	0.080496
MAP3K2	0.028513
LCE1A	0.146183
HIST3H3	0.138739
TCEB3B	0.123091
LIPK	0.040168
USP17L24	0.046222
OR12D2	0.079529
OR1L8	0.10147
CXCL11	0.030717
AWAT1	0.087545
OR2W5	0.09496
POTEM	0.208004
C1ORF49	0.060192
APOL5	0.051383
OR52B6	0.062803
OR10G4	0.276363
TEX15	0.092937
EVI5L	0.088925
LYZL1	0.102771
TAS2R20	0.095846
CETN1	0.116959
KRT77	0.106584
PROL1	0.217786
DAOA	0.04699
PGC	0.099193
AGAP5	0.272321
SLC17A4	0.09961
TAS2R3	0.052434
CSN3	0.148257
ZNF99	0.193566
AADACL3	0.132207
ALPPL2	0.233128
USH2A	0.143324
RP1	0.198685
IL17A	0.17255
CLEC4M	0.209458
LDHAL6A	0.022969
OAZ3	0.137615
NR1I2	0.055062
