Gene	TSG_probability	Rank_DORGE_TSG	OG_probability	Rank_DORGE_OG	pval_TSG_TUSON	qval_TSG_TUSON	pval_OG_TUSON	qval_OG_TUSON	Rank_TUSON_TSG	Rank_TUSON_OG	category_TSG	category_OG	by	pval_TSG_2020plus	qval_TSG_2020plus	pval_OG_2020plus	qval_OG_2020plus	Rank_2020plus_TSG	Rank_2020plus_OG
NMUR2	0.00359382958118139	13760	0.00381334457461728	12551	0.22170086760801	0.684767070651477	0.00522946357803806	0.0288885010843964	6838	3851	Other	Other	Gene	0.781520022	0.946505906	0.216763825	0.821536238	14735	4791
FNDC9	0.00163553335744532	16028	0.00480550233699801	11781	0.16434788370207	0.562855842784863	0.0545142298668244	0.168843564568628	6180	6868	Other	Other	Gene	0.699705802	0.94123122	0.88426042	0.980384111	13330	16058
KRT4	0.0189183568949927	8258	0.0187901017485337	7402	0.450721446579628	0.95838100960166	0.0999005569150455	0.263397793529164	9065	8060	Other	Other	Gene	0.159302642	0.930786542	0.236289839	0.835021178	2997	5143
OR51T1	0.00457698948440956	12961	0.00114803026206044	15943	0.896419368477697	0.95838100960166	0.388914072423637	0.635388328549818	14082	12946	Other	Other	Gene	0.544903296	0.934650967	0.547997821	0.92841979	10463	10654
FAM170A	0.00314587727335742	14167	0.00419037037602271	12249	0.813934719423546	0.95838100960166	0.30886368483563	0.553873009051586	12841	11813	Other	Other	Gene	0.809773904	0.946505906	0.78385726	0.977027027	15201	14418
TMEM82	0.00229847345739514	15098	0.00768835096406868	10189	0.898739902601435	0.95838100960166	0.567370290904985	0.769580209750621	14120	15554	Other	Other	Gene	0.867376737	0.949922434	0.054987742	0.693200549	16339	1441
ABCA10	0.00768852023802854	11196	0.0028067872740475	13510	0.246066013952058	0.731299956946221	0.153196594481323	0.353565063554913	7104	9201	Other	Other	Gene	0.063247072	0.864411557	0.243154454	0.83704051	1318	5278
CCR9	0.00297090844454921	14362	0.000650157459598496	17119	0.923368517295028	0.95838100960166	0.477531749894942	0.711042108922094	14696	14185	Other	Other	Gene	0.674639063	0.938319315	0.78385726	0.977027027	12910	14419
DNAJB8	0.00221856059872402	15201	0.00423764973802232	12216	0.0857062278000708	0.356353952817894	0.0104997948232729	0.0494890793826859	5098	4513	Other	Other	Gene	0.450661945	0.930786542	0.061204032	0.698631841	8716	1591
OR10P1	0.000576924447620694	18041	0.00179656392404312	14777	0.958048403200245	0.95838100960166	0.470272839551758	0.705012237090784	18622	14088	Other	Other	Gene	0.896502315	0.956481051	0.88426042	0.980384111	16769	16059
USP50	0.00183337666578849	15728	0.00109946722676219	16053	0.196796476039598	0.633656105761226	0.134553330101484	0.325079014867632	6563	8793	Other	Other	Gene	0.527256878	0.934650967	0.471255789	0.912244252	10089	9332
HHLA2	0.00257601496008621	14804	0.0148792455291929	8043	0.012704269893978	0.0844929111019907	0.000365335259317153	0.00341894116855038	3193	2274	Other	Other	Gene	0.464461999	0.932939374	0.35171343	0.880723056	8958	7242
C9ORF79	0.00222252804780079	15197	0.00052256202373207	17467	0.956552909164656	0.95838100960166	0.607161227006847	0.791247306127364	18391	16180	Other	Other	Gene	NA	NA	NA	NA	19002	19002
TCRBV9S1A1T	0.000179906257487465	18982	0.000939581418243485	16383	0.498423397115335	0.95838100960166	0.120818686192154	0.302174340853122	9545	8494	Other	Other	Gene	NA	NA	NA	NA	19003	19003
KRT72	0.00280207804608209	14544	0.000396586860595375	17835	0.14368919905946	0.51365092144909	0.04177329196262	0.138760261641694	5925	6403	Other	Other	Gene	0.510721874	0.934650967	0.531609916	0.927449862	9761	10361
OR1B1	0.00283318061956254	14512	0.000700898255110377	16978	0.228065652542475	0.697550905593956	0.0193667547092932	0.0790283753543333	6905	5211	Other	Other	Gene	0.867376737	0.949922434	0.965284664	0.982248586	16340	17620
TAS2R46	0.00288701205965103	14446	0.0189272857396843	7372	0.95838100960166	0.95838100960166	0.0183040685432743	0.0755162432891835	19039	5154	Other	Other	Gene	0.781520022	0.946505906	0.515587034	0.922108545	14736	10094
CYP4F22	0.00463960304928769	12911	0.00402274741154604	12363	0.551019727872803	0.95838100960166	0.15777354332098	0.3605744781882	10036	9292	Other	Other	Gene	0.781520022	0.946505906	0.304647235	0.859483554	14737	6440
ITIH2	0.0153963824658412	8886	0.00268735575246447	13641	0.166372536446397	0.567873198644284	0.0523040441258474	0.163948712535236	6200	6786	Other	Other	Gene	0.838267502	0.946505906	0.158398257	0.788126864	15805	3654
OR4C46	0.00441971297737903	13078	0.000908213638539113	16454	0.951495379950851	0.95838100960166	0.502839356662361	0.728970164845388	17292	14564	Other	Other	Gene	0.510721874	0.934650967	0.986989921	0.989902191	9762	17917
ZMYND17	0.0062092024124445	11925	0.000470647645132401	17600	0.0959673550218251	0.386500061246408	0.10597298637361	0.274447328742072	5262	8206	Other	Other	Gene	NA	NA	NA	NA	19004	19004
CYP4F24P	5.35362403704505e-05	19330	7.36585782631581e-05	19125	NA	NA	NA	NA	19513	19513	Other	Other	Gene	NA	NA	NA	NA	19005	19005
EXD2	0.0166048993419717	8650	0.00842925789935268	9852	0.873211323844588	0.95838100960166	0.461561240152966	0.698211412462233	13693	13962	Other	Other	Gene	0.72621629	0.941296519	0.331980387	0.870127088	13835	6923
C20ORF79	0.000528630444304659	18143	0.000282569228286759	18211	0.950805225537299	0.95838100960166	0.582726428002748	0.778088154018073	17151	15801	Other	Other	Gene	NA	NA	NA	NA	19006	19006
CCL19	0.000420877958662884	18398	0.000809176254381442	16680	0.214426548980173	0.669972922612685	0.613712367129933	0.795336782449132	6759	16268	Other	Other	Gene	0.544903296	0.934650967	0.699013893	0.967820774	10464	13019
KRTAP27-1	0.00105492862786977	17050	0.000953557787546158	16347	0.957566939006016	0.95838100960166	0.683388911693054	0.836050885249012	18558	17220	Other	Other	Gene	0.838267502	0.946505906	0.902789431	0.980384111	15806	16468
PSG8	0.0181967448222617	8378	0.11979851566316	2933	0.296459954154038	0.823997859194921	0.0220754560710403	0.0868548547669495	7593	5405	Other	Other	Gene	0.35977118	0.930786542	0.8259003	0.980384111	6856	15107
SOHLH2	0.00126176551429922	16683	0.000739544044907864	16863	0.693963564120294	0.95838100960166	0.111547206375506	0.284870496243487	11450	8320	Other	Other	Gene	0.923650232	0.966237319	0.88426042	0.980384111	17139	16060
KRTAP25-1	0.000331153212838514	18616	0.000125548802307875	18861	0.932429950931321	0.95838100960166	0.504654561762466	0.730065668249518	15031	14596	Other	Other	Gene	0.923650232	0.966237319	0.977504767	0.985396529	17140	17809
OR1L4	0.000386801803887119	18473	0.00115234730822318	15931	0.95838100960166	0.95838100960166	0.283219938417067	0.525650587095853	19040	11418	Other	Other	Gene	0.947398529	0.969260353	0.952122038	0.98197449	17480	17384
KIAA1149	8.40298990204024e-06	19597	2.21898418734352e-05	19456	NA	NA	NA	NA	19514	19514	Other	Other	Gene	NA	NA	NA	NA	19007	19007
ITLN1	0.000881221436868656	17376	0.00314845199309908	13162	0.0158948000190713	0.100485551305384	0.00317659158420885	0.0196430615403095	3358	3440	Other	Other	Gene	0.650809044	0.937424468	0.383110869	0.888551933	12460	7814
LYZL4	0.00212326889294194	15314	0.00598992555417041	11039	0.153632738257777	0.537828161579589	0.0110054262480919	0.051170549404449	6048	4575	Other	Other	Gene	0.838267502	0.946505906	0.699013893	0.967820774	15807	13020
FAM186B	0.00227401978807033	15132	0.0013218687767262	15578	0.95838100960166	0.95838100960166	0.707174069516514	0.849608375062099	19041	17524	Other	Other	Gene	0.316311632	0.930786542	0.457455734	0.910299219	5991	9096
ADIG	0.00151875670156478	16203	0.00021312033635119	18471	0.928054720947327	0.95838100960166	0.763393429877191	0.885142594256886	14845	18140	Other	Other	Gene	0.206036502	0.930786542	0.845911196	0.980384111	3828	15378
FFAR3	0.000413520659222059	18420	0.00379038265954644	12573	0.95838100960166	0.95838100960166	0.270525052278814	0.51054122419629	19042	11227	Other	Other	Gene	NA	NA	NA	NA	19008	19008
IL33	0.000667956582101179	17845	0.000432329819427656	17719	0.95838100960166	0.95838100960166	0.78681720540157	0.902140857137587	19043	18339	Other	Other	Gene	0.967959684	0.976793667	0.977504767	0.985396529	17777	17810
UGT2B4	0.00983922452729285	10405	0.00441268873160543	12053	0.950262133696797	0.95838100960166	0.44807757361709	0.687803271589581	17046	13764	Other	Other	Gene	0.494693544	0.934070569	0.762413511	0.973841336	9520	14056
CLDN17	0.00092454588469008	17301	0.000301438040112435	18143	0.95838100960166	0.95838100960166	0.688589353257726	0.838544596778178	19044	17300	Other	Other	Gene	0.401808771	0.930786542	0.741242168	0.971474473	7723	13704
ZNRF4	0.00127485963772847	16657	0.0105592933957927	9100	0.95838100960166	0.95838100960166	0.44671223009203	0.686795881026772	19045	13742	Other	Other	Gene	0.72621629	0.941296519	0.902789431	0.980384111	13836	16469
AK098727	8.40298990204024e-06	19598	2.22687735089987e-05	19437	NA	NA	NA	NA	19515	19515	Other	Other	Gene	NA	NA	NA	NA	19009	19009
TMC1	0.00890961355968355	10734	0.00737259888511256	10342	0.319855580387044	0.861160192749698	0.077355614336508	0.218761882667107	7835	7516	Other	Other	Gene	0.17643149	0.930786542	0.8259003	0.980384111	3295	15108
OC90	0.00148319804093691	16271	0.000101844156054779	18981	0.957130570835117	0.95838100960166	0.622258047752764	0.799823223060105	18482	16400	Other	Other	Gene	0.627518387	0.937424468	0.444129665	0.90941544	11984	8830
KIAA1456	0.000348143932630501	18583	0.000482314171302678	17574	0.957363847616301	0.95838100960166	0.575797823249957	0.774454069029435	18523	15689	Other	Other	Gene	0.923650232	0.966237319	0.199008445	0.813360053	17141	4447
ACPT	0.00225064583054912	15170	0.00160972163797557	15068	0.314166506332298	0.852811985150948	0.0813075305170931	0.226837152106407	7772	7619	Other	Other	Gene	0.379449741	0.930786542	0.8259003	0.980384111	7296	15109
PPEF2	0.0108289464465384	10060	0.017170394235316	7615	0.00617737915602824	0.0473673164576487	0.000880123163229712	0.00703707349036794	2768	2661	Other	Other	Gene	0.627518387	0.937424468	0.547997821	0.92841979	11985	10655
OR52W1	0.000367298990432083	18525	0.000200798672121715	18522	0.954665092976852	0.95838100960166	0.514525078008727	0.736334109287304	18008	14752	Other	Other	Gene	0.896502315	0.956481051	0.720828112	0.971474473	16770	13342
OR4S2	0.00144523560914129	16338	0.000494780779179426	17537	0.523622876313321	0.95838100960166	0.0560866291763943	0.172187002034258	9781	6929	Other	Other	Gene	0.923650232	0.966237319	0.638670662	0.953926276	17142	12050
SLC4A5	0.0741033834201326	4487	0.0218657709150862	6960	7.84946300137727e-09	2.74653870437354e-07	4.91895853493e-08	1.3773730278689e-06	607	760	Other	Other	Gene	0.27110869	0.930786542	0.515587034	0.922108545	5055	10095
LENEP	0.000958819936006806	17215	0.0183659801795436	7457	0.84710150517526	0.95838100960166	0.352175416150449	0.600072440648483	13309	12425	Other	Other	Gene	0.190324162	0.930786542	0.805290112	0.980179045	3539	14744
GPHA2	0.000689596332803575	17790	0.000545063556832773	17391	0.562949380111066	0.95838100960166	0.23027544887476	0.463268461109541	10151	10546	Other	Other	Gene	0.264521929	0.930786542	0.383110869	0.888551933	4909	7815
CAPN9	0.0320318861361895	6722	0.0014696740139725	15316	0.9488268483679	0.95838100960166	0.573108511764233	0.772690242150208	16770	15651	Other	Other	Gene	0.379449741	0.930786542	0.762413511	0.973841336	7297	14057
TAS2R30	0.00249155390796566	14890	0.0111310960778749	8926	0.95838100960166	0.95838100960166	0.0632692528246068	0.188586446837257	19046	7136	Other	Other	Gene	0.527256878	0.934650967	0.678539907	0.958193568	10090	12746
ERMN	0.0134660817060724	9322	0.00196046690638656	14539	0.0280177564051267	0.156249770017494	0.0202544736819808	0.0815267434245048	3807	5283	Other	Other	Gene	0.072236448	0.888077696	0.372105693	0.886207344	1476	7605
AMBP	0.0123970626798028	9586	0.00125884466794475	15718	0.425009290511895	0.95838100960166	0.0838580520632561	0.231770018182418	8840	7690	Other	Other	Gene	0.753685644	0.946505906	0.564728957	0.931237086	14221	10943
DEFB114	0.00228693142511714	15104	0.00711458668484552	10467	0.459147338555022	0.95838100960166	0.0556722444333246	0.171235545125536	9162	6916	Other	Other	Gene	0.896502315	0.956481051	0.937226914	0.980384111	16771	17149
ZSCAN5B	0.00134757269109879	16519	0.00561461949082489	11263	0.0381459744618682	0.196375617136204	0.00308270245417257	0.0191687340154308	4119	3420	Other	Other	Gene	0.753685644	0.946505906	0.92063198	0.980384111	14222	16807
SLC22A7	0.00477457609470955	12804	0.00351106062376671	12806	0.818868685294882	0.95838100960166	0.249401836228458	0.485830855488821	12921	10880	Other	Other	Gene	0.494693544	0.934070569	0.762413511	0.973841336	9521	14058
CNTN3	0.0261920869916358	7297	0.0299211735864385	6020	0.0758653031575897	0.326918856417609	0.00987562542010696	0.0473457713588094	4918	4436	Other	Other	Gene	0.947398529	0.969260353	0.61928085	0.95263996	17481	11737
SCGB1D1	0.000512026254095675	18184	0.000381752740865037	17875	0.902362394725324	0.95838100960166	0.200028698279886	0.423334837677784	14185	10030	Other	Other	Gene	0.390411332	0.930786542	0.88426042	0.980384111	7495	16061
CYP4F2	0.0078893917415567	11106	0.00734466289339931	10357	0.951797916330705	0.95838100960166	0.131384533311003	0.319743378291932	17367	8729	Other	Other	Gene	0.627518387	0.937424468	0.394175974	0.897655087	11986	7967
WFDC13	0.000152121828157387	19051	0.000486647190146014	17562	0.791841265059599	0.95838100960166	0.324057051225837	0.569934937650327	12579	12045	Other	Other	Gene	0.838267502	0.946505906	0.937226914	0.980384111	15808	17150
OR6F1	0.0014746111867446	16285	0.00145216840174233	15342	0.0919836060428848	0.374847707241888	0.00449882281769232	0.0257149719480165	5201	3722	Other	Other	Gene	0.896502315	0.956481051	0.865360937	0.980384111	16772	15752
RBP2	0.0017351842521844	15867	0.00150041903608859	15266	0.187683224601068	0.613636202835764	0.031340282503629	0.112790082734307	6465	5910	Other	Other	Gene	0.010977935	0.528871391	0.61928085	0.95263996	379	11738
MYT1L	0.253779411480626	2202	0.114182577632333	3018	9.26302551970259e-06	0.000174677708671984	7.32036902410069e-07	1.55523174012524e-05	1127	1002	Other	Other	Gene	0.923650232	0.966237319	0.547997821	0.92841979	17143	10656
TRIM49	0.000531217491863569	18137	0.00207405773737506	14377	0.953892747431121	0.95838100960166	0.105643520366098	0.273796859095255	17824	8200	Other	Other	Gene	0.564211387	0.934919202	0.444129665	0.90941544	10846	8831
FRMD7	0.00382499699255131	13568	0.0101329321209514	9242	0.000269043958782921	0.00339234184479602	0.000153766558380606	0.00165904384432017	1684	1972	Other	Other	Gene	0.527256878	0.934650967	0.8259003	0.980384111	10091	15110
ZBTB7C	0.0498499774961898	5427	0.00446121381607279	12010	0.522688841785625	0.95838100960166	0.102911169244147	0.26867607270565	9764	8140	Other	Other	Gene	0.233816399	0.930786542	0.009871969	0.522190202	4321	346
H2BFWT	0.000312684814471414	18654	0.00247728971021408	13887	0.408299848961008	0.95838100960166	0.0330583284309557	0.117010813481902	8695	6008	Other	Other	Gene	0.809773904	0.946505906	0.92063198	0.980384111	15202	16808
PNCK	0.0160816132675909	8748	0.00530753899855138	11444	0.33696809695151	0.888559977470576	0.0317849541145631	0.114005316819934	8000	5930	Other	Other	Gene	0.564211387	0.934919202	0.92063198	0.980384111	10847	16809
C2ORF66	0.000254366830123404	18802	0.00101772011718863	16212	0.903950879874375	0.95838100960166	0.643480108797635	0.813232764270732	14224	16676	Other	Other	Gene	0.753685644	0.946505906	0.845911196	0.980384111	14223	15379
CCDC79	0.00165258072670931	16003	0.00105273674023105	16143	0.12218724771848	0.457027920244531	0.0215467539193404	0.0853578321746095	5662	5368	Other	Other	Gene	0.285502588	0.930786542	0.762413511	0.973841336	5334	14059
CEACAM20	0.00133719215925398	16539	0.000584854086436994	17286	0.0853050663115101	0.35548254912375	0.0228011482619235	0.0890985650302447	5086	5442	Other	Other	Gene	0.896502315	0.956481051	0.952122038	0.98197449	16773	17385
PKD2L1	0.0184678548122844	8331	0.000684783869972167	17018	0.198559642899642	0.637185437901708	0.0498374601970236	0.158245632444997	6585	6699	Other	Other	Gene	0.544903296	0.934650967	0.457455734	0.910299219	10465	9097
KRTAP4-3	0.00820227869475677	10987	0.216441488460325	1999	0.945100783536352	0.95838100960166	0.000894167649387281	0.00712558655227882	16155	2670	Other	Other	Gene	0.379449741	0.930786542	0.937226914	0.980384111	7298	17151
AMY1C	0.000785734673893897	17562	0.000133415434568263	18827	0.911060462446294	0.95838100960166	0.519368296849793	0.739540196296174	14383	14827	Other	Other	Gene	NA	NA	NA	NA	19010	19010
UCP3	0.0116379135493179	9793	0.00194822272373485	14561	0.923151218852977	0.95838100960166	0.617460681482284	0.796877199623535	14683	16336	Other	Other	Gene	0.781520022	0.946505906	0.58233179	0.934572003	14738	11239
C12ORF28	0.000429147410046921	18379	4.70071440127029e-05	19263	0.916674429640752	0.95838100960166	0.711225581564938	0.851517279040419	14516	17585	Other	Other	Gene	NA	NA	NA	NA	19011	19011
CPS1	0.0726760403923039	4532	0.0103806936904286	9160	6.36607606276671e-07	1.54153085024427e-05	1.61594860819389e-07	4.07024218581604e-06	877	845	Other	Other	Gene	0.350286026	0.930786542	0.013271588	0.551193059	6622	438
OR8J1	0.00165123988063608	16008	0.00020794185005135	18494	0.930757108931306	0.95838100960166	0.335409247756675	0.58249679384246	14961	12196	Other	Other	Gene	0.544903296	0.934650967	0.36184146	0.88601921	10466	7412
TSPY3	4.8093457872598e-05	19347	3.54405180587141e-06	19609	0.547059191904023	0.95838100960166	0.428216080266086	0.670501613225809	9989	13492	Other	Other	Gene	NA	NA	NA	NA	19012	19012
KCNAB1	0.0961430553551652	3916	0.0678212829993926	4045	0.94930066408608	0.95838100960166	0.442549233256845	0.683408036493888	16856	13680	Other	Other	Gene	0.464461999	0.932939374	0.444129665	0.90941544	8959	8832
EDNRB	0.0198800710565836	8088	0.0553336571087736	4464	0.000802684233522462	0.00871339701076421	8.67768369278719e-05	0.00101657850667307	1955	1815	Other	Other	Gene	0.151702533	0.930786542	0.025753201	0.630266667	2867	744
ZP4	0.010303982733533	10215	0.0022072955540493	14203	0.156466444679697	0.545061871780228	0.0294541703116652	0.107760843941607	6077	5813	Other	Other	Gene	0.584015255	0.937424468	0.720828112	0.971474473	11111	13343
VSIG1	0.000890938250736901	17356	0.00724660424758472	10395	0.953571949286832	0.95838100960166	0.566867111888038	0.769386706192497	17744	15545	Other	Other	Gene	0.627518387	0.937424468	0.762413511	0.973841336	11987	14060
OR2T35	0.00311125894977819	14206	0.00014058983289553	18805	0.478139622839447	0.95838100960166	0.0510954297168692	0.161053627167954	9344	6748	Other	Other	Gene	0.967959684	0.976793667	0.937226914	0.980384111	17778	17152
BAAT	0.00352515562934097	13831	0.00317432922773378	13125	0.000719767336892992	0.00793456915770966	3.84616861739188e-05	0.000509372324847753	1926	1606	Other	Other	Gene	0.527256878	0.934650967	0.009452465	0.522190202	10092	326
GPR22	0.00775184624371428	11174	0.0130219556348932	8439	0.934547836149883	0.95838100960166	0.736217204283588	0.866757514145701	15141	17868	Other	Other	Gene	0.967959684	0.976793667	0.638670662	0.953926276	17779	12051
FAM55A	0.00266894048642495	14692	0.00054802719333817	17381	0.486855789740646	0.95838100960166	0.134524850631382	0.325050047915134	9419	8791	Other	Other	Gene	NA	NA	NA	NA	19013	19013
PLB1	0.508146480315391	1209	0.0514642258331148	4623	0.870463754907449	0.95838100960166	0.284303873937129	0.526711115434385	13654	11439	Other	Other	Gene	0.983862708	0.985957633	0.485982021	0.916396137	17935	9592
C14ORF129	0.010809183844198	10063	0.00130007484905003	15623	0.931129138539833	0.95838100960166	0.811628163113949	0.912470281448168	14985	18536	Other	Other	Gene	NA	NA	NA	NA	19014	19014
SPINT3	0.000140749995931415	19082	4.2141645978611e-05	19303	0.902961412532161	0.95838100960166	0.308872368525618	0.553873009051586	14205	11814	Other	Other	Gene	0.390411332	0.930786542	0.762413511	0.973841336	7496	14061
UNC93A	0.0042991707907017	13167	0.000890279961747582	16510	0.947899774043432	0.95838100960166	0.295158089859109	0.538671097705358	16615	11610	Other	Other	Gene	0.947398529	0.969260353	0.902789431	0.980384111	17482	16470
KRTAP10-9	0.000733760622664224	17678	0.00598999872274883	11038	0.952204311828717	0.95838100960166	0.668440177719194	0.828465507914899	17459	17000	Other	Other	Gene	0.195505312	0.930786542	0.243154454	0.83704051	3664	5279
LCN9	0.000245877645426178	18821	0.00494231790198627	11678	0.579050094857621	0.95838100960166	0.0691248280460341	0.201445327779456	10320	7296	Other	Other	Gene	0.923650232	0.966237319	0.977504767	0.985396529	17144	17811
AMY1B	0.000117539663852328	19141	2.12272929654679e-05	19475	0.881287577082587	0.95838100960166	0.59409183016587	0.785134136008716	13823	15966	Other	Other	Gene	NA	NA	NA	NA	19015	19015
KRTAP2-2	0.000172463133067627	19003	0.00239387228512825	13991	0.151179251535754	0.531860437671351	0.122514447678105	0.304876838207724	6019	8536	Other	Other	Gene	NA	NA	NA	NA	19016	19016
KLF17	0.00105718723476014	17047	0.00125922538716006	15716	0.956287203779247	0.95838100960166	0.564326235760871	0.767931183365311	18353	15502	Other	Other	Gene	0.510721874	0.934650967	0.865360937	0.980384111	9763	15753
AHRR	0.00105440263798237	17052	0.00186994657145984	14684	0.955194640292403	0.95838100960166	0.517067406969248	0.738080331399647	18121	14788	Other	Other	Gene	0.809773904	0.946505906	0.78385726	0.977027027	15203	14420
H2BFM	0.000579546915824631	18031	0.011985000958415	8680	0.644893325005513	0.95838100960166	0.148908201275222	0.347659127969071	10936	9098	Other	Other	Gene	0.947398529	0.969260353	0.78385726	0.977027027	17483	14421
OR52D1	0.00291599043284334	14416	0.000154320615237421	18732	0.815837392834625	0.95838100960166	0.3625302424957	0.610298383420831	12871	12576	Other	Other	Gene	0.650809044	0.937424468	0.865360937	0.980384111	12461	15754
OR4A5	0.0034089463802912	13929	0.00925648404372271	9532	0.95838100960166	0.95838100960166	0.432926861486955	0.674753208092497	19047	13552	Other	Other	Gene	0.838267502	0.946505906	0.699013893	0.967820774	15809	13021
TEX13A	0.000870551314457777	17399	0.0011471772319286	15951	0.0134944165400314	0.0883214352510483	0.0152965356037676	0.065875884636355	3244	4940	Other	Other	Gene	0.896502315	0.956481051	0.88426042	0.980384111	16774	16062
OOEP	0.00883299799217305	10757	0.00194087068544161	14577	0.782146241033631	0.95838100960166	0.159142909088899	0.362111719143124	12442	9333	Other	Other	Gene	0.896502315	0.956481051	0.043356034	0.665384615	16775	1184
RNF222	0.000359357588970349	18546	0.000295399702860735	18165	0.586034518272158	0.95838100960166	0.302773889536199	0.547366489533118	10373	11720	Other	Other	Gene	0.494693544	0.934070569	0.485982021	0.916396137	9522	9593
HPX	0.000963491409186188	17200	0.00697362726077368	10531	0.000297662716737117	0.00371146567053904	7.6812126066043e-05	0.000919592280022453	1703	1776	Other	Other	Gene	0.896502315	0.956481051	0.699013893	0.967820774	16776	13022
IFNB1	0.000438328529985909	18353	0.00230119447668294	14077	0.426603373358347	0.95838100960166	0.182944337850372	0.399176827283798	8851	9731	Other	Other	Gene	0.781520022	0.946505906	0.965284664	0.982248586	14739	17621
DLGAP4	0.0295877349612294	6947	0.404207798699672	1252	0.553774940258863	0.95838100960166	0.109769534828893	0.281274533149216	10058	8292	Other	Other	Gene	0.413440479	0.930786542	0.110798148	0.755460624	7961	2664
CRYGC	0.00550046018379262	12325	0.0519721309462482	4598	0.0098068596618841	0.0683592975253805	0.000416828662117339	0.0038055706774029	3046	2331	Other	Other	Gene	0.464461999	0.932939374	0.678539907	0.958193568	8960	12747
BIRC8	0.00122615263626201	16735	0.000443383361969043	17685	0.378043158064067	0.951693952302377	0.0547068058178448	0.169199017323206	8372	6876	Other	Other	Gene	0.27110869	0.930786542	0.845911196	0.980384111	5056	15380
NCR2	0.00279694779954733	14552	0.00168448959173757	14952	0.956282326595432	0.95838100960166	0.370803301007827	0.617638360132556	18348	12710	Other	Other	Gene	0.564211387	0.934919202	0.8259003	0.980384111	10848	15111
EPX	0.00581229316065189	12117	0.0047790745483766	11798	0.685966491910228	0.95838100960166	0.181219305855586	0.396444085375694	11353	9705	Other	Other	Gene	0.967959684	0.976793667	0.60049033	0.938681656	17780	11536
SLC25A31	0.00280030217858415	14547	0.00206202113394569	14403	0.622868383755962	0.95838100960166	0.124562183806808	0.308921967896983	10716	8565	Other	Other	Gene	0.947398529	0.969260353	0.720828112	0.971474473	17484	13344
OR4A15	0.0134102791838126	9334	0.0175669045217934	7559	0.822488379173668	0.95838100960166	0.0795924342219095	0.223456545564515	12959	7571	Other	Other	Gene	0.947398529	0.969260353	0.638670662	0.953926276	17485	12052
C8B	0.015693525595318	8818	0.00340315838536785	12917	1.95157362154641e-08	6.3880310755042e-07	6.54740799175729e-09	2.21107316792957e-07	649	630	Other	Other	Gene	0.604990466	0.937424468	0.272318169	0.847042874	11537	5832
NPSR1	0.0132898732112728	9354	0.00114749932752041	15947	0.948307081641413	0.95838100960166	0.462195628541006	0.698901976197863	16669	13967	Other	Other	Gene	0.867376737	0.949922434	0.92063198	0.980384111	16341	16810
WIPF3	0.00275153416733029	14604	0.00378610002335491	12577	0.956426522760377	0.95838100960166	0.451997744063062	0.690884436427788	18376	13822	Other	Other	Gene	0.544903296	0.934650967	0.444129665	0.90941544	10467	8833
PACSIN2	0.425199399294669	1420	0.515016693262684	989	0.378325900634426	0.95209684633694	0.0944957208936056	0.25296599453792	8376	7938	Other	Other	Gene	0.051364751	0.835075288	0.149866521	0.780147476	1119	3489
OR51F2	0.00118288923120414	16823	0.00125014713706944	15734	0.606467093697542	0.95838100960166	0.0709934999651357	0.205431897169619	10562	7349	Other	Other	Gene	0.753685644	0.946505906	0.183159902	0.808343352	14224	4116
FLJ43859	1.39175629682867e-05	19497	5.79282699974802e-05	19210	NA	NA	NA	NA	19516	19516	Other	Other	Gene	NA	NA	NA	NA	19017	19017
SLC41A2	0.100671845907374	3805	0.0446451934845614	5010	0.000508684135382719	0.00590389446670498	0.00780204649952229	0.0394620956226728	1830	4206	Other	Other	Gene	0.674639063	0.938319315	0.805290112	0.980179045	12911	14745
CNGA4	0.0101083215124067	10296	0.0137511189205132	8262	0.862348536477016	0.95838100960166	0.24135562447747	0.476428624547513	13549	10739	Other	Other	Gene	0.896502315	0.956481051	0.068232089	0.717296678	16777	1727
CGB2	0.000823817814770452	17500	0.00250919998956162	13846	0.9133565210942	0.95838100960166	0.280394671735192	0.522479676624352	14419	11372	Other	Other	Gene	NA	NA	NA	NA	19018	19018
ATP6V1E2	0.00856763853201675	10873	0.040494938323285	5282	0.0832972642414479	0.350094951424263	0.00781094149092916	0.0394847562728401	5043	4208	Other	Other	Gene	0.72621629	0.941296519	0.547997821	0.92841979	13837	10657
NEUROD6	0.0408839731352507	5986	0.0336183877212882	5729	0.782829019892998	0.95838100960166	0.308577480841303	0.553501595694499	12450	11809	Other	Other	Gene	0.300479433	0.930786542	0.658567148	0.955799794	5659	12401
ABCC11	0.0286922724302533	7031	0.000560738341047473	17348	0.955153259319305	0.95838100960166	0.559598168068672	0.76539987096629	18106	15427	Other	Other	Gene	0.809773904	0.946505906	0.471255789	0.912244252	15204	9333
CYP4B1	0.0060799273364398	11990	0.00161891684432103	15051	0.936566351950726	0.95838100960166	0.418257025585015	0.662055964924483	15276	13345	Other	Other	Gene	0.838267502	0.946505906	0.865360937	0.980384111	15810	15755
HNRPF	0.274270644520835	2064	0.0934218295079468	3412	0.952816971230822	0.95838100960166	0.486757373232603	0.71726110685385	17600	14334	Other	Other	Gene	NA	NA	NA	NA	19019	19019
OBP2B	0.000261999492715026	18777	0.00024508451788971	18355	0.95375429438752	0.95838100960166	0.390552057169901	0.636788652757446	17789	12972	Other	Other	Gene	0.838267502	0.946505906	0.92063198	0.980384111	15811	16811
