Gene	Gene ID	Gene type	Drug Name	Cell_Line	Time	Dose	P-value	Q-value	Log2(fold Change)
GPATCH8	23131	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	0.00304051	0.0161931	-0.231214
GPATCH8	23131	Novel DORGE-OG	geldanamycin	HL60	6h	1.0μM	0.00359906	0.026828	-0.362833
IER2	9592	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	1.59207e-29	7.59469e-29	-0.761293
IER2	9592	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	5.36936e-18	1.07742e-15	-2.20067
IER2	9592	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	9.83624e-16	1.72356e-13	-1.97173
IER2	9592	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	8.8536e-15	1.48848e-12	-1.76584
IER2	9592	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	2.08038e-14	6.99512e-12	-1.49758
IER2	9592	Novel DORGE-OG	thioridazine	MCF7	6h	10.0μM	7.88451e-10	2.64397e-08	-0.571276
IER2	9592	Novel DORGE-OG	fulvestrant	MCF7	6h	1.0μM	5.85997e-08	1.21103e-06	-0.38556
IER2	9592	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	9.05591e-07	1.67208e-06	-0.16167
IER2	9592	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	1.34884e-06	0.000262202	-1.12908
IER2	9592	Novel DORGE-OG	cloperastine	MCF7	6h	11.0μM	1.50211e-05	0.00263207	-1.07225
IER2	9592	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	1.63918e-05	0.00031374	-0.462904
IER2	9592	Novel DORGE-OG	gossypol	MCF7	6h	7.8μM	3.06146e-05	0.000852073	-0.563327
IER2	9592	Novel DORGE-OG	fulvestrant	MCF7	6h	0.01μM	4.10902e-05	0.000981196	-0.373462
IER2	9592	Novel DORGE-OG	chlorcyclizine	MCF7	6h	11.8μM	8.73833e-05	0.0241586	-0.807806
IER2	9592	Novel DORGE-OG	phenoxybenzamine	MCF7	6h	11.8μM	9.50243e-05	0.000637991	-0.539864
IER2	9592	Novel DORGE-OG	felodipine	MCF7	6h	10.0μM	0.000101159	0.0294133	-0.886874
IER2	9592	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	0.000106554	0.00035645	-0.256837
IER2	9592	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	0.00018729	0.00163859	-0.274226
IER2	9592	Novel DORGE-OG	loperamide	MCF7	6h	7.8μM	0.000250862	0.00975305	-0.412147
IER2	9592	Novel DORGE-OG	tretinoin	MCF7	6h	1.0μM	0.000331766	0.00322461	-0.230482
IER2	9592	Novel DORGE-OG	trichostatinA	PC3	6h	1.0μM	0.00038252	0.000950076	-0.288767
IER2	9592	Novel DORGE-OG	prochlorperazine	MCF7	6h	10.0μM	0.00209519	0.018498	-0.229673
IER2	9592	Novel DORGE-OG	troglitazone	MCF7	6h	10.0μM	0.00409432	0.273057	-0.240585
IER2	9592	Novel DORGE-OG	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	0.00752478	0.144377	-0.398854
IER2	9592	Novel DORGE-OG	genistein	HL60	6h	10.0μM	0.00826184	0.0866657	-0.306562
PCF11	51585	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	1.02358e-10	1.17582e-09	-1.37375
PCF11	51585	Novel DORGE-OG	phenoxybenzamine	MCF7	6h	11.8μM	0.00925268	0.0329458	-0.429177
PPP3CB	5532	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	0.00107469	0.00887793	-0.40988
COL2A1	1280	Novel DORGE-OG	phenoxybenzamine	MCF7	6h	11.8μM	5.92122e-08	1.02885e-06	-0.805838
COL2A1	1280	Novel DORGE-OG	fluocinonide	MCF7	6h	8.0μM	0.00331083	0.998642	-0.35811
COL2A1	1280	Novel DORGE-OG	fluphenazine	HL60	6h	10.0μM	0.00828793	0.580412	-0.308744
COL2A1	1280	Novel DORGE-OG	pramocaine	MCF7	6h	12.2μM	0.00877104	0.962864	-0.304268
SCAF8	22828	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	3.34438e-11	2.22977e-10	-0.347257
SCAF8	22828	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	3.82801e-11	5.01309e-10	-1.528
SCAF8	22828	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	3.36693e-09	4.16796e-08	-1.53569
SCAF8	22828	Novel DORGE-OG	tanespimycin	PC3	6h	1.0μM	4.36348e-08	2.09599e-06	-0.796215
SCAF8	22828	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	7.25825e-08	1.01347e-06	-1.17103
SCAF8	22828	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	1.78954e-07	1.62035e-06	-1.18347
SCAF8	22828	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	8.62347e-06	0.000614431	-1.73347
SCAF8	22828	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	4.07927e-05	0.000156637	-0.250739
SCAF8	22828	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	0.000130132	0.000970023	-0.38283
SCAF8	22828	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	0.00103841	0.00475833	-0.265283
SCAF8	22828	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	0.00104358	0.00483183	-0.216242
SCAF8	22828	Novel DORGE-OG	geldanamycin	MCF7	6h	1.0μM	0.00222645	0.00859427	-0.240411
THRAP3	9967	Novel DORGE-OG	lithocholicacid	MCF7	6h	10.6μM	0.00223751	0.999423	-0.527271
THRAP3	9967	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	0.00337402	0.0131835	-0.351085
TP53BP1	7158	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	5.13181e-23	1.11228e-21	-0.47592
TP53BP1	7158	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	2.72694e-11	3.73632e-10	-1.14363
TP53BP1	7158	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	1.31225e-09	7.48885e-09	-0.314159
TP53BP1	7158	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	1.36756e-07	9.87454e-07	-0.828098
TP53BP1	7158	Novel DORGE-OG	fulvestrant	MCF7	6h	1.0μM	0.000171035	0.00143386	-0.260026
TP53BP1	7158	Novel DORGE-OG	valproicacid	HL60	6h	500.0μM	0.000634092	0.00762934	-0.483659
TP53BP1	7158	Novel DORGE-OG	geldanamycin	MCF7	6h	1.0μM	0.00139777	0.00567546	-0.258715
TP53BP1	7158	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	0.00227456	0.0112382	-0.302872
TP53BP1	7158	Novel DORGE-OG	valproicacid	HL60	6h	200.0μM	0.00246213	0.0429548	-0.406404
TP53BP1	7158	Novel DORGE-OG	valproicacid	MCF7	6h	1000.0μM	0.00277984	0.0404019	-0.280979
TP53BP1	7158	Novel DORGE-OG	valproicacid	HL60	6h	1000.0μM	0.00799845	0.0866046	-0.411249
IFITM3	10410	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	2.78363e-08	4.0036e-07	-0.411627
IFITM3	10410	Novel DORGE-OG	wortmannin	MCF7	6h	0.01μM	3.1797e-06	7.06404e-05	-0.480445
IFITM3	10410	Novel DORGE-OG	fulvestrant	MCF7	6h	1.0μM	4.68313e-06	5.99412e-05	-0.381146
IFITM3	10410	Novel DORGE-OG	valproicacid	MCF7	6h	200.0μM	5.43068e-06	0.00187389	-0.526877
IFITM3	10410	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	7.14031e-06	1.28315e-05	-0.228165
IFITM3	10410	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	0.000238066	0.000804479	-0.219153
IFITM3	10410	Novel DORGE-OG	valproicacid	MCF7	6h	1000.0μM	0.00173548	0.0295883	-0.311097
IFITM3	10410	Novel DORGE-OG	ionomycin	MCF7	6h	2.0μM	0.00511768	0.0281348	-0.569933
IFITM3	10410	Novel DORGE-OG	phentolamine	MCF7	6h	12.6μM	0.00634524	0.99843	-0.504229
IFITM3	10410	Novel DORGE-OG	chlorcyclizine	MCF7	6h	11.8μM	0.00746754	0.263183	-0.495161
IFITM3	10410	Novel DORGE-OG	dantrolene	MCF7	6h	11.8μM	0.00784779	0.99968	-0.527106
IFITM3	10410	Novel DORGE-OG	ketoprofen	MCF7	6h	15.8μM	0.00972729	0.739016	-0.546252
TFAP2A	7020	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	2.95009e-09	2.26138e-08	-1.23113
TFAP2A	7020	Novel DORGE-OG	fulvestrant	MCF7	6h	1.0μM	1.37871e-06	2.01794e-05	-0.295799
TFAP2A	7020	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	1.94557e-06	1.36442e-05	-0.910186
TFAP2A	7020	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	1.07852e-05	4.08706e-05	-0.346495
TFAP2A	7020	Novel DORGE-OG	fulvestrant	MCF7	6h	0.01μM	4.12773e-05	0.000983775	-0.352329
TFAP2A	7020	Novel DORGE-OG	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	0.000187678	0.0382903	-0.789677
TFAP2A	7020	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	0.00028261	0.00382169	-0.903094
TFAP2A	7020	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	0.000711724	0.00261119	-0.586711
TFAP2A	7020	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	0.00264713	0.00995086	-0.431011
TFAP2A	7020	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	0.00287045	0.00824169	-0.540122
TFAP2A	7020	Novel DORGE-OG	valproicacid	HL60	6h	200.0μM	0.00360827	0.0542589	-0.628091
KMT2A	4297	CGC-OG	trichostatinA	PC3	6h	0.1μM	1.54008e-12	4.35063e-12	-0.25225
KMT2A	4297	CGC-OG	trichostatinA	MCF7	6h	0.1μM	8.71567e-12	1.82483e-11	-0.152417
KMT2A	4297	CGC-OG	digoxigenin	MCF7	6h	10.2μM	1.1582e-10	5.02061e-09	-1.12753
KMT2A	4297	CGC-OG	LY-294002	MCF7	6h	10.0μM	1.32069e-08	8.1867e-08	-0.249616
KMT2A	4297	CGC-OG	lanatosideC	MCF7	6h	4.0μM	1.76212e-07	1.41163e-06	-0.951465
KMT2A	4297	CGC-OG	helveticoside	MCF7	6h	7.4μM	8.47971e-07	6.54036e-06	-0.853631
KMT2A	4297	CGC-OG	LY-294002	HL60	6h	10.0μM	6.99695e-05	0.000722398	-0.282042
KMT2A	4297	CGC-OG	LY-294002	PC3	6h	10.0μM	0.000526437	0.00384129	-0.333457
KMT2A	4297	CGC-OG	trichostatinA	HL60	6h	0.1μM	0.00135559	0.00386722	-0.121535
KIAA0430	9665	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	1.80228e-33	1.12111e-30	-1.06919
KIAA0430	9665	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	2.06847e-16	1.83813e-14	-0.617834
KIAA0430	9665	Novel DORGE-OG	wortmannin	MCF7	6h	0.01μM	6.41747e-14	1.56548e-11	-0.778838
KIAA0430	9665	Novel DORGE-OG	LY-294002	PC3	6h	10.0μM	1.02741e-10	1.62923e-08	-0.888568
KIAA0430	9665	Novel DORGE-OG	thioridazine	MCF7	6h	10.0μM	6.66116e-10	2.30199e-08	-0.583304
KIAA0430	9665	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	4.75629e-08	6.86041e-07	-0.523098
KIAA0430	9665	Novel DORGE-OG	sirolimus	PC3	6h	0.1μM	3.39678e-07	3.52161e-05	-0.758572
KIAA0430	9665	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	4.60413e-07	1.28431e-05	-0.630227
KIAA0430	9665	Novel DORGE-OG	loperamide	MCF7	6h	7.8μM	1.38802e-06	0.000187699	-0.766542
KIAA0430	9665	Novel DORGE-OG	trifluoperazine	MCF7	6h	10.0μM	8.83238e-06	0.000198808	-0.408582
KIAA0430	9665	Novel DORGE-OG	prochlorperazine	MCF7	6h	10.0μM	1.21835e-05	0.000310604	-0.389999
KIAA0430	9665	Novel DORGE-OG	fluphenazine	MCF7	6h	10.0μM	1.69193e-05	0.000470438	-0.378344
KIAA0430	9665	Novel DORGE-OG	amiodarone	MCF7	6h	5.8μM	4.46604e-05	0.0264547	-0.529606
KIAA0430	9665	Novel DORGE-OG	fulvestrant	MCF7	6h	1.0μM	6.91745e-05	0.000646582	-0.291479
KIAA0430	9665	Novel DORGE-OG	phenoxybenzamine	MCF7	6h	11.8μM	7.21851e-05	0.000498919	-0.578731
KIAA0430	9665	Novel DORGE-OG	benzamil	MCF7	6h	11.2μM	0.000115589	0.0171196	-0.640787
KIAA0430	9665	Novel DORGE-OG	methotrexate	MCF7	6h	8.8μM	0.000319805	0.00411021	-0.491662
KIAA0430	9665	Novel DORGE-OG	tacrolimus	MCF7	6h	1.0μM	0.000321442	0.0979381	-0.731478
KIAA0430	9665	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	0.00044151	0.0044837	-0.485839
KIAA0430	9665	Novel DORGE-OG	meclozine	MCF7	6h	8.6μM	0.000802656	0.0545674	-0.46416
KIAA0430	9665	Novel DORGE-OG	gossypol	MCF7	6h	7.8μM	0.00128617	0.014338	-0.6653
KIAA0430	9665	Novel DORGE-OG	clofazimine	MCF7	6h	8.4μM	0.00203324	0.0671209	-0.345206
KIAA0430	9665	Novel DORGE-OG	methylbenzethoniumchloride	MCF7	6h	8.6μM	0.00206991	0.0354219	-0.435543
KIAA0430	9665	Novel DORGE-OG	azathioprine	MCF7	6h	14.4μM	0.00265273	0.472574	-0.439918
KIAA0430	9665	Novel DORGE-OG	thioridazine	PC3	6h	10.0μM	0.0029966	0.0337429	-0.470296
KIAA0430	9665	Novel DORGE-OG	thioridazine	HL60	6h	10.0μM	0.00489481	0.0359482	-0.43046
KIAA0430	9665	Novel DORGE-OG	fulvestrant	MCF7	6h	0.01μM	0.00507442	0.0514934	-0.267399
KIAA0430	9665	Novel DORGE-OG	cloperastine	MCF7	6h	11.0μM	0.00996529	0.181649	-0.449729
ANKS1A	23294	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	0	0	-0.66816
ANKS1A	23294	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	1.4013e-45	1.12104e-44	-1.00796
ANKS1A	23294	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	1.07335e-17	1.39536e-16	-0.663407
ANKS1A	23294	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	2.61791e-16	1.05029e-15	-0.588565
ANKS1A	23294	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	6.55056e-09	6.74074e-08	-1.44349
ANKS1A	23294	Novel DORGE-OG	trichostatinA	PC3	6h	1.0μM	6.89384e-07	2.33951e-06	-0.533726
ANKS1A	23294	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	6.27352e-06	2.4104e-05	-0.771149
ANKS1A	23294	Novel DORGE-OG	valproicacid	HL60	6h	1000.0μM	0.000264391	0.0153705	-0.654084
ANKS1A	23294	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	0.000367608	0.00191196	-0.402349
ANKS1A	23294	Novel DORGE-OG	pioglitazone	PC3	6h	10.0μM	0.000936353	0.0199919	-0.5451
ANKS1A	23294	Novel DORGE-OG	tretinoin	MCF7	6h	1.0μM	0.00279065	0.0200917	-0.255443
UBTF	7343	Novel DORGE-OG	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	0.00613394	0.13318	-0.458132
SETD5	55209	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	1.20292e-12	9.17568e-12	-0.37798
SETD5	55209	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	4.17986e-12	7.45009e-11	-1.29885
SETD5	55209	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	1.37081e-10	2.58399e-09	-1.15744
SETD5	55209	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	2.49586e-09	3.72314e-08	-0.984315
SETD5	55209	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	2.13248e-08	3.45445e-07	-0.49889
SETD5	55209	Novel DORGE-OG	geldanamycin	MCF7	6h	1.0μM	8.75864e-07	7.11732e-06	-0.440065
SETD5	55209	Novel DORGE-OG	phenoxybenzamine	MCF7	6h	11.8μM	1.77856e-05	0.000148106	-0.594182
SETD5	55209	Novel DORGE-OG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	2.45786e-05	0.000199597	-0.432283
SETD5	55209	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	5.32237e-05	0.000327476	-0.773774
SETD5	55209	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	6.53876e-05	0.000537665	-0.424258
SETD5	55209	Novel DORGE-OG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	7.27824e-05	0.000778633	-0.708391
SETD5	55209	Novel DORGE-OG	gossypol	MCF7	6h	7.8μM	7.72633e-05	0.00171343	-0.595998
SETD5	55209	Novel DORGE-OG	amiodarone	MCF7	6h	5.8μM	0.000864499	0.0747209	-0.365579
SETD5	55209	Novel DORGE-OG	thioridazine	MCF7	6h	10.0μM	0.00134348	0.00724501	-0.324194
SETD5	55209	Novel DORGE-OG	geldanamycin	HL60	6h	1.0μM	0.00152284	0.0139307	-0.479944
SETD5	55209	Novel DORGE-OG	acacetin	MCF7	6h	14.0μM	0.00245264	0.0748851	-0.362732
SETD5	55209	Novel DORGE-OG	loperamide	MCF7	6h	7.8μM	0.00279349	0.0497906	-0.416436
SETD5	55209	Novel DORGE-OG	lorglumide	MCF7	6h	8.4μM	0.00513855	0.153693	-0.315928
SETD5	55209	Novel DORGE-OG	pirenperone	MCF7	6h	10.2μM	0.00999606	0.213584	-0.286334
OSBPL9	114883	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	0	0	-1.35084
OSBPL9	114883	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	0	0	-1.01122
OSBPL9	114883	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	8.80001e-23	5.30688e-22	-0.758273
OSBPL9	114883	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	4.72223e-19	6.96907e-18	-0.585061
OSBPL9	114883	Novel DORGE-OG	trichostatinA	PC3	6h	1.0μM	1.62639e-15	1.87873e-14	-0.826028
OSBPL9	114883	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	7.09874e-06	5.80641e-05	-0.287753
OSBPL9	114883	Novel DORGE-OG	LY-294002	PC3	6h	10.0μM	2.08586e-05	0.000263187	-0.480515
OSBPL9	114883	Novel DORGE-OG	wortmannin	MCF7	6h	0.01μM	2.48538e-05	0.000403138	-0.364605
OSBPL9	114883	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	0.000117274	0.000439326	-0.757255
OSBPL9	114883	Novel DORGE-OG	tacrolimus	MCF7	6h	1.0μM	0.000148776	0.0979381	-0.749543
OSBPL9	114883	Novel DORGE-OG	thioridazine	PC3	6h	10.0μM	0.000188193	0.0045324	-0.613151
OSBPL9	114883	Novel DORGE-OG	valproicacid	HL60	6h	500.0μM	0.000213909	0.00369104	-0.686664
OSBPL9	114883	Novel DORGE-OG	valproicacid	HL60	6h	1000.0μM	0.00122313	0.0311937	-0.531206
OSBPL9	114883	Novel DORGE-OG	sirolimus	PC3	6h	0.1μM	0.00161308	0.0174053	-0.43614
OSBPL9	114883	Novel DORGE-OG	valproicacid	MCF7	6h	1000.0μM	0.00463184	0.0563291	-0.269836
OSBPL9	114883	Novel DORGE-OG	fulvestrant	MCF7	6h	0.01μM	0.00572956	0.0560389	-0.272275
OSBPL9	114883	Novel DORGE-OG	valproicacid	HL60	6h	200.0μM	0.00652139	0.0751255	-0.514758
OSBPL9	114883	Novel DORGE-OG	valproicacid	PC3	6h	1000.0μM	0.00662546	0.155817	-0.365969
TNRC6B	23112	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	0	0	-0.740073
TNRC6B	23112	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	1.02874e-14	3.7832e-14	-0.603631
TNRC6B	23112	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	4.12744e-07	1.84445e-06	-0.277524
TNRC6B	23112	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	4.93383e-06	1.06215e-05	-0.224222
TNRC6B	23112	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	7.07176e-06	3.03483e-05	-0.298745
TNRC6B	23112	Novel DORGE-OG	LY-294002	PC3	6h	10.0μM	0.000566007	0.00408925	-0.327213
TNRC6B	23112	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	0.00180595	0.00633969	-0.410369
TNRC6B	23112	Novel DORGE-OG	sirolimus	PC3	6h	0.1μM	0.00625929	0.0471379	-0.316959
TNRC6B	23112	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	0.00697225	0.0231744	-0.332154
TNRC6B	23112	Novel DORGE-OG	fulvestrant	MCF7	6h	1.0μM	0.00715163	0.0333109	-0.233966
TNRC6B	23112	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	0.00846548	0.0295757	-0.209122
TNRC6B	23112	Novel DORGE-OG	pempidine	MCF7	6h	13.0μM	0.00852147	0.398916	-0.340116
TNRC6B	23112	Novel DORGE-OG	3-hydroxy-DL-kynurenine	MCF7	6h	17.8μM	0.00980899	0.647496	-0.306886
PPP3CA	5530	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	0	0	-1.37895
PPP3CA	5530	Novel DORGE-OG	trichostatinA	PC3	6h	1.0μM	2.29878e-15	2.55122e-14	-0.867842
PPP3CA	5530	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	2.22555e-07	1.02625e-06	-0.285824
PPP3CA	5530	Novel DORGE-OG	LY-294002	PC3	6h	10.0μM	6.90005e-05	0.000721374	-0.395217
PPP3CA	5530	Novel DORGE-OG	troglitazone	PC3	6h	10.0μM	0.000174231	0.00866387	-0.524332
PPP3CA	5530	Novel DORGE-OG	rosiglitazone	PC3	6h	10.0μM	0.000415433	0.0207566	-0.512164
PPP3CA	5530	Novel DORGE-OG	fulvestrant	MCF7	6h	0.01μM	0.000677713	0.0103453	-0.260534
PPP3CA	5530	Novel DORGE-OG	valproicacid	PC3	6h	1000.0μM	0.00121727	0.0701546	-0.424991
PPP3CA	5530	Novel DORGE-OG	fulvestrant	MCF7	6h	1.0μM	0.00138018	0.00846686	-0.180791
PPP3CA	5530	Novel DORGE-OG	pioglitazone	PC3	6h	10.0μM	0.00241926	0.0363503	-0.412408
PPP3CA	5530	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	0.00303578	0.0161748	-0.203376
PPP3CA	5530	Novel DORGE-OG	thioridazine	PC3	6h	10.0μM	0.00371935	0.0393808	-0.427166
MLLT10	8028	CGC-OG	cephaeline	MCF7	6h	6.0μM	0.00160062	0.00404906	-0.373481
DLGAP1	9229	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	0.007587	0.0270149	-0.130196
RNF111	54778	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	1.11959e-36	3.58989e-36	-0.558409
RNF111	54778	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	5.2963e-14	1.88584e-13	-0.556524
RNF111	54778	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	9.66937e-12	1.54226e-10	-1.66082
RNF111	54778	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	4.12442e-10	2.4693e-09	-0.38249
RNF111	54778	Novel DORGE-OG	geldanamycin	MCF7	6h	1.0μM	3.20159e-08	3.38123e-07	-0.548542
RNF111	54778	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	4.0204e-07	3.34567e-06	-0.852934
RNF111	54778	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	9.1068e-07	9.1739e-06	-0.937813
RNF111	54778	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	1.03018e-06	6.98068e-06	-1.02036
RNF111	54778	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	8.4347e-06	8.78126e-05	-0.565465
RNF111	54778	Novel DORGE-OG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	7.61509e-05	0.000548046	-0.461997
RNF111	54778	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	0.000167497	0.000610019	-0.903291
RNF111	54778	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	0.000173083	0.00281113	-0.974356
RNF111	54778	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	0.00252167	0.00687835	-0.209399
RNF111	54778	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	0.00329713	0.0173298	-0.396157
HNRNPUL1	11100	Novel DORGE-OG	phthalylsulfathiazole	MCF7	6h	10.0μM	0.00464974	0.183061	-0.425013
HNRNPUL1	11100	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	0.0070487	0.0184035	-0.120019
CAV1	857	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	0	0	-2.18054
CAV1	857	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	1.44024e-25	1.07224e-24	-1.38506
CAV1	857	Novel DORGE-OG	wortmannin	MCF7	6h	0.01μM	2.98909e-15	1.32812e-12	-1.3296
CAV1	857	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	5.07213e-09	8.62054e-08	-0.752092
CAV1	857	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	3.48065e-08	1.67192e-07	-0.465616
CAV1	857	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	3.71165e-08	7.00707e-07	-0.893328
CAV1	857	Novel DORGE-OG	methotrexate	MCF7	6h	8.8μM	0.000201706	0.00290107	-0.939532
CAV1	857	Novel DORGE-OG	valproicacid	MCF7	6h	1000.0μM	0.000296372	0.00952755	-0.468079
CAV1	857	Novel DORGE-OG	geldanamycin	MCF7	6h	1.0μM	0.000962076	0.00405598	-0.475807
CAV1	857	Novel DORGE-OG	estradiol	MCF7	6h	0.01μM	0.00298884	0.125199	-0.353818
ADAM19	8728	Novel DORGE-OG	tretinoin	MCF7	6h	1.0μM	1.0337e-05	0.000151297	-0.392272
HMGA1	3159	CGC-OG	methotrexate	MCF7	6h	8.8μM	0.00531787	0.0357539	-0.347865
HMGA1	3159	CGC-OG	bepheniumhydroxynaphthoate	MCF7	6h	9.0μM	0.00741565	0.37516	-0.326921
CCND1	595	CGC-OG	estradiol	MCF7	6h	0.1μM	1.88098e-05	0.00477578	-0.351848
CCND1	595	CGC-OG	genistein	MCF7	6h	10.0μM	3.7097e-05	0.00295848	-0.387312
CCND1	595	CGC-OG	diethylstilbestrol	MCF7	6h	15.0μM	0.00039248	0.0351698	-0.635501
CCND1	595	CGC-OG	estradiol	MCF7	6h	0.01μM	0.000685018	0.0530104	-0.258758
CCND1	595	CGC-OG	lorglumide	MCF7	6h	8.4μM	0.00100421	0.0737107	-0.615678
CCND1	595	CGC-OG	equilin	MCF7	6h	15.0μM	0.00315541	0.10223	-0.541424
CCND1	595	CGC-OG	PF-00562151-00	MCF7	6h	10.0μM	0.00340912	0.193354	-0.62178
CCND1	595	CGC-OG	thioperamide	MCF7	6h	9.8μM	0.00517794	0.51306	-0.515041
CCND1	595	CGC-OG	acacetin	MCF7	6h	14.0μM	0.00842829	0.137503	-0.5406
HDAC7	51564	Novel DORGE-OG	bepheniumhydroxynaphthoate	MCF7	6h	9.0μM	0.00387153	0.31001	-0.541481
