Gene	Gene_betweenness_centrality	Gene_closeness_centrality	Gene_Degree	TSG.All.Set	OG.All.Set	Neutral.Genes
FLG2	5.45E-6	0.37305584	32	0	0	0
IGHV7-81	0	0	0	0	0	0
AKR1B15	3.0E-7	0.32542228	11	0	0	1
SLC37A1	3.8E-7	0.3279016	2	0	0	0
CPN1	4.1E-7	0.31306332	6	0	0	0
GGTLC2	0	0	0	0	0	1
RFPL4B	5.435E-5	0.33590819	43	0	0	0
NCOA1	2.0697E-4	0.40128472	149	0	0	0
IPO5	1.7081E-4	0.41521788	145	0	0	0
KCNRG	7.6E-7	0.30182625	8	0	0	0
SCNN1D	2.129E-5	0.33375862	21	0	0	1
TAS2R41	3.04E-6	0.32311107	16	0	0	1
LRP5L	1.0E-8	0.3128644	2	0	0	1
HMGCS2	1.1E-6	0.34710675	6	0	0	0
MLN	0	0	0	0	0	0
GOT1L1	1.6E-7	0.29816032	4	0	0	0
NPPA	5.725E-5	0.33882458	47	0	0	1
MS4A15	0	0	0	0	0	0
ATP6AP1L	0	0	0	0	0	1
IFLTD1	7.0E-8	0.34242121	2	0	0	1
C17ORF67	1.8E-7	0.2805765	2	0	0	0
FGL1	6.426E-5	0.34608786	70	0	0	0
PTTG2	0.0	0.32978116	2	0	0	0
CLCA4	0.0	0.31502493	1	0	0	1
PPP2R2C	3.086E-5	0.37107964	54	0	0	0
AFP	1.36E-6	0.32355442	11	0	0	0
SPEM1	2.0E-8	0.26723918	2	0	0	1
DPPA2	2.74E-6	0.33153132	21	0	0	0
TUB	2.38E-6	0.33364555	7	0	0	1
GNAT2	6.42E-6	0.34323554	15	0	0	0
ARHGAP28	4.7E-7	0.34501092	4	0	0	0
PTCHD3	0	0	0	0	0	0
SLC38A8	0	0	0	0	0	0
FRMPD2	2.3E-7	0.32982014	3	0	0	1
SLC9A4	3.0E-8	0.27563839	2	0	0	1
SLC6A16	0	0	0	0	0	1
SPAM1	0	0	0	0	0	0
GOLGA8A	3.0E-8	0.31196661	2	0	0	0
PLA2G2E	4.0E-8	0.29480542	3	0	0	1
CA6	3.82E-6	0.30102307	5	0	0	0
TCF20	1.325E-5	0.39110426	53	0	0	0
PRL	1.11E-6	0.30318725	3	0	0	0
TAS2R31	0.0	0.30236044	1	0	0	1
FCN2	1.1E-7	0.26436128	3	0	0	1
OR12D3	0	0	0	0	0	0
PPY	0	0	0	0	0	0
EEF1AL7	0	0	0	0	0	0
TXNDC8	0	0	0	0	0	1
SLC17A8	0.0	0.2705909	2	0	0	0
GPR174	0	0	0	0	0	1
MLANA	0.0	0.30775735	2	0	0	0
ANGPT4	4.4E-7	0.27922879	3	0	0	0
HBD	1.3167E-4	0.35437304	23	0	0	1
CLUL1	0	0	0	0	0	0
C5	2.235E-5	0.3313476	11	0	0	0
CGA	1.2018E-4	0.29292788	6	0	0	0
GPAT2	0	0	0	0	0	1
CRTAM	0	0	0	0	0	0
IDI2	2.07E-6	0.31519099	12	0	0	0
DEFB108B	0	0	0	0	0	1
AWAT2	0	0	0	0	0	1
OR4K1	0.0	0.32226521	1	0	0	0
CETP	4.6E-7	0.33027559	3	0	0	0
IL17B	9.0E-8	0.27877779	2	0	0	0
AOC2	7.0E-7	0.32494226	5	0	0	0
RNASE10	0.0	0.29187078	1	0	0	0
MPP7	4.6E-6	0.3458948	19	0	0	0
PPIAL4B	1.8E-7	0.32915225	7	0	0	0
CCL21	4.46E-6	0.3145337	9	0	0	0
SLC22A14	0.0	0.25788663	1	0	0	1
PRHOXNB	0	0	0	0	0	1
DMBT1	4.616E-5	0.33954611	20	0	0	0
TLK1	2.467E-5	0.36817452	35	0	0	0
KRTAP4-12	1.2814E-4	0.3519371	111	0	0	1
LRRC66	1.4E-7	0.33510809	2	0	0	1
ADAD2	0.0	0.32978116	1	0	0	1
C1QTNF7	2.8E-7	0.3091725	2	0	0	1
CES4A	0.0	0.32430024	1	0	0	1
HSD3B1	0.0	0.25292323	1	0	0	0
C5ORF23	0	0	0	0	0	0
ATP1A4	1.321E-5	0.35710172	13	0	0	1
DNAJB13	0	0	0	0	0	0
ITGAD	1.5E-7	0.31020363	4	0	0	0
OR2C1	0	0	0	0	0	1
MPL	5.6E-7	0.32632933	7	0	1	0
AMAC1L2	0	0	0	0	0	0
KCNMB3	0	0	0	0	0	0
MACF1	2.118E-4	0.40709041	76	0	0	0
C22ORF46	4.1E-7	0.3373091	3	0	0	0
OR9G1	0	0	0	0	0	1
AOC3	2.373E-5	0.33212323	22	0	0	1
ANHX	0	0	0	0	0	0
CCL24	0	0	0	0	0	0
ZNF404	0.0	0.27874066	1	0	0	1
LIME1	1.63E-6	0.31517319	4	0	0	0
RGS8	1.78E-6	0.3294113	6	0	0	1
NAT8B	0.0	0.30063928	1	0	0	0
TECTA	3.8E-7	0.3279016	2	0	0	0
BC007896	0	0	0	0	0	0
GAL3ST2	4.1E-7	0.30945824	2	0	0	0
LRRIQ4	0.0	0.31070448	1	0	0	1
KRT33A	8.0E-8	0.33344619	5	0	0	1
ATF7IP2	1.4E-7	0.33055599	5	0	0	1
PIWIL4	1.0E-8	0.30532152	2	0	0	0
LCE3D	0.0	0.31223424	2	0	0	0
COX8C	0	0	0	0	0	0
ARGFX	0	0	0	0	0	1
CRNN	5.472E-5	0.35049302	34	0	0	0
RGSL1	1.1E-6	0.31468742	3	0	0	0
DNASE2B	2.907E-5	0.34595198	36	0	0	0
RNASE13	2.01E-6	0.31423852	11	0	0	1
TMC2	0.0	0.30478236	1	0	0	0
GLP2R	0.0	0.32226521	1	0	0	0
C8G	4.93E-6	0.30338504	6	0	0	1
SLC22A24	0.0	0.31206546	1	0	0	1
FAM26D	1.8E-6	0.31486497	15	0	0	0
LCE3B	0	0	0	0	0	1
HRH4	0	0	0	0	0	1
DEFB104A	1.1E-6	0.31516133	6	0	0	1
LOC347376	0	0	0	0	0	0
PIWIL3	6.0E-8	0.28660937	2	0	0	0
AQP7	0	0	0	0	0	0
GJA8	4.0E-8	0.3195953	2	0	0	1
TRANK1	0.0	0.28852086	2	0	0	0
KRT39	0.0	0.3043834	1	0	0	1
C12ORF51	0	0	0	0	0	0
GJA10	0	0	0	0	0	0
ZNF679	6.8E-7	0.32648843	4	0	0	1
PLIN1	1.14E-6	0.31611344	9	0	0	0
C1ORF175	0	0	0	0	0	0
ATP11C	8.36E-5	0.36093565	35	0	0	0
R3HDML	0.0	0.32978116	1	0	0	1
EIF5AL1	2.7E-7	0.33582733	9	0	0	0
CPLX4	3.27E-6	0.33039943	9	0	0	1
OR4L1	0.0	0.33042552	1	0	0	0
ANKRD7	0.0	0.30912112	1	0	0	0
TSSK2	1.58E-6	0.34415985	12	0	0	0
DYRK4	1.08E-6	0.3477412	16	0	0	1
KRTAP4-7	9.4E-7	0.316203	14	0	0	1
CTAGE1	0.0	0.2693762	1	0	0	0
C19ORF75	0	0	0	0	0	0
OR10AG1	0	0	0	0	0	1
PRPS1L1	3.5E-7	0.35139049	9	0	0	0
CGB1	0.0	0.24135396	1	0	0	1
SMTNL1	0.0	0.32430024	1	0	0	1
TARM1	0	0	0	0	0	1
TFF1	5.1889E-4	0.35480111	22	0	0	0
DYX1C1	3.42E-6	0.34009101	17	0	0	1
FAM3D	0.0	0.26418191	1	0	0	0
CAPN13	7.0E-7	0.32795941	12	0	0	0
S100A7L2	0	0	0	0	0	1
PRSS38	0.0	0.28945367	1	0	0	0
SYN3	1.4E-7	0.32234587	3	0	0	0
GABRA6	3.55E-6	0.31350299	11	0	0	1
OR4Q3	0	0	0	0	0	0
RP11-958N24.2	0	0	0	0	0	0
SPRR2A	1.56E-6	0.33381186	12	0	0	0
KIAA0467	0	0	0	0	0	0
KCNU1	0	0	0	0	0	0
FLRT1	5.243E-5	0.36317491	18	0	0	0
SPAG11B	0.0	0.30063928	1	0	0	1
SIPA1L2	1.581E-5	0.37321385	37	0	0	0
TMEM211	0	0	0	0	0	0
SCXB	2.0E-8	0.29369869	2	0	0	0
OR1A2	0	0	0	0	0	1
OR9A2	0	0	0	0	0	0
SPTB	3.683E-5	0.36399609	26	0	0	0
OR51B4	0.0	0.2764668	1	0	0	0
SLC4A1	3.58E-6	0.33382517	23	0	0	0
OR5W2	0	0	0	0	0	0
HYAL4	2.7E-7	0.32460834	3	0	0	0
OR1G1	0	0	0	0	0	0
CD207	2.49E-6	0.32969673	7	0	0	0
GML	8.8E-6	0.3330217	24	0	0	0
OVOS1	0	0	0	0	0	0
LEAP2	0	0	0	0	0	0
KRTAP4-5	0	0	0	0	0	1
SLC14A2	0.0	0.28338806	1	0	0	1
ELF5	2.98E-6	0.31849484	8	0	0	0
TREML4	0	0	0	0	0	0
CAPN11	3.8E-7	0.32043332	6	0	0	1
TEX101	1.9E-7	0.32042719	4	0	0	1
NT5DC4	0.0	0.30438893	1	0	0	0
TACR2	1.247E-5	0.29836223	5	0	0	1
PUM2	8.137E-5	0.38651737	32	0	0	0
KCNJ4	1.39E-6	0.31128795	14	0	0	1
RP11-707M1.1	0	0	0	0	0	0
OTOG	0.0	0.323811	1	0	0	1
TMC3	0	0	0	0	0	0
KRT78	1.4E-6	0.35456817	19	0	0	0
RC3H1	0.00103592	0.42891912	599	0	0	0
CLCA1	7.3E-7	0.30970439	2	0	0	1
CGB	1.446E-5	0.33094151	3	0	0	0
LYVE1	3.5E-7	0.29487292	4	0	0	0
MMP12	0.0	0.32978116	1	0	0	0
MMP13	9.0E-7	0.30139699	2	0	0	0
IFNW1	2.6E-7	0.33345284	2	0	0	0
NHLH1	1.51E-6	0.33740427	8	0	0	0
HRNR	3.361E-5	0.38324368	53	0	0	0
CCKAR	0.0	0.19498503	1	0	0	0
GBA3	6.0E-8	0.29673875	2	0	0	0
LRRC37B	1.5E-7	0.35399839	2	0	0	1
C17ORF77	0	0	0	0	0	0
SPHAR	0	0	0	0	0	0
OR10A3	0	0	0	0	0	1
OR10A5	0	0	0	0	0	1
SPACA4	1.57E-6	0.32342941	7	0	0	1
TMEM132C	0	0	0	0	0	1
MASP2	1.416E-5	0.31349712	12	0	0	0
PTPRA	1.2147E-4	0.38485587	74	0	0	0
FAM172B	0	0	0	0	0	0
DKFZP434I0916	0	0	0	0	0	0
ADH1C	1.0E-8	0.26377401	2	0	0	0
AQP12A	0	0	0	0	0	1
AADAC	0	0	0	0	0	0
KRT40	0.00148118	0.38418468	309	0	0	0
KRT24	5.1E-7	0.350046	14	0	0	1
TMOD4	9.32E-6	0.34635277	23	0	0	0
CREB3L3	4.1E-6	0.34312299	18	0	0	0
SPECC1	3.122E-5	0.38916783	50	0	0	0
OR8D2	0.0	0.29134256	1	0	0	1
PBOV1	0	0	0	0	0	0
PLCL2	1.701E-5	0.3578115	11	0	0	0
TSKS	2.47E-5	0.34882074	25	0	0	1
HTR1F	0	0	0	0	0	0
OR10T2	0	0	0	0	0	1
RIT2	7.47E-6	0.34335521	9	0	0	1
GNGT2	2.33E-6	0.31924793	7	0	0	0
KRTAP10-11	1.12E-6	0.32081401	15	0	0	1
SLC25A34	0.0	0.26983641	1	0	0	0
NR0B2	7.666E-5	0.36469384	81	0	0	0
AKR1C4	1.83E-6	0.30619822	5	0	0	0
DCLK3	1.0E-8	0.31271247	2	0	0	1
MRGPRD	0	0	0	0	0	0
OR10S1	0	0	0	0	0	1
PRSS50	1.587E-5	0.35433554	24	0	0	0
RGR	0.0	0.27145081	1	0	0	1
LYZL2	4.978E-5	0.33659027	54	0	0	0
TPH2	2.0E-8	0.26987121	2	0	0	0
ARHGAP39	1.967E-5	0.38525439	16	0	0	0
PLA2G2C	0	0	0	0	0	1
PGK2	2.452E-5	0.33806514	32	0	0	1
CTD-2620I22.3	0	0	0	0	0	0
TUBA3C	2.1635E-4	0.38265679	73	0	0	0
CPB2	9.5E-7	0.32075869	6	0	0	0
MOBP	4.42E-6	0.33872175	10	0	0	1
SLC23A2	5.61E-6	0.35531314	7	0	0	0
LRRC52	0.0	0.30550537	1	0	0	0
UGT2B7	9.0E-8	0.25887956	3	0	0	0
CRB1	1.9E-7	0.30466589	3	0	0	1
SELE	3.61E-6	0.33182701	16	0	0	0
MAT1A	5.71E-6	0.36775398	18	0	0	0
CCL22	2.274E-5	0.33744508	33	0	0	0
KRTAP26-1	1.036E-5	0.33357907	30	0	0	1
OR5AR1	0	0	0	0	0	1
TSHB	2.97E-6	0.32952801	15	0	0	0
HMGB4	7.53E-6	0.33166924	4	0	0	1
KRTAP10-8	3.2638E-4	0.35840897	158	0	0	1
OR6B2	0	0	0	0	0	1
RDH16	0.0	0.30236044	1	0	0	0
CYP2A7	1.1946E-4	0.22974846	2	0	0	0
FAM9B	3.8442E-4	0.36521094	122	0	0	0
DIO1	0	0	0	0	0	1
CLDN2	2.8E-6	0.33254544	10	0	0	0
GZMM	6.0E-8	0.32685812	5	0	0	0
MYH15	2.9E-7	0.30723212	4	0	0	1
CHRNA2	0	0	0	0	0	0
PDZRN4	7.0E-7	0.31536911	4	0	0	0
ANKS4B	5.6E-7	0.33837261	4	0	0	0
DEFB129	0	0	0	0	0	0
CD209	7.6E-6	0.32965129	15	0	0	0
PRM3	0	0	0	0	0	0
CAPN6	1.35E-6	0.32442593	12	0	0	0
FKBP6	2.005E-5	0.3461952	37	0	0	0
CCL26	0.0	0.32978116	1	0	0	0
MUC2	1.8E-7	0.28396486	2	0	0	0
KCNG4	1.186E-5	0.30918963	9	0	0	1
SPRR3	1.44E-6	0.3183495	8	0	0	0
NPIPL1	0	0	0	0	0	0
PCK1	4.447E-5	0.38533419	81	0	0	1
PLCH2	1.0E-7	0.30736185	2	0	0	0
FAM108A6	0	0	0	0	0	0
OCSTAMP	0	0	0	0	0	0
OR10A6	0	0	0	0	0	0
FAM55B	0	0	0	0	0	0
LCE1F	0	0	0	0	0	1
APOBEC4	0.0	0.30103389	1	0	0	0
ATP6V0D2	5.21E-6	0.35081617	22	0	0	1
GPR113	1.0E-7	0.3364009	2	0	0	0
TMIGD2	0.0	0.29692821	1	0	0	0
UBD	4.23E-6	0.34920635	32	0	0	0
MC3R	0.0	0.25508509	1	0	0	0
ZFP14	1.0E-8	0.300877	2	0	0	0
TTR	8.5E-5	0.36289151	60	0	0	0
ZNF609	8.463E-5	0.39364228	30	0	0	0
GVIN1	2.2E-7	0.32918461	3	0	0	0
WFDC8	0.0	0.323811	1	0	0	1
AMTN	2.9E-7	0.31885272	9	0	0	1
KIR3DL3	3.936E-5	0.32404289	34	0	0	1
RPE65	8.68E-6	0.33312772	7	0	0	0
LRRC19	0	0	0	0	0	0
SLC28A2	0	0	0	0	0	0
PLAC4	0	0	0	0	0	0
OR5K3	0	0	0	0	0	1
PDYN	1.02E-5	0.33431846	9	0	0	0
HIGD1B	0.0	0.26424445	1	0	0	0
SERPINI2	7.7E-7	0.31944285	6	0	0	0
AKAP6	3.77E-6	0.36264784	14	0	0	0
CABP5	1.14E-6	0.31219348	7	0	0	0
KRTAP3-1	5.0E-8	0.29864431	2	0	0	1
OR7A10	0.0	0.30236044	1	0	0	1
CTSG	9.45E-6	0.33545724	17	0	0	0
PIK3C2A	5.6E-5	0.40057423	66	0	0	0
REN	6.2E-7	0.29411661	8	0	0	1
ZNF648	0	0	0	0	0	1
FBP2	6.0E-8	0.31049127	5	0	0	0
CD1E	1.605E-5	0.32661581	28	0	0	1
SLC26A3	0.0	0.26950195	1	0	0	0
CTAGE6	0.0	0.2862957	2	0	0	1
NMUR2	2.329E-5	0.3269028	24	0	0	0
FNDC9	0.0	0.32226521	1	0	0	1
KRT4	4.71E-6	0.35443306	26	0	0	0
OR51T1	0	0	0	0	0	1
FAM170A	3.64E-6	0.32988513	14	0	0	1
TMEM82	0	0	0	0	0	0
ABCA10	0.0	0.3209247	2	0	0	0
CCR9	0	0	0	0	0	0
DNAJB8	7.55E-6	0.35241122	19	0	0	0
OR10P1	0	0	0	0	0	1
USP50	5.03E-6	0.36050818	30	0	0	0
HHLA2	0	0	0	0	0	0
C9ORF79	0	0	0	0	0	0
TCRBV9S1A1T	0	0	0	0	0	0
KRT72	7.9E-7	0.34418815	12	0	0	1
OR1B1	0	0	0	0	0	1
TAS2R46	0	0	0	0	0	1
CYP4F22	0	0	0	0	0	0
ITIH2	1.975E-5	0.35964083	19	0	0	0
OR4C46	0	0	0	0	0	1
ZMYND17	0	0	0	0	0	0
CYP4F24P	0	0	0	0	0	0
EXD2	1.576E-5	0.38647276	28	0	0	0
C20ORF79	0	0	0	0	0	0
CCL19	6.0E-8	0.23756279	2	0	0	0
KRTAP27-1	0	0	0	0	0	1
PSG8	2.607E-5	0.32662219	37	0	0	1
SOHLH2	0.0	0.24985822	1	0	0	1
KRTAP25-1	0	0	0	0	0	1
OR1L4	0	0	0	0	0	1
KIAA1149	0	0	0	0	0	0
ITLN1	6.07E-6	0.33404497	14	0	0	0
LYZL4	0.0	0.29692821	1	0	0	1
FAM186B	7.9E-7	0.34472676	3	0	0	1
ADIG	0	0	0	0	0	0
FFAR3	0.0	0.32226521	1	0	0	1
IL33	8.7E-7	0.32658396	10	0	0	0
UGT2B4	0.0	0.27672727	1	0	0	0
CLDN17	6.0E-8	0.31058343	2	0	0	0
ZNRF4	9.235E-5	0.34289811	83	0	0	1
AK098727	0	0	0	0	0	0
TMC1	6.3E-7	0.33928463	5	0	0	1
OC90	0.0	0.27638008	1	0	0	1
KIAA1456	2.44E-6	0.33166267	5	0	0	0
ACPT	0	0	0	0	0	1
PPEF2	1.19E-6	0.34107485	25	0	0	1
OR52W1	0.0	0.25070756	1	0	0	1
OR4S2	3.0E-8	0.30747475	3	0	0	1
SLC4A5	3.9E-7	0.32976817	2	0	0	0
LENEP	0	0	0	0	0	1
GPHA2	3.74E-6	0.31878594	21	0	0	0
CAPN9	0.0	0.27724051	2	0	0	0
TAS2R30	0	0	0	0	0	1
ERMN	1.85E-6	0.33389841	3	0	0	0
AMBP	3.57E-6	0.34161072	17	0	0	1
DEFB114	0	0	0	0	0	1
ZSCAN5B	0	0	0	0	0	1
SLC22A7	0	0	0	0	0	1
CNTN3	0	0	0	0	0	0
SCGB1D1	1.2548E-4	0.33885887	72	0	0	0
CYP4F2	5.1E-7	0.27243585	2	0	0	1
WFDC13	0	0	0	0	0	0
OR6F1	0	0	0	0	0	0
RBP2	0.0	0.29167756	2	0	0	0
MYT1L	2.0E-8	0.32364199	3	0	0	0
TRIM49	7.1E-7	0.33551102	9	0	0	0
FRMD7	2.0E-8	0.31031287	2	0	0	0
ZBTB7C	8.0E-8	0.32105394	8	0	0	0
H2BFWT	0	0	0	0	0	0
PNCK	0.0	0.29544532	1	0	0	0
C2ORF66	0	0	0	0	0	1
CCDC79	0	0	0	0	0	1
CEACAM20	0	0	0	0	0	0
PKD2L1	3.7E-7	0.27898219	4	0	0	0
KRTAP4-3	0	0	0	0	0	1
AMY1C	2.205E-5	0.32773471	30	0	0	0
UCP3	0.0	0.32452655	4	0	0	0
C12ORF28	0	0	0	0	0	0
CPS1	1.0283E-4	0.39814507	66	0	0	0
OR8J1	0	0	0	0	0	1
TSPY3	0	0	0	0	0	0
KCNAB1	1.138E-5	0.36231821	15	0	0	0
EDNRB	1.2935E-4	0.33653614	27	0	0	0
ZP4	0	0	0	0	0	0
VSIG1	2.898E-5	0.3422672	55	0	0	0
OR2T35	6.0E-8	0.32646296	2	0	0	1
BAAT	1.0E-8	0.30539392	2	0	0	0
GPR22	3.0E-8	0.27803242	3	0	0	0
FAM55A	0	0	0	0	0	0
PLB1	2.208E-5	0.32716472	13	0	0	0
C14ORF129	0	0	0	0	0	0
SPINT3	0.0	0.27618859	1	0	0	1
UNC93A	0.0	0.30236044	1	0	0	0
KRTAP10-9	5.013E-4	0.36438428	163	0	0	1
LCN9	0	0	0	0	0	1
AMY1B	6.0E-8	0.27758526	2	0	0	0
KRTAP2-2	0	0	0	0	0	0
KLF17	0.0	0.2445337	1	0	0	0
AHRR	3.5E-7	0.34834173	7	0	0	0
H2BFM	0.0	0.28006491	1	0	0	1
OR52D1	0	0	0	0	0	1
OR4A5	0	0	0	0	0	1
TEX13A	1.94E-6	0.32049466	19	0	0	1
OOEP	0	0	0	0	0	0
RNF222	0.0	0.31022662	1	0	0	1
HPX	4.45E-6	0.3409776	12	0	0	0
IFNB1	0.0	0.26746973	3	0	0	0
DLGAP4	9.39E-6	0.36459059	15	0	0	0
CRYGC	1.2384E-4	0.32210401	14	0	0	1
BIRC8	1.26E-6	0.32571351	19	0	0	0
NCR2	1.515E-5	0.320372	3	0	0	0
EPX	4.0E-8	0.29273837	2	0	0	1
SLC25A31	1.1E-6	0.33720719	7	0	0	0
OR4A15	0	0	0	0	0	1
C8B	1.2E-7	0.29854845	2	0	0	1
NPSR1	0	0	0	0	0	1
WIPF3	9.0E-8	0.32470908	5	0	0	1
PACSIN2	6.485E-5	0.38248195	64	0	0	0
OR51F2	0	0	0	0	0	0
FLJ43859	0	0	0	0	0	0
SLC41A2	8.89E-6	0.33956677	5	0	0	0
CNGA4	0	0	0	0	0	1
CGB2	1.2019E-4	0.31813172	14	0	0	0
ATP6V1E2	1.5E-7	0.28230811	5	0	0	0
NEUROD6	0.0	0.25985596	1	0	0	0
ABCC11	0.0	0.33251241	2	0	0	0
CYP4B1	0.0	0.26317692	1	0	0	0
HNRPF	0	0	0	0	0	0
OBP2B	7.3E-7	0.29029685	2	0	0	1
FRG2	0	0	0	0	0	0
CAPN12	0	0	0	0	0	0
GGT2	0.0	0.24655759	1	0	0	0
CXORF27	6.4E-7	0.31326248	5	0	0	1
PEBP4	0.0	0.30369322	3	0	0	0
KRTAP5-7	0	0	0	0	0	1
PAN3	3.02E-6	0.36456677	21	0	0	0
CRYBB1	4.77E-6	0.32957342	12	0	0	0
TMPRSS11E	0	0	0	0	0	0
SOX6	1.54E-6	0.3359756	15	0	0	0
SPRYD5	0	0	0	0	0	0
LOXHD1	8.6E-7	0.31389681	3	0	0	1
HTR3B	0.0	0.2786757	1	0	0	0
SPRR2D	2.0E-7	0.33811976	4	0	0	1
DNAJC5G	0	0	0	0	0	1
DEFB103B	0.0	0.0	2	0	0	0
KLK2	9.03E-6	0.34423769	11	0	0	0
OR2A4	0	0	0	0	0	1
PLA2G2A	5.729E-5	0.3585241	31	0	0	0
AMH	4.4E-7	0.32120177	5	0	0	0
C4BPA	1.46E-6	0.32913931	11	0	0	1
SSX5	3.4E-7	0.29324599	5	0	0	0
CLEC19A	0	0	0	0	0	0
LCE3E	1.13E-6	0.31808337	19	0	0	1
IFNA14	1.355E-5	0.30737878	9	0	0	1
YIPF7	0	0	0	0	0	0
SPANXB2	0	0	0	0	0	0
OR52N5	0	0	0	0	0	1
DNMT3L	1.6091E-4	0.36842569	84	0	0	0
DUSP21	5.905E-5	0.36669076	65	0	0	0
LIPF	1.46E-6	0.31987008	9	0	0	0
KRT37	1.0E-8	0.31467559	2	0	0	1
APCS	5.3E-6	0.33799689	15	0	0	0
CEACAM6	1.7519E-4	0.34983388	10	0	0	0
LCAT	4.3E-7	0.30999111	7	0	0	0
CYP2F1	0	0	0	0	0	0
MOGAT2	1.0E-7	0.27858759	2	0	0	0
HEMGN	1.67E-6	0.34671858	22	0	0	0
GUCY2C	0.0	0.24143749	2	0	0	0
CA1	1.87E-6	0.32974219	6	0	0	1
PXT1	0	0	0	0	0	0
OR5AC2	0.0	0.33042552	1	0	0	0
CHIT1	1.9E-7	0.31705331	4	0	0	0
OTOR	0	0	0	0	0	0
C6ORF58	4.2E-7	0.29019621	4	0	0	1
GDF5OS	0	0	0	0	0	1
SLC22A25	0.0	0.30203316	1	0	0	1
RUNX1-IT1	0	0	0	0	0	0
RRH	0.0	0.29018615	1	0	0	0
DEFB116	0	0	0	0	0	1
MUC16	1.89E-6	0.37236716	11	0	1	0
SCGB2A2	2.3836E-4	0.33936028	78	0	0	0
KRT26	3.2E-7	0.33162982	5	0	0	0
OR7D4	0	0	0	0	0	1
DEFB126	0	0	0	0	0	0
PLS1	1.9797E-4	0.38337531	54	0	0	0
PDIA2	8.912E-5	0.34074858	21	0	0	0
SPRR2E	8.6E-7	0.33477974	7	0	0	1
SCN11A	0	0	0	0	0	1
FSCB	0	0	0	0	0	0
KRTAP5-9	3.1754E-4	0.35549421	108	0	0	0
OR1K1	0	0	0	0	0	1
FSHB	0.0	0.22656472	1	0	0	0
OR2G3	0	0	0	0	0	0
FRMD1	7.574E-5	0.32662219	43	0	0	1
OR1F2	0	0	0	0	0	0
INSL4	0	0	0	0	0	0
KRTAP10-5	1.1365E-4	0.34512472	105	0	0	1
LRRC37A2	0.0	0.33664441	1	0	0	1
TBC1D21	0.0	0.32978116	1	0	0	1
ADAD1	0	0	0	0	0	0
ZGLP1	0	0	0	0	0	0
STH	0.0	0.29368838	2	0	0	1
LRRC30	0	0	0	0	0	1
CNTRL	1.403E-4	0.38965694	161	0	0	0
GRP94C	1.0E-8	0.31560097	2	0	0	0
SEC14L3	4.07E-6	0.32319215	3	0	0	0
BEST1	1.93E-6	0.33532286	5	0	0	0
UGT2A1	0	0	0	0	0	1
PDE6H	1.56E-6	0.34045063	4	0	0	1
NPHS1	6.49E-6	0.33802419	21	0	0	1
TREH	0.0	0.26423194	1	0	0	0
CALHM3	0.0	0.30938389	1	0	0	1
OR6B3	1.77E-6	0.33392505	3	0	0	1
CYP1A2	3.1E-7	0.31023812	9	0	0	0
ACER1	0	0	0	0	0	0
GP2	4.3E-7	0.28293309	3	0	0	1
OR13J1	0	0	0	0	0	1
NMS	0	0	0	0	0	0
AQP8	0	0	0	0	0	1
MS4A10	0.0	0.30203316	1	0	0	0
PKD1P6-NPIPP1	0	0	0	0	0	0
LCE2A	8.5E-7	0.30563365	13	0	0	1
ASMT	0.0	0.26867157	1	0	0	0
VPREB1	0.0	0.30201681	1	0	0	0
KLK14	0	0	0	0	0	0
OR6C65	0	0	0	0	0	1
TDRD6	0.0	0.30482676	2	0	0	1
ATP4B	5.8E-7	0.29255933	5	0	0	0
GPR37L1	0	0	0	0	0	1
OVCH2	0	0	0	0	0	0
TNP1	7.9E-7	0.32450768	10	0	0	1
PPBP	2.94E-6	0.32777963	16	0	0	1
KRT85	5.45E-6	0.35144213	22	0	0	1
PIK3CB	4.933E-5	0.36807739	55	0	1	0
DARC	0	0	0	0	0	1
OR4P4	0	0	0	0	0	1
OR4N5	0	0	0	0	0	0
ATP13A5	0	0	0	0	0	1
KIAA1783	0	0	0	0	0	0
TMEM31	5.0E-8	0.30340703	2	0	0	1
SYCP3	9.39E-6	0.33890688	9	0	0	0
PKD1P1	2.6E-7	0.34018084	4	0	0	0
CYP3A43	0	0	0	0	0	0
SLC5A12	0.0	0.2747067	1	0	0	1
MS4A8B	0	0	0	0	0	0
POLN	1.563E-5	0.35067655	38	0	0	0
TCRBV6S6A2T	0	0	0	0	0	0
IGFALS	3.87E-6	0.34159678	5	0	0	0
PPP3R2	1.1E-7	0.27390671	2	0	0	1
CST5	1.17E-6	0.30257902	8	0	0	0
POU5F1B	0	0	0	0	0	0
ADH4	3.0E-7	0.34468418	5	0	0	0
OR6X1	0	0	0	0	0	1
PLA2G2F	0	0	0	0	0	0
OR8H3	0	0	0	0	0	1
OMG	1.48E-6	0.3028034	2	0	0	0
OR6C1	0	0	0	0	0	0
CATSPERB	0	0	0	0	0	0
TDRD12	0	0	0	0	0	1
ACSBG1	1.6E-7	0.34163164	3	0	0	0
PPP1R14D	0.0	0.31265407	1	0	0	0
CDKL1	2.21E-6	0.33240018	13	0	0	0
STATH	6.5E-7	0.31495974	5	0	0	1
PRM2	0.0	0.27767274	2	0	0	1
VN1R4	0	0	0	0	0	1
CTAG2	5.0E-8	0.31671743	3	0	0	0
CST8	0	0	0	0	0	1
LAMR1P15	2.7E-7	0.34273665	8	0	0	0
GCNT4	2.1E-7	0.32103547	2	0	0	0
