Gene	oncogene_p_value	oncogene_q_value	tsg_p_value	tsg_q_value
KNOP1	0.8259003	0.980384111	0.604990466	0.937424468
RGS11	0.658567148	0.955799794	0.809773904	0.946505906
LMF1	0.805290112	0.980179045	0.627518387	0.937424468
ASNSD1	0.845911196	0.980384111	0.584015255	0.937424468
TPH1	0.805290112	0.980179045	0.627518387	0.937424468
APOBEC3B	0.92063198	0.980384111	0.494693544	0.934070569
ALDH1A1	0.658567148	0.955799794	0.809773904	0.946505906
CYP2S1	0.638670662	0.953926276	0.838267502	0.946505906
RSPH4A	0.78385726	0.977027027	0.650809044	0.937424468
RALGAPA2	0.699013893	0.967820774	0.753685644	0.946505906
GPR64	0.720828112	0.971474473	0.72621629	0.941296519
WNT10A	0.78385726	0.977027027	0.650809044	0.937424468
FJX1	0.8259003	0.980384111	0.604990466	0.937424468
ABRA	0.741242168	0.971474473	0.674639063	0.938319315
OR2J3	0.720828112	0.971474473	0.72621629	0.941296519
WNT8B	0.805290112	0.980179045	0.627518387	0.937424468
ZCCHC4	0.88426042	0.980384111	0.544903296	0.934650967
TMEM167A	0.78385726	0.977027027	0.627518387	0.937424468
FZD4	0.638670662	0.953926276	0.838267502	0.946505906
TLX2	0.762413511	0.973841336	0.650809044	0.937424468
HLA-G	0.699013893	0.967820774	0.753685644	0.946505906
ST8SIA6	0.8259003	0.980384111	0.604990466	0.937424468
DNAAF1	0.8259003	0.980384111	0.604990466	0.937424468
TTC9	0.741242168	0.971474473	0.699705802	0.94123122
C9orf131	0.902789431	0.980384111	0.527256878	0.934650967
MDGA2	0.762413511	0.973841336	0.674639063	0.938319315
NEURL2	0.762413511	0.973841336	0.674639063	0.938319315
PLN	0.564728957	0.931237086	0.947398529	0.969260353
SLC45A1	0.78385726	0.977027027	0.650809044	0.937424468
TEX101	0.658567148	0.955799794	0.809773904	0.946505906
IFNG	0.805290112	0.980179045	0.627518387	0.937424468
PGPEP1L	0.805290112	0.980179045	0.627518387	0.937424468
ZNF416	0.699013893	0.967820774	0.781520022	0.946505906
ZDHHC3	0.699013893	0.967820774	0.753685644	0.946505906
C9orf152	0.762413511	0.973841336	0.674639063	0.938319315
SLC22A3	0.8259003	0.980384111	0.604990466	0.937424468
GALNTL6	0.78385726	0.977027027	0.650809044	0.937424468
REC8	0.762413511	0.973841336	0.674639063	0.938319315
STARD4	0.952122038	0.98197449	0.479286298	0.934070569
ANGEL1	0.805290112	0.980179045	0.627518387	0.937424468
ANKRD34B	0.965284664	0.982248586	0.464461999	0.932939374
MUC22	0.720828112	0.971474473	0.72621629	0.941296519
GPR83	0.78385726	0.977027027	0.650809044	0.937424468
RAB4B	0.78385726	0.977027027	0.650809044	0.937424468
SLCO1C1	0.720828112	0.971474473	0.72621629	0.941296519
ZNF235	0.720828112	0.971474473	0.72621629	0.941296519
KRTAP4-4	0.741242168	0.971474473	0.699705802	0.94123122
SOAT2	0.61928085	0.95263996	0.867376737	0.949922434
ZBTB39	0.741242168	0.971474473	0.699705802	0.94123122
PTCHD4	0.58233179	0.934572003	0.923650232	0.966237319
ZNF280B	0.762413511	0.973841336	0.674639063	0.938319315
CFD	0.845911196	0.980384111	0.604990466	0.937424468
ZDHHC1	0.88426042	0.980384111	0.544903296	0.934650967
ST14	0.638670662	0.953926276	0.838267502	0.946505906
CCDC125	0.658567148	0.955799794	0.838267502	0.946505906
SGOL1	0.658567148	0.955799794	0.838267502	0.946505906
ZCCHC7	0.902789431	0.980384111	0.544903296	0.934650967
YRDC	0.762413511	0.973841336	0.674639063	0.938319315
RNASE7	0.658567148	0.955799794	0.838267502	0.946505906
C16orf54	0.678539907	0.958193568	0.781520022	0.946505906
SLC25A29	0.8259003	0.980384111	0.604990466	0.937424468
C1QTNF9B	0.741242168	0.971474473	0.72621629	0.941296519
ELOVL1	0.61928085	0.95263996	0.867376737	0.949922434
BPI	0.92063198	0.980384111	0.510721874	0.934650967
SLC39A14	0.845911196	0.980384111	0.584015255	0.937424468
SLC9A7	0.720828112	0.971474473	0.753685644	0.946505906
SLC7A3	0.699013893	0.967820774	0.753685644	0.946505906
RSAD1	0.60049033	0.938681656	0.896502315	0.956481051
TSPAN11	0.699013893	0.967820774	0.781520022	0.946505906
KIF17	0.678539907	0.958193568	0.781520022	0.946505906
C3orf79	0.88426042	0.980384111	0.544903296	0.934650967
ST3GAL3	0.741242168	0.971474473	0.72621629	0.941296519
SH3YL1	0.638670662	0.953926276	0.838267502	0.946505906
GBP1	0.678539907	0.958193568	0.781520022	0.946505906
PGK2	0.638670662	0.953926276	0.867376737	0.949922434
C12orf54	0.58233179	0.934572003	0.947398529	0.969260353
FAM221B	0.902789431	0.980384111	0.527256878	0.934650967
RIBC1	0.720828112	0.971474473	0.753685644	0.946505906
ZCCHC9	0.658567148	0.955799794	0.809773904	0.946505906
PCDHA5	0.720828112	0.971474473	0.72621629	0.941296519
FUT7	0.720828112	0.971474473	0.753685644	0.946505906
ZNF793	0.865360937	0.980384111	0.584015255	0.937424468
RBM44	0.658567148	0.955799794	0.809773904	0.946505906
SEC14L1	0.638670662	0.953926276	0.867376737	0.949922434
ZNF580	0.58233179	0.934572003	0.923650232	0.966237319
TMEM130	0.952122038	0.98197449	0.479286298	0.934070569
GOLM1	0.699013893	0.967820774	0.781520022	0.946505906
ZNF652	0.58233179	0.934572003	0.923650232	0.966237319
NHLRC4	0.658567148	0.955799794	0.809773904	0.946505906
SLC22A16	0.720828112	0.971474473	0.753685644	0.946505906
GGT5	0.678539907	0.958193568	0.781520022	0.946505906
XAF1	0.805290112	0.980179045	0.650809044	0.937424468
NTHL1	0.638670662	0.953926276	0.867376737	0.949922434
FOLH1	0.720828112	0.971474473	0.781520022	0.946505906
ABHD14A	0.658567148	0.955799794	0.809773904	0.946505906
OTC	0.805290112	0.980179045	0.650809044	0.937424468
MAN2B2	0.865360937	0.980384111	0.564211387	0.934919202
GMIP	0.658567148	0.955799794	0.838267502	0.946505906
B4GALT6	0.762413511	0.973841336	0.699705802	0.94123122
EVPLL	0.845911196	0.980384111	0.604990466	0.937424468
MYPOP	0.678539907	0.958193568	0.809773904	0.946505906
HAO1	0.699013893	0.967820774	0.781520022	0.946505906
IL12A	0.762413511	0.973841336	0.699705802	0.94123122
KDM8	0.678539907	0.958193568	0.809773904	0.946505906
CFAP46	0.805290112	0.980179045	0.650809044	0.937424468
CDK10	0.741242168	0.971474473	0.72621629	0.941296519
SPATA8	0.60049033	0.938681656	0.923650232	0.966237319
GPR180	0.720828112	0.971474473	0.753685644	0.946505906
DNAJC15	0.8259003	0.980384111	0.627518387	0.937424468
EMR1	0.61928085	0.95263996	0.896502315	0.956481051
DRAM2	0.78385726	0.977027027	0.650809044	0.937424468
MTMR11	0.78385726	0.977027027	0.674639063	0.938319315
RAB33B	0.741242168	0.971474473	0.72621629	0.941296519
FAM98C	0.699013893	0.967820774	0.781520022	0.946505906
HN1	0.61928085	0.95263996	0.867376737	0.949922434
C5orf22	0.865360937	0.980384111	0.584015255	0.937424468
IFITM10	0.638670662	0.953926276	0.867376737	0.949922434
ZNF143	0.58233179	0.934572003	0.947398529	0.969260353
ZNF154	0.658567148	0.955799794	0.838267502	0.946505906
MARC1	0.658567148	0.955799794	0.838267502	0.946505906
MAOB	0.58233179	0.934572003	0.947398529	0.969260353
FGF21	0.658567148	0.955799794	0.838267502	0.946505906
GIMAP7	0.902789431	0.980384111	0.527256878	0.934650967
ACOXL	0.78385726	0.977027027	0.650809044	0.937424468
RCAN2	0.699013893	0.967820774	0.781520022	0.946505906
WFDC10A	0.805290112	0.980179045	0.650809044	0.937424468
KIAA1210	0.658567148	0.955799794	0.809773904	0.946505906
DNAAF3	0.699013893	0.967820774	0.781520022	0.946505906
SAGE1	0.78385726	0.977027027	0.674639063	0.938319315
CLSTN3	0.638670662	0.953926276	0.838267502	0.946505906
OR52H1	0.658567148	0.955799794	0.809773904	0.946505906
WARS2	0.658567148	0.955799794	0.838267502	0.946505906
C2orf48	0.741242168	0.971474473	0.72621629	0.941296519
OSBPL2	0.638670662	0.953926276	0.867376737	0.949922434
ATP4B	0.60049033	0.938681656	0.896502315	0.956481051
SLC22A12	0.741242168	0.971474473	0.699705802	0.94123122
SCARF1	0.720828112	0.971474473	0.753685644	0.946505906
FAM83F	0.638670662	0.953926276	0.838267502	0.946505906
LIPA	0.937226914	0.980384111	0.510721874	0.934650967
ACRC	0.741242168	0.971474473	0.72621629	0.941296519
SYNGR1	0.678539907	0.958193568	0.809773904	0.946505906
TSLP	0.638670662	0.953926276	0.867376737	0.949922434
NOC4L	0.60049033	0.938681656	0.923650232	0.966237319
C6orf120	0.699013893	0.967820774	0.781520022	0.946505906
B3GALT6	0.88426042	0.980384111	0.564211387	0.934919202
SLC22A25	0.865360937	0.980384111	0.584015255	0.937424468
LTB	0.60049033	0.938681656	0.923650232	0.966237319
SLC30A10	0.720828112	0.971474473	0.753685644	0.946505906
LCN2	0.805290112	0.980179045	0.627518387	0.937424468
PVRIG	0.8259003	0.980384111	0.627518387	0.937424468
GTSE1	0.638670662	0.953926276	0.867376737	0.949922434
KCNK13	0.8259003	0.980384111	0.627518387	0.937424468
GRP	0.937226914	0.980384111	0.494693544	0.934070569
ODC1	0.658567148	0.955799794	0.838267502	0.946505906
ZNF493	0.902789431	0.980384111	0.527256878	0.934650967
COL9A3	0.741242168	0.971474473	0.72621629	0.941296519
ZNF576	0.720828112	0.971474473	0.781520022	0.946505906
GZMH	0.741242168	0.971474473	0.72621629	0.941296519
PCSK7	0.865360937	0.980384111	0.584015255	0.937424468
CENPI	0.658567148	0.955799794	0.838267502	0.946505906
RFTN2	0.88426042	0.980384111	0.564211387	0.934919202
AKR1C1	0.678539907	0.958193568	0.781520022	0.946505906
HFE	0.902789431	0.980384111	0.527256878	0.934650967
ZDHHC2	0.60049033	0.938681656	0.923650232	0.966237319
DBH	0.678539907	0.958193568	0.838267502	0.946505906
C10orf53	0.937226914	0.980384111	0.510721874	0.934650967
ANKRD22	0.937226914	0.980384111	0.510721874	0.934650967
LAMP3	0.865360937	0.980384111	0.584015255	0.937424468
TNFRSF11B	0.678539907	0.958193568	0.781520022	0.946505906
PLA2G12B	0.902789431	0.980384111	0.544903296	0.934650967
SC5D	0.78385726	0.977027027	0.674639063	0.938319315
APLNR	0.61928085	0.95263996	0.867376737	0.949922434
SGPP2	0.805290112	0.980179045	0.650809044	0.937424468
CTU2	0.78385726	0.977027027	0.674639063	0.938319315
CYTL1	0.805290112	0.980179045	0.650809044	0.937424468
RFX8	0.699013893	0.967820774	0.781520022	0.946505906
TMEM106B	0.699013893	0.967820774	0.781520022	0.946505906
SLC22A18AS	0.78385726	0.977027027	0.674639063	0.938319315
LY6G5B	0.8259003	0.980384111	0.627518387	0.937424468
DIRC1	0.902789431	0.980384111	0.544903296	0.934650967
CIDEB	0.8259003	0.980384111	0.627518387	0.937424468
EHD3	0.762413511	0.973841336	0.699705802	0.94123122
MYADM	0.564728957	0.931237086	0.967959684	0.976793667
RAMP3	0.741242168	0.971474473	0.72621629	0.941296519
C22orf23	0.805290112	0.980179045	0.650809044	0.937424468
REEP2	0.658567148	0.955799794	0.838267502	0.946505906
C1orf177	0.762413511	0.973841336	0.699705802	0.94123122
NANOS2	0.902789431	0.980384111	0.544903296	0.934650967
FGF3	0.60049033	0.938681656	0.923650232	0.966237319
SLC35A4	0.8259003	0.980384111	0.627518387	0.937424468
GPR149	0.720828112	0.971474473	0.781520022	0.946505906
GPR4	0.78385726	0.977027027	0.674639063	0.938319315
SPATA24	0.78385726	0.977027027	0.674639063	0.938319315
SLC6A13	0.805290112	0.980179045	0.650809044	0.937424468
TAS2R13	0.720828112	0.971474473	0.753685644	0.946505906
EXD1	0.741242168	0.971474473	0.72621629	0.941296519
CCR9	0.78385726	0.977027027	0.674639063	0.938319315
RGN	0.805290112	0.980179045	0.650809044	0.937424468
TMPRSS3	0.805290112	0.980179045	0.650809044	0.937424468
SPATS2L	0.678539907	0.958193568	0.809773904	0.946505906
GAS2	0.8259003	0.980384111	0.627518387	0.937424468
ACR	0.865360937	0.980384111	0.604990466	0.937424468
PISD	0.699013893	0.967820774	0.781520022	0.946505906
COL26A1	0.762413511	0.973841336	0.699705802	0.94123122
ZNF705A	0.8259003	0.980384111	0.627518387	0.937424468
SLC5A2	0.78385726	0.977027027	0.674639063	0.938319315
LMOD3	0.78385726	0.977027027	0.674639063	0.938319315
POM121L12	0.60049033	0.938681656	0.923650232	0.966237319
UCKL1	0.658567148	0.955799794	0.838267502	0.946505906
DRAM1	0.658567148	0.955799794	0.838267502	0.946505906
TATDN3	0.58233179	0.934572003	0.947398529	0.969260353
AOAH	0.699013893	0.967820774	0.781520022	0.946505906
NDUFAF4	0.952122038	0.98197449	0.494693544	0.934070569
ZNF283	0.741242168	0.971474473	0.72621629	0.941296519
NTNG2	0.977504767	0.985396529	0.464461999	0.932939374
SLC35F3	0.638670662	0.953926276	0.867376737	0.949922434
SFT2D1	0.902789431	0.980384111	0.544903296	0.934650967
LRRC34	0.699013893	0.967820774	0.781520022	0.946505906
TMEM132D	0.678539907	0.958193568	0.809773904	0.946505906
MGME1	0.741242168	0.971474473	0.72621629	0.941296519
GPRC5D	0.845911196	0.980384111	0.604990466	0.937424468
VSTM2L	0.762413511	0.973841336	0.699705802	0.94123122
NPAS3	0.658567148	0.955799794	0.838267502	0.946505906
OR5M8	0.762413511	0.973841336	0.699705802	0.94123122
HAND1	0.845911196	0.980384111	0.604990466	0.937424468
KDELR2	0.8259003	0.980384111	0.627518387	0.937424468
DPT	0.88426042	0.980384111	0.564211387	0.934919202
VSX1	0.58233179	0.934572003	0.947398529	0.969260353
ZNF491	0.78385726	0.977027027	0.674639063	0.938319315
NKAIN3	0.805290112	0.980179045	0.650809044	0.937424468
TIMP1	0.78385726	0.977027027	0.674639063	0.938319315
C11orf24	0.805290112	0.980179045	0.650809044	0.937424468
MAGEC3	0.720828112	0.971474473	0.753685644	0.946505906
APOF	0.92063198	0.980384111	0.527256878	0.934650967
ARHGAP11A	0.762413511	0.973841336	0.699705802	0.94123122
TC2N	0.845911196	0.980384111	0.604990466	0.937424468
OSR2	0.741242168	0.971474473	0.72621629	0.941296519
SIRT4	0.741242168	0.971474473	0.72621629	0.941296519
CHP2	0.741242168	0.971474473	0.72621629	0.941296519
MCOLN2	0.8259003	0.980384111	0.627518387	0.937424468
WBP1L	0.678539907	0.958193568	0.809773904	0.946505906
GIPR	0.845911196	0.980384111	0.627518387	0.937424468
CCR2	0.937226914	0.980384111	0.527256878	0.934650967
PADI1	0.678539907	0.958193568	0.838267502	0.946505906
TMEM180	0.60049033	0.938681656	0.923650232	0.966237319
PRLR	0.720828112	0.971474473	0.753685644	0.946505906
KIF3C	0.762413511	0.973841336	0.72621629	0.941296519
MRVI1	0.638670662	0.953926276	0.867376737	0.949922434
UGT3A1	0.865360937	0.980384111	0.604990466	0.937424468
LOXL1	0.8259003	0.980384111	0.650809044	0.937424468
ZNF676	0.638670662	0.953926276	0.867376737	0.949922434
NLRP13	0.61928085	0.95263996	0.896502315	0.956481051
MILR1	0.720828112	0.971474473	0.781520022	0.946505906
DNAI2	0.658567148	0.955799794	0.867376737	0.949922434
ENTPD1	0.699013893	0.967820774	0.781520022	0.946505906
ADAM8	0.678539907	0.958193568	0.809773904	0.946505906
PFN4	0.678539907	0.958193568	0.809773904	0.946505906
TMEM5	0.658567148	0.955799794	0.838267502	0.946505906
AGMO	0.865360937	0.980384111	0.604990466	0.937424468
NYAP2	0.658567148	0.955799794	0.867376737	0.949922434
SMDT1	0.741242168	0.971474473	0.753685644	0.946505906
ZNF845	0.762413511	0.973841336	0.72621629	0.941296519
GPX2	0.865360937	0.980384111	0.604990466	0.937424468
MARCH3	0.658567148	0.955799794	0.867376737	0.949922434
CCDC82	0.937226914	0.980384111	0.527256878	0.934650967
HIST1H2BN	0.720828112	0.971474473	0.781520022	0.946505906
CDC14B	0.678539907	0.958193568	0.838267502	0.946505906
TPK1	0.902789431	0.980384111	0.544903296	0.934650967
ARSF	0.678539907	0.958193568	0.838267502	0.946505906
THAP5	0.937226914	0.980384111	0.527256878	0.934650967
C9orf64	0.678539907	0.958193568	0.838267502	0.946505906
LHFPL2	0.865360937	0.980384111	0.584015255	0.937424468
CCDC42	0.61928085	0.95263996	0.896502315	0.956481051
PRAMEF12	0.92063198	0.980384111	0.544903296	0.934650967
KCNU1	0.60049033	0.938681656	0.923650232	0.966237319
TUBE1	0.658567148	0.955799794	0.867376737	0.949922434
FAM227B	0.762413511	0.973841336	0.72621629	0.941296519
STRA6	0.902789431	0.980384111	0.564211387	0.934919202
AP3S2	0.699013893	0.967820774	0.809773904	0.946505906
SLC9B1	0.88426042	0.980384111	0.564211387	0.934919202
SCFD2	0.678539907	0.958193568	0.838267502	0.946505906
SPRR2E	0.720828112	0.971474473	0.781520022	0.946505906
CCDC91	0.88426042	0.980384111	0.584015255	0.937424468
C19orf45	0.88426042	0.980384111	0.584015255	0.937424468
C4orf51	0.805290112	0.980179045	0.674639063	0.938319315
SNX22	0.678539907	0.958193568	0.838267502	0.946505906
GPT	0.720828112	0.971474473	0.781520022	0.946505906
CTU1	0.678539907	0.958193568	0.838267502	0.946505906
C6orf47	0.865360937	0.980384111	0.604990466	0.937424468
C19orf53	0.678539907	0.958193568	0.838267502	0.946505906
PIGZ	0.8259003	0.980384111	0.650809044	0.937424468
SLC22A13	0.741242168	0.971474473	0.72621629	0.941296519
SHCBP1L	0.8259003	0.980384111	0.627518387	0.937424468
SCAMP5	0.720828112	0.971474473	0.781520022	0.946505906
TMEM14A	0.699013893	0.967820774	0.809773904	0.946505906
KIR2DL1	0.92063198	0.980384111	0.544903296	0.934650967
CCM2L	0.741242168	0.971474473	0.753685644	0.946505906
TM4SF19	0.8259003	0.980384111	0.650809044	0.937424468
BRPF3	0.678539907	0.958193568	0.809773904	0.946505906
TXNDC8	0.8259003	0.980384111	0.627518387	0.937424468
CYBRD1	0.8259003	0.980384111	0.627518387	0.937424468
GPR89A	0.78385726	0.977027027	0.674639063	0.938319315
CPA5	0.720828112	0.971474473	0.781520022	0.946505906
FCRL5	0.58233179	0.934572003	0.967959684	0.976793667
ACER3	0.741242168	0.971474473	0.753685644	0.946505906
PLLP	0.720828112	0.971474473	0.809773904	0.946505906
TGFBI	0.805290112	0.980179045	0.674639063	0.938319315
CCR6	0.865360937	0.980384111	0.604990466	0.937424468
OR2A5	0.78385726	0.977027027	0.674639063	0.938319315
MB21D1	0.845911196	0.980384111	0.627518387	0.937424468
NNAT	0.8259003	0.980384111	0.627518387	0.937424468
HIST1H4G	0.699013893	0.967820774	0.809773904	0.946505906
GJB6	0.741242168	0.971474473	0.72621629	0.941296519
OTUD1	0.678539907	0.958193568	0.838267502	0.946505906
C1orf174	0.638670662	0.953926276	0.896502315	0.956481051
DLEU7	0.805290112	0.980179045	0.650809044	0.937424468
ZNF628	0.699013893	0.967820774	0.781520022	0.946505906
PROCA1	0.965284664	0.982248586	0.494693544	0.934070569
PLAGL1	0.78385726	0.977027027	0.699705802	0.94123122
CCDC186	0.638670662	0.953926276	0.867376737	0.949922434
BMPER	0.678539907	0.958193568	0.838267502	0.946505906
TMEM86A	0.699013893	0.967820774	0.809773904	0.946505906
C1orf116	0.805290112	0.980179045	0.674639063	0.938319315
OR9K2	0.952122038	0.98197449	0.510721874	0.934650967
MKKS	0.638670662	0.953926276	0.896502315	0.956481051
TEX37	0.678539907	0.958193568	0.838267502	0.946505906
MRC1	0.720828112	0.971474473	0.781520022	0.946505906
RNFT1	0.902789431	0.980384111	0.544903296	0.934650967
SLC47A1	0.762413511	0.973841336	0.699705802	0.94123122
C18orf63	0.865360937	0.980384111	0.604990466	0.937424468
CETN1	0.720828112	0.971474473	0.781520022	0.946505906
RHOJ	0.658567148	0.955799794	0.838267502	0.946505906
ANKRD30B	0.699013893	0.967820774	0.809773904	0.946505906
CORT	0.8259003	0.980384111	0.627518387	0.937424468
IL6	0.805290112	0.980179045	0.650809044	0.937424468
COA6	0.92063198	0.980384111	0.544903296	0.934650967
HOXD13	0.805290112	0.980179045	0.674639063	0.938319315
OR2L2	0.658567148	0.955799794	0.867376737	0.949922434
NOXRED1	0.865360937	0.980384111	0.604990466	0.937424468
NGDN	0.658567148	0.955799794	0.838267502	0.946505906
SMOX	0.678539907	0.958193568	0.838267502	0.946505906
GCG	0.78385726	0.977027027	0.674639063	0.938319315
CETP	0.741242168	0.971474473	0.753685644	0.946505906
CHI3L1	0.8259003	0.980384111	0.650809044	0.937424468
IFI27L2	0.8259003	0.980384111	0.650809044	0.937424468
EN1	0.741242168	0.971474473	0.72621629	0.941296519
CLVS2	0.78385726	0.977027027	0.699705802	0.94123122
CD5L	0.61928085	0.95263996	0.923650232	0.966237319
CD48	0.638670662	0.953926276	0.896502315	0.956481051
CHRND	0.845911196	0.980384111	0.627518387	0.937424468
MLKL	0.805290112	0.980179045	0.650809044	0.937424468
AOC3	0.8259003	0.980384111	0.650809044	0.937424468
PHF14	0.741242168	0.971474473	0.781520022	0.946505906
ZNF84	0.678539907	0.958193568	0.838267502	0.946505906
ZNF208	0.902789431	0.980384111	0.564211387	0.934919202
DHRS11	0.658567148	0.955799794	0.867376737	0.949922434
XKRX	0.720828112	0.971474473	0.781520022	0.946505906
LAX1	0.902789431	0.980384111	0.564211387	0.934919202
NT5C3B	0.61928085	0.95263996	0.923650232	0.966237319
NSRP1	0.678539907	0.958193568	0.838267502	0.946505906
ZDHHC21	0.658567148	0.955799794	0.838267502	0.946505906
ZNF618	0.678539907	0.958193568	0.838267502	0.946505906
DPPA5	0.78385726	0.977027027	0.674639063	0.938319315
ZNF136	0.678539907	0.958193568	0.838267502	0.946505906
CDO1	0.8259003	0.980384111	0.627518387	0.937424468
SLC6A12	0.805290112	0.980179045	0.674639063	0.938319315
TFEC	0.78385726	0.977027027	0.674639063	0.938319315
SLC41A2	0.805290112	0.980179045	0.674639063	0.938319315
SOX3	0.78385726	0.977027027	0.699705802	0.94123122
DGCR6L	0.61928085	0.95263996	0.923650232	0.966237319
ZNF736	0.902789431	0.980384111	0.544903296	0.934650967
FAM162A	0.845911196	0.980384111	0.627518387	0.937424468
TRIM4	0.741242168	0.971474473	0.753685644	0.946505906
VGF	0.762413511	0.973841336	0.72621629	0.941296519
SESN1	0.60049033	0.938681656	0.947398529	0.969260353
UPK3B	0.762413511	0.973841336	0.72621629	0.941296519
SLC18A3	0.78385726	0.977027027	0.674639063	0.938319315
NT5M	0.678539907	0.958193568	0.838267502	0.946505906
HOXA13	0.805290112	0.980179045	0.650809044	0.937424468
OR5D18	0.658567148	0.955799794	0.838267502	0.946505906
ZXDB	0.902789431	0.980384111	0.564211387	0.934919202
C17orf77	0.937226914	0.980384111	0.510721874	0.934650967
KIF12	0.720828112	0.971474473	0.809773904	0.946505906
MROH2A	0.741242168	0.971474473	0.753685644	0.946505906
SELO	0.61928085	0.95263996	0.923650232	0.966237319
AMER3	0.60049033	0.938681656	0.947398529	0.969260353
GPR87	0.741242168	0.971474473	0.753685644	0.946505906
ELOF1	0.8259003	0.980384111	0.650809044	0.937424468
ENTHD1	0.805290112	0.980179045	0.674639063	0.938319315
SAPCD1	0.762413511	0.973841336	0.72621629	0.941296519
MICALCL	0.658567148	0.955799794	0.867376737	0.949922434
TMPRSS13	0.902789431	0.980384111	0.564211387	0.934919202
DFNB59	0.805290112	0.980179045	0.674639063	0.938319315
SYCE3	0.60049033	0.938681656	0.947398529	0.969260353
SLC1A7	0.865360937	0.980384111	0.604990466	0.937424468
LDLRAD3	0.658567148	0.955799794	0.867376737	0.949922434
AKNA	0.88426042	0.980384111	0.604990466	0.937424468
TCTEX1D1	0.78385726	0.977027027	0.699705802	0.94123122
GRPR	0.638670662	0.953926276	0.896502315	0.956481051
SLC35A1	0.88426042	0.980384111	0.584015255	0.937424468
GPR153	0.902789431	0.980384111	0.584015255	0.937424468
NDUFAF6	0.92063198	0.980384111	0.544903296	0.934650967
NHSL2	0.78385726	0.977027027	0.699705802	0.94123122
ENSA	0.741242168	0.971474473	0.753685644	0.946505906
SLCO2A1	0.741242168	0.971474473	0.753685644	0.946505906
OR5B17	0.92063198	0.980384111	0.544903296	0.934650967
CDS2	0.60049033	0.938681656	0.947398529	0.969260353
IGFL2	0.805290112	0.980179045	0.674639063	0.938319315
ITGBL1	0.720828112	0.971474473	0.781520022	0.946505906
ADAMTS8	0.678539907	0.958193568	0.838267502	0.946505906
COX15	0.658567148	0.955799794	0.867376737	0.949922434
RGP1	0.720828112	0.971474473	0.781520022	0.946505906
PRSS22	0.8259003	0.980384111	0.650809044	0.937424468
CA1	0.60049033	0.938681656	0.947398529	0.969260353
CPA6	0.741242168	0.971474473	0.781520022	0.946505906
SLC10A6	0.762413511	0.973841336	0.72621629	0.941296519
ZBTB34	0.8259003	0.980384111	0.650809044	0.937424468
COQ3	0.88426042	0.980384111	0.584015255	0.937424468
IL32	0.678539907	0.958193568	0.838267502	0.946505906
FAM155A	0.762413511	0.973841336	0.72621629	0.941296519
C8orf4	0.741242168	0.971474473	0.753685644	0.946505906
RASL10A	0.902789431	0.980384111	0.564211387	0.934919202
NTAN1	0.699013893	0.967820774	0.838267502	0.946505906
HAPLN4	0.564728957	0.931237086	0.983862708	0.985957633
GBP7	0.741242168	0.971474473	0.781520022	0.946505906
TNFRSF17	0.845911196	0.980384111	0.627518387	0.937424468
LEMD1	0.865360937	0.980384111	0.604990466	0.937424468
NAALAD2	0.88426042	0.980384111	0.584015255	0.937424468
INSL5	0.845911196	0.980384111	0.627518387	0.937424468
SEC14L4	0.805290112	0.980179045	0.674639063	0.938319315
TFB1M	0.952122038	0.98197449	0.510721874	0.934650967
CRABP1	0.865360937	0.980384111	0.604990466	0.937424468
KRTAP4-1	0.902789431	0.980384111	0.564211387	0.934919202
PYCRL	0.805290112	0.980179045	0.674639063	0.938319315
ASIC5	0.762413511	0.973841336	0.72621629	0.941296519
PROC	0.8259003	0.980384111	0.650809044	0.937424468
FAM81A	0.741242168	0.971474473	0.781520022	0.946505906
SLC16A3	0.8259003	0.980384111	0.650809044	0.937424468
C19orf35	0.699013893	0.967820774	0.809773904	0.946505906
PGLYRP4	0.78385726	0.977027027	0.699705802	0.94123122
C4orf46	0.60049033	0.938681656	0.947398529	0.969260353
C1orf61	0.845911196	0.980384111	0.627518387	0.937424468
SLMO1	0.678539907	0.958193568	0.838267502	0.946505906
TMEM127	0.805290112	0.980179045	0.674639063	0.938319315
CD33	0.638670662	0.953926276	0.896502315	0.956481051
ZNF777	0.699013893	0.967820774	0.809773904	0.946505906
TAS2R38	0.92063198	0.980384111	0.544903296	0.934650967
ANTXR2	0.60049033	0.938681656	0.947398529	0.969260353
KCNJ16	0.805290112	0.980179045	0.674639063	0.938319315
AMY2B	0.92063198	0.980384111	0.544903296	0.934650967
SREK1IP1	0.845911196	0.980384111	0.627518387	0.937424468
CTXN1	0.78385726	0.977027027	0.699705802	0.94123122
CYB5D1	0.78385726	0.977027027	0.699705802	0.94123122
DEFB112	0.952122038	0.98197449	0.527256878	0.934650967
ZNRD1	0.638670662	0.953926276	0.896502315	0.956481051
CNPPD1	0.678539907	0.958193568	0.867376737	0.949922434
HIST3H2BB	0.699013893	0.967820774	0.838267502	0.946505906
CPO	0.658567148	0.955799794	0.896502315	0.956481051
CHST15	0.88426042	0.980384111	0.604990466	0.937424468
EMP2	0.720828112	0.971474473	0.809773904	0.946505906
ZNF70	0.865360937	0.980384111	0.627518387	0.937424468
BHLHB9	0.865360937	0.980384111	0.627518387	0.937424468
TNFSF18	0.902789431	0.980384111	0.584015255	0.937424468
C6orf118	0.638670662	0.953926276	0.896502315	0.956481051
ESM1	0.92063198	0.980384111	0.564211387	0.934919202
