Gene	GeneID	Gene_type	DORGE-TSG_score	Drug_Name	Cell_Line	Time	Dose	p-value	q-value	Fold_Change	Specificity
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	LY-294002	MCF7	6h	10.0μM	2.98147E-12	3.04536E-11	0.378756	3.629764065335753E-4
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	sirolimus	MCF7	6h	0.1μM	2.83292E-10	6.35033E-9	0.334729	4.199916001679967E-4
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	cephaeline	MCF7	6h	6.0μM	4.82752E-10	4.55684E-9	1.10697	3.364737550471063E-4
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	wortmannin	MCF7	6h	0.01μM	2.72647E-7	8.56416E-6	0.356773	7.390983000739098E-4
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	wortmannin	HL60	6h	0.01μM	1.19269E-5	0.00706584	0.493522	0.01136363636363636
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	sirolimus	HL60	6h	0.1μM	3.1984E-5	0.00736876	0.370482	0.009615384615384616
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	valproicacid	HL60	6h	200.0μM	4.29064E-5	0.00413049	0.492532	0.002352941176470588
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	benzamil	MCF7	6h	11.2μM	6.20389E-5	0.0115198	0.642398	0.015625
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	LY-294002	HL60	6h	10.0μM	6.38229E-5	6.68367E-4	0.32223	6.345177664974619E-4
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	trichostatinA	HL60	6h	0.1μM	6.68535E-5	2.29822E-4	0.259389	4.476275738585497E-4
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	LY-294002	PC3	6h	10.0μM	6.86912E-4	0.00478225	0.301658	4.699248120300752E-4
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	lycorine	MCF7	6h	12.4μM	7.21831E-4	0.00680842	0.732742	6.381620931716656E-4
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	valproicacid	HL60	6h	500.0μM	0.00346016	0.0242114	0.340484	6.596306068601583E-4
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	demeclocycline	MCF7	6h	8.0μM	0.00499493	0.999838	0.433031	0.0
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	biperiden	MCF7	6h	11.4μM	0.00572982	0.501325	0.339145	1.0
HSPA5	3309	Novel DORGE-TSG	0.805501022981154	valproicacid	HL60	6h	1000.0μM	0.00619928	0.0748789	0.292244	0.002985074626865672
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	trichostatinA	PC3	6h	0.1μM	0.0	0.0	1.79715	2.787068004459309E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	1.57763	2.373605506764776E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	trichostatinA	MCF7	6h	1.0μM	1.41619E-31	1.99308E-30	1.16376	2.809778027535825E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	trichostatinA	PC3	6h	1.0μM	4.92702E-20	2.37585E-18	1.18206	2.996703626011388E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	trichostatinA	HL60	6h	1.0μM	1.04916E-12	4.77258E-11	1.3623	4.340277777777778E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	trichostatinA	HL60	6h	0.1μM	4.60392E-11	3.08274E-10	0.482314	4.476275738585497E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	helveticoside	MCF7	6h	7.4μM	2.25243E-9	3.41322E-8	1.21453	3.834355828220859E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	lanatosideC	MCF7	6h	4.0μM	1.6759E-8	1.72733E-7	1.135	3.498950314905528E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	digoxigenin	MCF7	6h	10.2μM	2.46765E-7	2.92381E-6	1.13521	4.154549231408392E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	valproicacid	MCF7	6h	500.0μM	1.17873E-4	0.00380941	0.403798	0.001785714285714286
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	valproicacid	HL60	6h	500.0μM	2.50765E-4	0.00411037	0.565917	6.596306068601583E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	valproicacid	HL60	6h	200.0μM	4.10022E-4	0.0164551	0.407145	0.002352941176470588
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	fluphenazine	MCF7	6h	10.0μM	7.44643E-4	0.00893491	0.30036	7.541478129713424E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	cloperastine	MCF7	6h	11.0μM	0.00360285	0.105466	0.483181	0.01
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	pempidine	MCF7	6h	13.0μM	0.00448084	0.322232	0.467012	0.5
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	trifluoperazine	MCF7	6h	10.0μM	0.00487133	0.0305157	0.242861	5.824111822947001E-4
PSMD7	5713	Novel DORGE-TSG	0.704305743436026	prilocaine	MCF7	6h	15.6μM	0.00830116	0.999773	0.424551	0.0
RPL12	6136	Novel DORGE-TSG	0.756605464324021	trichostatinA	MCF7	6h	0.1μM	9.09193E-7	1.67848E-6	0.100705	2.373605506764776E-4
RPL12	6136	Novel DORGE-TSG	0.756605464324021	valproicacid	HL60	6h	500.0μM	0.00131012	0.0124517	0.330019	6.596306068601583E-4
RPL12	6136	Novel DORGE-TSG	0.756605464324021	cephaeline	MCF7	6h	6.0μM	0.00282295	0.00681288	0.312784	3.364737550471063E-4
RPL12	6136	Novel DORGE-TSG	0.756605464324021	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.00316464	0.0169997	0.278002	6.729475100942127E-4
RPL12	6136	Novel DORGE-TSG	0.756605464324021	15-deltaprostaglandinJ2	PC3	6h	10.0μM	0.00625529	0.107341	0.351662	0.0045662100456621
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	trichostatinA	PC3	6h	0.1μM	0.0	0.0	1.234	2.787068004459309E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	1.14209	2.373605506764776E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	trichostatinA	MCF7	6h	1.0μM	6.08351E-34	1.24482E-32	1.00713	2.809778027535825E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	trichostatinA	PC3	6h	1.0μM	6.7774E-20	3.11135E-18	0.967153	2.996703626011388E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	trichostatinA	HL60	6h	1.0μM	2.39564E-13	1.47545E-11	1.63902	4.340277777777778E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	trichostatinA	HL60	6h	0.1μM	3.50709E-10	2.15679E-9	0.341087	4.476275738585497E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	tanespimycin	MCF7	6h	1.0μM	2.3102E-6	9.01542E-6	0.174565	2.959455460195324E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	2.04767E-5	1.70516E-4	0.304824	5.040322580645161E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	phenoxybenzamine	MCF7	6h	11.8μM	2.10644E-5	1.71956E-4	0.524603	5.060728744939271E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	valproicacid	HL60	6h	500.0μM	1.72522E-4	0.00323244	0.435071	6.596306068601583E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	tretinoin	MCF7	6h	1.0μM	0.00166254	0.0129273	0.197112	7.462686567164179E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	ionomycin	MCF7	6h	2.0μM	0.00200821	0.0146106	0.501399	4.340277777777778E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	geldanamycin	MCF7	6h	1.0μM	0.00401337	0.0144852	0.178832	3.961965134706815E-4
SCAF11	9169	Novel DORGE-TSG	0.627164165429323	meclofenoxate	MCF7	6h	13.6μM	0.00721918	0.999849	0.301487	0.0
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	1.02128	2.373605506764776E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	trichostatinA	PC3	6h	0.1μM	2.40508E-38	1.49908E-37	0.832013	2.787068004459309E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	trichostatinA	MCF7	6h	1.0μM	1.03618E-30	1.29951E-29	0.860927	2.809778027535825E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	tanespimycin	MCF7	6h	1.0μM	1.10496E-16	1.2418E-15	0.438285	2.959455460195324E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	trichostatinA	PC3	6h	1.0μM	1.11217E-12	7.7733E-12	0.751537	2.996703626011388E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	trichostatinA	HL60	6h	0.1μM	4.44729E-12	3.28751E-11	0.390909	4.476275738585497E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	LY-294002	MCF7	6h	10.0μM	1.6362E-11	1.49128E-10	0.36923	3.629764065335753E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	geldanamycin	MCF7	6h	1.0μM	2.54226E-10	3.84772E-9	0.545727	3.961965134706815E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	trichostatinA	HL60	6h	1.0μM	3.05853E-10	4.84112E-9	1.32701	4.340277777777778E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	alvespimycin	MCF7	6h	0.1μM	2.17346E-6	2.63548E-5	0.42995	5.770340450086555E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	valproicacid	HL60	6h	500.0μM	2.66252E-4	0.00424129	0.533224	6.596306068601583E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	phenelzine	MCF7	6h	17.0μM	4.71109E-4	0.286229	0.541982	0.0
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	sirolimus	MCF7	6h	0.1μM	8.92987E-4	0.00420358	0.195902	4.199916001679967E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	estradiol	MCF7	6h	0.01μM	0.00170426	0.0872538	0.213459	0.01351351351351351
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	0.00335215	0.0150719	0.235804	5.040322580645161E-4
INPPL1	3636	Novel DORGE-TSG	0.673384004344299	tanespimycin	PC3	6h	1.0μM	0.00682628	0.0405955	0.317278	8.123476848090983E-4
CCNK	8812	Novel DORGE-TSG	0.638798671057554	metamizolesodium	MCF7	6h	12.0μM	6.22125E-4	0.639514	0.424004	0.0
CCNK	8812	Novel DORGE-TSG	0.638798671057554	geldanamycin	MCF7	6h	1.0μM	0.00809571	0.0268083	0.232149	3.961965134706815E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	tanespimycin	HL60	6h	1.0μM	6.8432E-16	1.13515E-13	0.688217	5.01002004008016E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	tretinoin	HL60	6h	1.0μM	1.43489E-8	1.15919E-6	0.774415	9.216589861751152E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	tanespimycin	MCF7	6h	1.0μM	4.88698E-8	2.30473E-7	0.181406	2.959455460195324E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	geldanamycin	HL60	6h	1.0μM	1.32571E-7	1.17808E-5	0.645124	7.501875468867217E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	geldanamycin	MCF7	6h	1.0μM	6.67184E-7	5.53764E-6	0.293337	3.961965134706815E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	alvespimycin	HL60	6h	0.1μM	1.56516E-5	0.0020497	0.48061	0.006622516556291391
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	15-deltaprostaglandinJ2	HL60	6h	10.0μM	3.09682E-5	3.98836E-4	0.584018	6.729475100942127E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	methotrexate	MCF7	6h	8.8μM	3.85594E-5	8.27098E-4	0.566396	8.143322475570033E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	tretinoin	MCF7	6h	1.0μM	4.10103E-5	5.23828E-4	0.197788	7.462686567164179E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	valproicacid	HL60	6h	500.0μM	1.2151E-4	0.00252148	0.456713	6.596306068601583E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	trichostatinA	HL60	6h	0.1μM	1.4391E-4	4.73145E-4	0.22181	4.476275738585497E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	thioridazine	HL60	6h	10.0μM	3.94203E-4	0.00537749	0.352764	7.993605115907274E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	gossypol	MCF7	6h	7.8μM	4.11483E-4	0.00624299	0.449139	8.620689655172414E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	phenoxybenzamine	MCF7	6h	11.8μM	0.00305973	0.0128863	0.374275	5.060728744939271E-4
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	valproicacid	HL60	6h	1000.0μM	0.00665788	0.0783639	0.252543	0.002985074626865672
UBAP2	55833	Novel DORGE-TSG	0.638986970789489	sirolimus	PC3	6h	0.1μM	0.00865203	0.0597336	0.288693	6.915629322268327E-4
SREK1	140890	Novel DORGE-TSG	0.743434627152433	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	2.64773	2.373605506764776E-4
SREK1	140890	Novel DORGE-TSG	0.743434627152433	trichostatinA	PC3	6h	0.1μM	0.0	0.0	2.2221	2.787068004459309E-4
SREK1	140890	Novel DORGE-TSG	0.743434627152433	trichostatinA	MCF7	6h	1.0μM	3.69652E-36	1.20389E-34	1.77607	2.809778027535825E-4
SREK1	140890	Novel DORGE-TSG	0.743434627152433	trichostatinA	HL60	6h	0.1μM	6.47661E-21	1.15769E-19	0.997671	4.476275738585497E-4
SREK1	140890	Novel DORGE-TSG	0.743434627152433	trichostatinA	PC3	6h	1.0μM	1.51549E-19	5.70765E-18	1.51419	2.996703626011388E-4
SREK1	140890	Novel DORGE-TSG	0.743434627152433	trichostatinA	HL60	6h	1.0μM	2.0395E-16	9.39759E-14	2.54095	4.340277777777778E-4
SREK1	140890	Novel DORGE-TSG	0.743434627152433	valproicacid	HL60	6h	500.0μM	1.22005E-6	1.39837E-4	1.02585	6.596306068601583E-4
SREK1	140890	Novel DORGE-TSG	0.743434627152433	valproicacid	MCF7	6h	1000.0μM	1.86549E-4	0.00682606	0.332615	0.002267573696145125
SREK1	140890	Novel DORGE-TSG	0.743434627152433	valproicacid	HL60	6h	200.0μM	2.48169E-4	0.0117394	0.485426	0.002352941176470588
SREK1	140890	Novel DORGE-TSG	0.743434627152433	valproicacid	HL60	6h	1000.0μM	5.46703E-4	0.0216609	0.544234	0.002985074626865672
SREK1	140890	Novel DORGE-TSG	0.743434627152433	valproicacid	MCF7	6h	200.0μM	0.00959509	0.192536	0.21374	0.02127659574468085
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	trichostatinA	MCF7	6h	0.1μM	2.57768E-16	5.9135E-16	0.277555	2.373605506764776E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	LY-294002	HL60	6h	10.0μM	1.92218E-7	6.39348E-6	0.512662	6.345177664974619E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	cephaeline	MCF7	6h	6.0μM	1.99708E-7	1.00671E-6	0.942201	3.364737550471063E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	15-deltaprostaglandinJ2	HL60	6h	10.0μM	5.77463E-7	1.60721E-5	0.866169	6.729475100942127E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	tanespimycin	HL60	6h	1.0μM	6.35121E-7	6.77029E-6	0.548144	5.01002004008016E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	trichostatinA	MCF7	6h	1.0μM	8.0183E-7	1.93813E-6	0.286235	2.809778027535825E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	trichostatinA	HL60	6h	1.0μM	3.32846E-6	1.74146E-5	0.731769	4.340277777777778E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	trichostatinA	HL60	6h	0.1μM	3.48137E-6	1.40213E-5	0.285683	4.476275738585497E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	tretinoin	HL60	6h	1.0μM	2.18829E-5	3.94009E-4	0.55619	9.216589861751152E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	lycorine	MCF7	6h	12.4μM	2.25178E-5	9.76113E-4	0.804388	6.381620931716656E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	geldanamycin	HL60	6h	1.0μM	1.60914E-4	0.00234692	0.561727	7.501875468867217E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	digoxigenin	MCF7	6h	10.2μM	2.16068E-4	0.00110987	0.654864	4.154549231408392E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	phenoxybenzamine	MCF7	6h	11.8μM	4.25907E-4	0.00236549	0.515426	5.060728744939271E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	thioridazine	HL60	6h	10.0μM	6.17948E-4	0.00745674	0.541623	7.993605115907274E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	9.90269E-4	0.00525819	0.295638	5.040322580645161E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	fenoprofen	MCF7	6h	7.2μM	0.00143138	0.283524	0.469659	1.0
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	felodipine	MCF7	6h	10.0μM	0.00343159	0.173697	0.408987	0.02941176470588235
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	thioridazine	MCF7	6h	10.0μM	0.0040257	0.0179126	0.264615	4.428697962798937E-4
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	bepheniumhydroxynaphthoate	MCF7	6h	9.0μM	0.00437703	0.326075	0.48976	0.0
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	phenelzine	MCF7	6h	17.0μM	0.00604834	0.332154	0.39089	0.0
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	levonorgestrel	MCF7	6h	12.8μM	0.00787801	0.36571	0.37981	0.05882352941176471
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	genistein	HL60	6h	10.0μM	0.00866589	0.0893908	0.371693	0.001808318264014466
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	pramocaine	MCF7	6h	12.2μM	0.00974886	0.962864	0.410171	0.0
KIAA0100	9703	Novel DORGE-TSG	0.650899988213807	LY-294002	MCF7	6h	10.0μM	0.00996039	0.0252274	0.146253	3.629764065335753E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	trichostatinA	MCF7	6h	0.1μM	7.00649E-45	2.66247E-44	0.548794	2.373605506764776E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	LY-294002	MCF7	6h	10.0μM	6.79144E-13	7.66718E-12	0.411281	3.629764065335753E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	trichostatinA	PC3	6h	0.1μM	8.12959E-12	2.24009E-11	0.381409	2.787068004459309E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	trichostatinA	MCF7	6h	1.0μM	1.7875E-11	5.58329E-11	0.444799	2.809778027535825E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	trichostatinA	HL60	6h	1.0μM	4.417E-9	4.80349E-8	1.27676	4.340277777777778E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	LY-294002	HL60	6h	10.0μM	6.43798E-9	5.31538E-7	0.844758	6.345177664974619E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	trichostatinA	HL60	6h	0.1μM	9.78802E-9	5.22406E-8	0.342103	4.476275738585497E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	digoxigenin	MCF7	6h	10.2μM	3.3444E-8	5.1431E-7	1.09086	4.154549231408392E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	trichostatinA	PC3	6h	1.0μM	7.23539E-8	2.76037E-7	0.466465	2.996703626011388E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	lanatosideC	MCF7	6h	4.0μM	5.17694E-7	3.74673E-6	1.11916	3.498950314905528E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	sirolimus	HL60	6h	0.1μM	9.14864E-7	7.11364E-4	0.517298	0.009615384615384616
AARS	16	Novel DORGE-TSG	0.849484250571401	cephaeline	MCF7	6h	6.0μM	2.49118E-6	1.03034E-5	0.706618	3.364737550471063E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	wortmannin	HL60	6h	0.01μM	3.39681E-6	0.00271068	0.628753	0.01136363636363636
AARS	16	Novel DORGE-TSG	0.849484250571401	helveticoside	MCF7	6h	7.4μM	1.94902E-5	1.0974E-4	0.788352	3.834355828220859E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	tanespimycin	HL60	6h	1.0μM	5.04558E-5	3.31776E-4	0.366595	5.01002004008016E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	LY-294002	PC3	6h	10.0μM	6.04515E-5	6.42801E-4	0.453885	4.699248120300752E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	lycorine	MCF7	6h	12.4μM	3.12537E-4	0.00402844	0.632261	6.381620931716656E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	sirolimus	MCF7	6h	0.1μM	4.75115E-4	0.00241261	0.214016	4.199916001679967E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	valproicacid	HL60	6h	500.0μM	0.00146909	0.0134291	0.507844	6.596306068601583E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	tretinoin	HL60	6h	1.0μM	0.00440256	0.0281895	0.313805	9.216589861751152E-4
AARS	16	Novel DORGE-TSG	0.849484250571401	fulvestrant	MCF7	6h	0.01μM	0.0077158	0.0704789	0.22293	0.001269035532994924
ITPR3	3710	Novel DORGE-TSG	0.678431350829123	tanespimycin	MCF7	6h	1.0μM	7.69714E-6	2.84323E-5	0.25307	2.959455460195324E-4
ITPR3	3710	Novel DORGE-TSG	0.678431350829123	tanespimycin	PC3	6h	1.0μM	9.85432E-6	2.0098E-4	0.447337	8.123476848090983E-4
ITPR3	3710	Novel DORGE-TSG	0.678431350829123	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	5.71456E-4	0.00325974	0.339938	5.040322580645161E-4
ITPR3	3710	Novel DORGE-TSG	0.678431350829123	geldanamycin	MCF7	6h	1.0μM	7.33317E-4	0.00319105	0.302723	3.961965134706815E-4
ITPR3	3710	Novel DORGE-TSG	0.678431350829123	phenelzine	MCF7	6h	17.0μM	0.00162495	0.310382	0.539488	0.0
ITPR3	3710	Novel DORGE-TSG	0.678431350829123	cephaeline	MCF7	6h	6.0μM	0.00194243	0.00483897	0.366705	3.364737550471063E-4
ITPR3	3710	Novel DORGE-TSG	0.678431350829123	lycorine	MCF7	6h	12.4μM	0.00563514	0.0295766	0.534906	6.381620931716656E-4
ITPR3	3710	Novel DORGE-TSG	0.678431350829123	genistein	MCF7	6h	10.0μM	0.00800034	0.114405	0.243298	0.00308641975308642
ITPR3	3710	Novel DORGE-TSG	0.678431350829123	bendroflumethiazide	MCF7	6h	9.4μM	0.00959552	0.999005	0.335457	0.0
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	trichostatinA	PC3	6h	0.1μM	9.65362E-11	2.54721E-10	0.355039	2.787068004459309E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	trichostatinA	MCF7	6h	0.1μM	7.66108E-9	1.49767E-8	0.211509	2.373605506764776E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	tanespimycin	MCF7	6h	1.0μM	4.32024E-8	2.04833E-7	0.288463	2.959455460195324E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	cephaeline	MCF7	6h	6.0μM	7.12104E-6	2.70265E-5	0.685191	3.364737550471063E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	thioridazine	HL60	6h	10.0μM	3.90449E-5	9.11366E-4	0.687651	7.993605115907274E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	tanespimycin	HL60	6h	1.0μM	1.38081E-4	8.05375E-4	0.326961	5.01002004008016E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	thioridazine	MCF7	6h	10.0μM	5.29456E-4	0.00326896	0.318359	4.428697962798937E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	trifluoperazine	MCF7	6h	10.0μM	6.08565E-4	0.00592422	0.297758	5.824111822947001E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	LY-294002	PC3	6h	10.0μM	6.45227E-4	0.00454803	0.433661	4.699248120300752E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	alvespimycin	MCF7	6h	0.1μM	7.07474E-4	0.00415114	0.333288	5.770340450086555E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	phthalylsulfathiazole	MCF7	6h	10.0μM	0.00114804	0.134361	0.442405	0.0
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	thioridazine	PC3	6h	10.0μM	0.00151792	0.0206839	0.533966	0.001420454545454545
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	LY-294002	MCF7	6h	10.0μM	0.00164519	0.00482163	0.179262	3.629764065335753E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	geldanamycin	MCF7	6h	1.0μM	0.00183251	0.0072192	0.256915	3.961965134706815E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	wortmannin	HL60	6h	0.01μM	0.00202487	0.116821	0.388292	0.01136363636363636
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	rottlerin	MCF7	6h	10.0μM	0.00403809	0.0482967	0.439627	0.001055966209081309
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	geldanamycin	HL60	6h	1.0μM	0.00453349	0.0321924	0.416162	7.501875468867217E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	trifluoperazine	HL60	6h	10.0μM	0.00596633	0.137705	0.40315	0.007407407407407408
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.00652158	0.0305708	0.400692	6.729475100942127E-4
SNRPC	6631	Novel DORGE-TSG	0.644242858014842	ionomycin	MCF7	6h	2.0μM	0.00819473	0.0391365	0.539608	4.340277777777778E-4
ATP6V1C1	528	Novel DORGE-TSG	0.82772388005992	cephaeline	MCF7	6h	6.0μM	5.27258E-7	2.4467E-6	0.815526	3.364737550471063E-4
ATP6V1C1	528	Novel DORGE-TSG	0.82772388005992	ionomycin	MCF7	6h	2.0μM	0.00132295	0.0112326	0.692189	4.340277777777778E-4
ATP6V1C1	528	Novel DORGE-TSG	0.82772388005992	tretinoin	MCF7	6h	1.0μM	0.00563952	0.0349306	0.238206	7.462686567164179E-4
ATP6V1C1	528	Novel DORGE-TSG	0.82772388005992	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	0.00802253	0.148638	0.371713	0.01388888888888889
ARHGEF12	23365	CGC-TSG	0.716978167006578	tretinoin	MCF7	6h	1.0μM	1.70622E-5	2.37031E-4	0.251846	7.462686567164179E-4
ARHGEF12	23365	CGC-TSG	0.716978167006578	phenoxybenzamine	MCF7	6h	11.8μM	6.70278E-4	0.00347745	0.369984	5.060728744939271E-4
